"The 2nd wave of the 1918/19 pandemic killed more people than the First World War. UK has 5th highest no. of confirmed #coronavirus #covid19 cases, 2nd highest no. of deaths, 4th highest no. of new deaths. Do not let your children return to school. #STAYatHOME"
The amount of deaths per day from #coronavirus #covid19 is INCREASING again. #STAYatHOME
The number of new confirmed cases of #coronavirus #covid19 per day is INCREASING rapidly.
"Dorset, England: swarms of #covidiots are crammed into a tiny space so air ambulances can land after people jump off the cliffs at #DurdleDoor. There are no public toilets open, incidentally. #Coronavirus #covid19 second wave is coming soon!"
