Dirty money piling up in L.A. as coronavirus cripples international money laundering #SmartNews
Woman Duped Into Sending Life Savings by FedEx in Coronavirus Scam https://www.radio.com/news/woman-sends-life-savings-by-fedex-in-coronavirus-scam via @KNX1070
