How The Coronavirus Sets The Stage For The End Times https://endtimeheadlines.org/2020/04/how-the-coronavirus-sets-the-stage-for-the-end-times/
"Shortages of masks and gowns, as well as a lack of tests, contributed to the coronavirus outbreaks that claimed 1,428 lives in Pennsylvania nursing homes and personal care facilities so far, an industry leader said. "
"The Food and Drug Administration generally doesn’t allow restaurants to sell food packaged for commercial use to the public, but the coronavirus pandemic has pushed the FDA to ease such restrictions. "
