"Can you say ""reelection"" boys and girls... Louisiana Democrat Governor Meets Donald Trump to Praise Federal Coronavirus Response https://www.breitbart.com/politics/2020/04/29/louisiana-democrat-governor-meets-donald-trump-to-praise-federal-coronavirus-response/ via @BreitbartNews"
Great! Gun manufactures make you safe from criminals and now from the Chinese Wuhan Virus! Gun Makers Produce Masks for First Responders amid Coronavirus Crisis https://www.breitbart.com/2nd-amendment/2020/04/29/gun-manufacturers-producing-masks-for-first-responders-during-coronavirus-crisis/ via @BreitbartNews
