Bolsonaro undermined Brazil’s coronavirus response. Now there’s a political crisis. - http://Vox.com https://www.vox.com/2020/4/28/21228512/brazil-bolsonaro-coronavirus-moro via @GoogleNews
Chinese State Media Says Trump 'Feels No Guilt' Over U.S. Coronavirus Crisis and Has 'Failed' Americans - Newsweek https://www.newsweek.com/chinese-state-media-donald-trump-coronavirus-1500878 via @GoogleNews
Senior Chinese official challenges Trump over coronavirus response - AOL https://www.aol.com/article/news/2020/04/29/senior-chinese-official-challenges-trump-over-coronavirus-response/24141777/ via @GoogleNews
"Trump administration asks intelligence agencies to find out whether China, WHO hid info on coronavirus pandemic - NBC News https://www.nbcnews.com/politics/national-security/trump-administration-asks-intelligence-agencies-find-out-whether-china-who-n1194451 via @GoogleNews"
