Owner of assisted living facilities taking ‘aggressive’ measures to stop coronavirus spread 
Coronavirus: 5 key pieces of CT data we don’t have 
Actor hit by car/ Restaurant owner makes creative proposal/ Troconis speaks out/ Grocery store worker dies of coronavirus: Month In Review https://trib.al/DBWLmkz
