This should surprise no one Rural states that backed Trump got more relief than coastal states hit harder by coronavirus 
I'm guessing the $125 Coronavirus Commemorative Coin being sold in the White House Gift Shop would do the trick.
With no National Healthcare like civilized nations 1 in 7 Americans 'would not seek medical care for coronavirus symptoms' due to fear of cost New research suggests Trump moves to make tests free have not mitigated concerns over other possible charges 
"Feeling like the time is right to start thinning his herd, Trump sets first campaign events after coronavirus shutdown "
