"Kushner Calls Trump’s Coronavirus Response A #GreatSuccessStory As American Death Toll Is Over 60,000 with Confirmed Cases Topping 1 Million. Based on this, what other events would Kushner mislabel as a #GreatSuccessStory ?"
"37,000 US flu deaths in one year 60,475 (and counting) US coronavirus deaths in 2 months Think about that! "
IN HARM’S WAY - THE FALLEN Health care workers around the world are risking their lives — and those of their families — to fight the coronavirus pandemic. Hundreds of health care workers from around the world have died from Covid 19. Here are their stories 
