"China, using blackmail (withholding vital medicines to force the EU to scale down critical report on China’s suppression of #coronavirus information) threatens the world order. Don’t les be fooled into treating them as an ally, or doing business with them "
"Coronavirus: 99% confident that COVID-19 vaccine will work, says Chinese firm | World News | Sky News "
