"#Breaking -- The number of confirmed coronavirus cases rose by more than 1,200 in Texas to surpass 61,000 with 25 additional deaths. "
"#Breaking -- New Mexico had over 7,600 confirmed cases of the coronavirus as of Saturday, but the number of new cases trended downward for the week in Dona Ana County while a prison outbreak in Otero County continued to grow. "
#Breaking -- The city of Juárez recorded six additional coronavirus deaths on Saturday — for a total of 52 this week and 260 since the pandemic began. 
"The United States missed out on an early chance to catch imported cases of coronavirus earlier this year, genetics experts say in a new report. "
