#Coronavirus: Warning as major study claims most elderly victims 'would not have died otherwise' | UK News | Sky News #COVID19
Experts warn of dire global health consequences if U.S. withdraws from the World Health Organization #WHO #COVID19 #coronavirus https://www.statnews.com/2020/05/30/who-withdrawal-dire-consequences/ via @statnews
US food prices see historic jump and are likely to stay high #SmartNews #COVID19 #coronavirus 
