 PETITION: IT'S THIS KIND OF BACKWARDS THINKING THAT STARTED ALL OF THIS!!!! FFS!!!!! Stop Boiling Black Cats And Grinding them into Paste for 'Coronavirus Treatment' https://bit.ly/3eSxlJ1 via @ladyfreethinker
Tyson and JBS close plants as coronavirus hits meat manufacturing https://www.fooddive.com/news/tyson-and-jbs-close-plants-as-coronavirus-hits-meat-manufacturing/575600/ via @FoodDive
