"Masks, although helpful, are not the be all and end all. Hand sanitisation, social distancing and contact tracing are paramount in defeating Coronavirus!"
"Here in New Zealand, we were in lockdown for about 6 weeks and 99% of us took the Coronavirus extremely seriously! The result is at yesterday's count we have only 1 active case! Now, we deal with the elephant left, getting the economy back on track! Go well Arizona! "
