Such a perfectly @realDonaldTrump plan-to force Covid-19 infected workers to handle our meat and farm products while you hold the owners exempt from liability. You show your preference for wealth and your contempt for people every day. #coronavirus Trump is the greatest danger.
Coronavirus May Finally Be the End of the Open-Plan Yesss!!!!! 
