Interesting article to read during the current pandemic : What the 1918 flu pandemic tells us about whether social distancing works. #SpanishFlu #COVID19 #coronavirus 
Invest in yourself it's a win win #rhythmvizion #truestory #inventor #patent #grind #hustler #coronavirus #beach #oceanview #dj #events #protection #safety #iot #ip #licensor @Lido Beach Resort https://www.instagram.com/p/CA00grTDDXI/?igshid=ht8pbbxu990p
