New Evidence Suggests The Lockdown Didn’t Help Stop Coronavirus 
"15 cops ‘raid’ restaurant allegedly over too many customers — Coronavirus violation — and owner may get year in jail, $5,000 fine https://gellerreport.com/2020/04/democrat-crimialize-business.html/ via @pamelageller"
Coronavirus Lockdowns Haven't Slowed Jihadists 
