 Loved ones help 88-year-old man reunite with wife in nursing home during coronavirus pandemic 
"US surpasses 60,000 deaths due to coronavirus #Topbuzz"
"Almost into the 5th month of the year and so far got: close to world war3, passing of Kobe and other celebs, Corona virus, fucky weather, and now confirmed ufo’s. "
"Just paid off our @gmc but @WellsFargo wants to be petty about a 2 day late payment during the #coronavirus #pandemic affecting my credit score. Hope @WhiteHouse never has to bail you out.. and if they do, they let you fail just like you’ve failed me. #thankswellsfargo"
oh yeah and...why ever did happen to corona virus? or the “Chinese virus” as YALL president would call it...cause it seems to me that it just suddenly got erased from existence but alright 
Cheers to the weekend! Don't let the coronavirus or #arthritis keep you inside. What is one goal you want to accomplish this weekend? Keep Moving. Get outside. #Turmeric. #painrelief #jointsupport #jointpainremedies #wellness #chronicpain #naturalremedies https://www.prosoria.com/products/nuvothera-super-micronized-turmeric-curcumin
"Dallas County passes 10,000 #coronavirus cases, reports 5 more deaths, including a man in his 20s with NO underlying health issues. #CoronaVirusUpdate"
Cheers to the weekend! Don't let the coronavirus or #arthritis keep you inside. What is one goal you want to accomplish this weekend? Keep Moving. Get outside. #Turmeric. #painrelief #jointsupport #jointpainremedies #wellness #chronicpain #naturalremedies https://www.prosoria.com/products/nuvothera-super-micronized-turmeric-curcumin
