"@NIH #remdesivir study shows NO statistically significant difference in mortality between using remdesivir &amp; placebo. However, decrease in recovery time for those who survived, from 11 days vs 15 days w/placebo. #Gilead #MarketManipulation #coronavirus "
#BREAKINGNEWS: Extremely concerning reports of children experiencing inflammatory conditions due to previously undetected #coronavirus #COVID19 - this is REALLY BAD: https://www.cnbc.com/2020/04/28/coronavirus-may-cause-new-inflammatory-disease-in-children-medics-say.html #PleaseBeCareful #StayAtHome
"Coronavirus Florida: DeSantis reopens most of state but not Palm Beach, Broward and Dade "
Florida medical examiners were releasing coronavirus death data. The state made them stop. 
So is this good for climate change? Oh what happened to the coronavirus? @cnn #LiberalismIsTheRealPandemic
Corona Virus is cancelled. Democrats say we riot instead.
