"No 2 .... pain of slaughter and abuse. Even in the Hell. Also, In the context of the punishment of 'Corona Virus 19'. All of the murderers and they families in South korea and United States, Continued they are committing a 24-hour shift crime to ""JESUS"" and ""Prophet Yi"" and ... "
"No 2 ..... Bill Clinton and Hillary, and Obama and Bush's family are rich by crime. It is okay to use the budget of the Presidential Museum or Memorial for 'corona virus 19' confirmed patients and they family. by Prophet Yi Jung-Yon ( David of JESUS ) https://www.facebook.com/jungyon.yi"
"Corona virus 19 will not go away until these things are released. Murderers of South korean and American must be disclosed. Also, must be brutally and openly punish all crimes of them. Naturally all families of them, too. by Propet Yi / From https://www.facebook.com/jungyon.yi Continue"
