Pelosi Appoints Six Democrats to Committee Overseeing the Federal Coronavirus Response #CALIFORNIA GET HER OUT I have an ugly feeling she’s going to get re-elected.
Fauci says experimental coronavirus treatment remdesivir could shorten COVID-19 recovery time 
