"Coronavirus today. What is Trump bragging about, exactly? "
"As the world scrambles to cope with an unprecedented public health and economic crisis, many disease researchers say the coronavirus pandemic must be taken as a deadly warning. #coronavirus #COVID19 #WednesdayWisdom #COVIDー19 #animals #ActionforAnimals"
