340 startups w/ layoffs ∙ 33423 employees laid off ∙ Since Mar 11 http://Layoffs.fyi Coronavirus Tracker 
Instapundit » » FREDO FAIL: CNN Host Chris Cuomo’s Viewership Has Plunged By Half Since He Contracted Coronavirus Af… https://pjmedia.com/instapundit/376792/
