"Let them die who used to say more people will die due to starvation than corona virus. Secondly, it was the responsibility of state govt to ensure the all requirements &amp; facilities for migrant workers. The state Govt failed it, even the supreme court said the same."
"Secondly, you guys said more people will die due to starvation than corona virus.. Therefore Govt opened everything &amp; started the rail services for migrant workers to return their home..When people are now dying due to corona, &amp; corona cases are rising, why are you then crying? "
