Coronavirus was created to keep tik tok dances out of bars
"the man didn’t come back to class this week and today we found out he had the coronavirus, protect this man at all costs "
Facebook sees strong user growth as coronavirus pandemic creates uncertainty http://twib.in/l/59adkpoELB9G via @ric9871ric #retweetplease #news
Coronavirus out here like 
