Reactivation of #coronavirus a possibility. Lots of unanswered questions including viral load needed. #publichealth
#foodsafety #publichealth #coronavirus food plant has 50% asymptomatic infections. UGH. 
Perhaps the reinfected were false positives? #openmind #CheckYourBias #coronavirus 
