"I don’t even care about Coronavirus now, they’ve just told us aliens are real."
"In Financial hardship and coronavirus pandemic related job loss, caused more pressure and burden for people to make ends meet and survive. You can’t commodify every single aspect of living and then not understand looting as a legitimate form of protest."
