#SaudiArabia to initiate national screening of the whole population at their homes for #coronavirus 
A penguins from the Kansas City Zoo recently paid a visit to the nearby Nelson-Atkins Museum of Art https://www.insider.com/penguins-visit-art-museum-for-the-day-2020-5?utmSource=twitter&amp;utmContent=referral&amp;utmTerm=topbar&amp;referrer=twitter #aquarium #museum #Art #Animals #nature #wildlife #Zoo #paintings #Lockdown #COVID19 #COVID #corona #coronavirus #penguins
