,Tweets,Date
0,Lake of the Ozarks pool party reveler tests positive for #coronavirus ,2020-05-30 22:14:51+00:00
1,"""China’s Leader, Under Fire, Says He Led Coronavirus Fight Early On"" by BY AMY QIN via NYT https://ift.tt/2OYiiC1 pic.twitter.com/TLR06Hu9pT",2020-02-15 23:33:17
2,"""Coronavirus Worsens U.S.-China Ties and Bolsters Hawks in Washington"" by BY STEVEN LEE MYERS AND EDWARD WONG via NYT https://ift.tt/37D8Avj pic.twitter.com/xT13YYQg4F",2020-02-19 23:21:19
