" To help remind kids of the importance of social distancing amid the coronavirus epidemic, one school in Hangzhou has its young students wearing some special headwear to class. "
"Germano Celant, Passionate Defender of Italian Contemporary Art, Is Dead at 80 of Coronavirus-Related Causes https://www.artnews.com/art-news/news/germano-celant-arte-povera-dead-1202685181/ via @artnews"
Coronavirus: Jayden Stockley among 10 positive tests in Championship; seven in League Two http://www.bbc.co.uk/sport/football/52864659 via @vilnis11
