"U.S. Coronavirus Death Toll Is Far Higher Than Reported, C.D.C. Data Suggests http://www.nytimes.com/interactive/2020/04/28/us/coronavirus-death-toll-total.html, see more http://tweetedtimes.com/ArtGateDesign?s=tnp"
"As much as I love and miss football, but this comes on the same day UK reported more than 4k deaths due to coronavirus. It is sad to see that money will always come first. "
I hate how coronavirus paused everything
