Coronavirus vaccine being tested in Germany could 'supply millions' by end of year - CNN 
"Reuters: In northern Brazil, iron ore keeps flowing as Vale miners battle coronavirus. https://www.reuters.com/article/us-health-coronavirus-brazil-vale/in-northern-brazil-iron-ore-keeps-flowing-as-vale-miners-battle-coronavirus-idUSKBN2352F0 @GoogleNews을(를) 통해"
"He called coronavirus the Chinese virus because it originated from...China...he called ALL the people looting and burning buildings down thugs not just black people, this is legit driving your own thoughts without facts. "
