Nah - too busy with the ABCs of Corona virus
Coronavirus Honduras- Let's Help the Kids 
Might as well say he has coronavirus - so that’s what REALLY killed him
"How coronavirus stress may scramble our brains https://www.sciencenews.org/article/coronavirus-covid19-stress-brain . Principals, Superintendents, Boards trying to make decisions about the future, trying to be creative, and think out of the box in how to open schools. Innovation, creativity, while enduring sustained stress."
