"Top story: U.S. Coronavirus Death Toll Is Far Higher Than Reported, C.D.C. Data Suggests http://www.nytimes.com/interactive/2020/04/28/us/coronavirus-death-toll-total.html, see more http://tweetedtimes.com/hustlerpreneur?s=tnp"
"At this point in time , we are all tired of this corona virus "
"@russdiemon hasn’t posted a photo on instagram since April 4, I hope you safe from the coronavirus bro"
To all the protestors that are fighting for #georgefloyd and #BlackLivesMatter but please be careful and don't catch or spread Corona virus doing it #StaySafe
