The other #coronavirus 
"In Burkina Faso, 848,000 people are displaced by violence. In Centre-Nord region, which hosts 1/2 of all IDPs, @UNHCR_BF supports regional health services w. $160,000 for #coronavirus response. Our donors made this possible: @StatePRM @MFA_Lu @GvtMonaco @UNHCRgov"
"Join me in helping #CoronaVirus victims with #Ecoin and earn 600 Ecoins ( worth $3 ) free, Ecoin the world's fastest-growing crypto will donate 150 Ecoins when you Sign up. Earn 600 and donate 150 more Ecoins for referring #Donatewithoutspending"
