">>Chinese scientists working on a COVID-19 vaccine have told Sky News they are ""99%"" sure it will be effective. >>Sinovac, a Beijing-based biotech company, currently has its coronavirus vaccine in stage 2 trials, with more than 1,000 volunteers participating. Time will tell."
"Coronavirus vaccine could be ready by October, claims Pfizer CEO "
Immunity to coronavirus may be far more widespread than thought 
"For the first time in 48 years scored the Singapore Airlines in its last financial year a loss 212 million Singapore dollars due to a coronavirus crisis. In the previous financial year earned the carrier 683 million Singapore dollars. Even so, it is an outstanding achievement "
