"CNN @realDonaldTrump I’m going to predict USA Coronavirus death count will hit 100,000. I see no significant slowdown."
"Honestly neh this corona virus is so invincible, that constantly reading and hearing about it just seems so unreal . One think I and we all need the most is freedom, that is also essential. Corona virus should definitely be kicked out... Lord Have Mercy ! "
I can't wait to hurt someone's kid and pass her on like corona virus. 
Video of Lifting a Pool Onto a Roof Top Deck plus Customer Kudos on Our Coronavirus Response https://conta.cc/3dctEwu
"If the coronavirus was a villain straight out of a comic book, who would be your dream team to lay the smackdown on that disease spreading mutant? #DreamTeam"
