,Positive,Negative
0,362,2570
1,Gilead Drug Proves Effective Against Coronavirus in US Study ,Coronavirus live news: more cases of ‘Covid-linked’ syndrome in children as UK deaths top Spain and France 
2,Gt your website i just 50$#Quarantine #Legend #coronavirus ,Matriculation pass Governor Sindh @ImranKhanPTI’s statement that Sindhis’ are illiterate &amp; while visiting Sindh he got #coronavirus. This is the statement of a very mentally ill person. He has to apologize to the people of Sindh #GovernorSindhMustResign
3,"#Australian Prime Minister #ScottMorrison challenged #China and call to investigate the origins of the #coronavirus Now, it seems the world wants an independent assessment of how all this has happened so that we can learn lessons and prevent their recurrence again."" He added ","I strongly condemn @ImranIsmailPTI statement “People of Interior #Sindh have not been educated about the virus. During my visit, they came very close to me due to which I contracted coronavirus.”Its shocking to see him profile #Sindhis as illiterates blaming them for his #COVID19"
4,Coronavirus BREAKTHROUGH: US officals say drug has ‘significant’ impact on virus https://taazakhaber.com/coronavirus-breakthrough-us-officals-say-drug-has-significant-impact-on-virus/,"Pakistan begins colossal tree planting campaign - a staggering 10 billion trees will be planted starting now in order to combat climate change using 60,000 workers who have lost their jobs because of the coronavirus. "
5,"FM Qureshi, Norwegian FM discuss coronavirus situation ",I think corona virus is world war III.
6,'A drug can block coronavirus': Gilead's remdesivir raises hopes @AJENews https://aje.io/prveq Top US scientist Anthony Fauci says the drug reduced the time it took for some patients to recover by 31 percent.,Indians are blaming muslims for corona virus you can imagine how much they hate muslims how extremists they are This is the ideology of RSS thier prime minister are supporting them #MuslimHolocaust
7,Corona growth in most parts of the world has been slowing down with general increase in temperatures. Anomalous increases in some cases can be attributed to other factors such as increase in testing. Growth rates are now around 10% and decreasing further. #coronavirus ,"#CORONAVIRUS update Thu 30th April World Coronavirus Cases: 3,205,726 Deaths: 227,290 Recovered 995,405 #Iran #Turkey #Malaysia #Philippines #Pakistan #SaudiArabia #indonesia #India #Qatar #Algeria #Egypt #Iraq #Morroco #UAE #Bahrain #bangladesh #oman #Kuwait #srilanka"
8,Sindh Chief Minister Syed Murad Shah discloses detection of 404 new coronavirus cases In Sindh @MuradAliShahPPP @BBhuttoZardari @SaeedGhani1 @murtazawahab1 @SyedNasirHShah @SeharKamran,"""Governor Imran Ismail Blames 'Uneducated’ Sindhi People For Giving Him Coronavirus"" Shame On You"
9,Coronavirus UK: A THIRD of patients admitted to hospital die http://www.newzdotcom.live/coronavirus-uk-a-third-of-patients-admitted-to-hospital-die/,#Dubai's mega-mall reopens under strict safeguards against #coronavirus
10,Sir please write an article about coronavirus and its with new world order.,"Well, not just the United States. It chose to unleash global mayhem..... BBC News - Coronavirus: ‘China is not the enemy of the United States' "
11,"Microsoft ups priority on Mute All feature for Teams, coming this quarter #microsoft #MicrosoftTeams #Microsoft365 #Office365 #videoconferencing #coronavirus #COVIDー19",G-13 should also be watched very closely. Any study or research why cases are increased all of sudden? And what are the reasons for house wives contracting corona virus?
12,'finance minister said the upcoming budget would be formulated keeping in mind the impacts of #coronavirus pandemic on people &amp; businesses and would aim at mitigating their sufferings.'https://tribune.com.pk/story/2210207/2-finance-adviser-talks-corona-led-budget/ perhaps also invest so pakistan pakistanis are stronger for the future.,Coronavirus could leave HALF the world's workforce unemployed https://mol.im/a/8271213 via @MailOnline
13,I love this man. The way he responded and silenced these Indiots was unexplainable. #coronavirus #IndiaToday,Facebook CEO warns coronavirus outbreaks likley after reopenings https://cryptocycle.wordpress.com/2020/04/29/facebook-ceo-warns-coronavirus-outbreaks-likley-after-reopenings/
14,Khyber Pakhtunkhwa Government has launched a toll free e-Razakar helpline to provide relief to the masses and to resolve citizens issues at their doorsteps. KP citizens can dial 1700 to get access to: - Information related to Coronavirus. - Free medical advice @PTIKPOfficial,This news has created more hype than Corona Virus! ‍ 
15,Microsoft launches free COVID-19 tracking app for Windows 10 devices #microsoft #windows10 #COVID19tracker #bing #COVIDー19 #coronavirus ,"#Coronavirus global as on 30/4/20 @3.30PST: Cases: Total: 3,207,543 Recovered: 996,958 Active: 1,982,957 Closed: 1,224,327 Deaths: Total: 227,379 In last 24hrs: 10,362 Most deaths: USA: 61,180(5.8%) Italy: 27,682(13.6%) Spain: 24,275(10.3%) France: 24,087((14%)"
16,What countries have been affected by the novel coronavirus known as COVID-19? How many cases are there in China? https://infographics.channelnewsasia.com/covid-19/map.html via @ChannelNewsAsia,the corona virus was developed by the governments of the world to lock people up with gaming consoles and tactical shooter games to be trained for the inevitable zombie apocalypse
17,Khyber Pakhtunkhwa Government has launched a toll free e-Razakar helpline to provide relief to the masses and to resolve citizens issues at their doorsteps. KP citizens can dial 1700 to get access to: - Information related to Coronavirus. - Free medical advice ,Governor Imran Ismail Blames Sindhi People For Giving Him Coronavirus #GovernorSindhMustResign https://nayadaur.tv/amp/2020/04/governor-imran-ismail-blames-sindhi-people-for-giving-him-coronavirus/ via @nayadaurpk
18,Sir help the third world countries to eradicate coronavirus like Pakistan's Prime minister ask to forgive the loans taken by third world countries,"#Coronavirus UPDATE: CASES WORLDWIDE =3,184,343 DEATHS =226,716 SERIOUS/CRITICAL CONDITION =59,660 RECOVERED =988,773 COUNTRIES WORLDWIDE REPORTING CASES =204 3:00AM #FastNews #News #COVID19 #CoronaVirusUpdates #StayHomeSaveLives #PK"
19,https://m.facebook.com/story.php?story_fbid=632390984009708&amp;id=100017164360009 Here's the bombshell. I deserve special prize for it. @realDonaldTrump has taken notice of $3.7M given during Obama era to Wuhan Institute of Virology wherein the coronavirus was jointly created by the Chinese &amp; American experts. Arrest the criminals.,During start of the pandemic an expert was saying that 70% of world population will get infected with corona virus. This is dreadful to think about now.
20,Sindh govt denies reports of lifting coronavirus lockdown http://dlvr.it/RVjmGv,More than 68 thousand identified #Corona cases in #Pakistan An alarming situation!!! #CoronaVirusPakistan #coronavirusinpakistan #coronavirus 
21,"Amid a surge in the number of Pakistani journalists testing positive to coronavirus, Reporters Without Borders and its partner, Freedom Network Pakistan have compiled 15 recommendations for Pakistani news media so that they can avoid putting their journalists in danger.",Taking exams in the peak of coronavirus will be the biggest blunder #DelayUHSsupplyExams @ImranKhanPTI
22,"Sindh Governor @ImranKhanPTI meet with businessmen without any proper mask or any safety measures, violated the SOPs of #SindhGovt is now blaming that interior Sindh peoples’ are not educated, due to this he become infected in corona virus. #GovernerSindhMustResign",Stopping this exam or delaying it will be one of the biggest step in coronavirus prevention #DelayUHSsupplyExams Please @ImranKhanPTI Save this nation
23,"CGSS has published an article titled, ""How coronavirus could change the current world order and the role of the World Health Organization"" by Ms. Zahra Zahid Durrani CGSS Ambassador (Peshawar) and MPhil Student, University of Peshawar. To view: http://cgss.com.pk/paper/pdf/How-…",April 2020 - Healthcare Workers Deaths = 05 Provincial breakdown: KP: 01 Sindh: 01 Punjab: 01 Balochistan: 01 GB: 01 #healthcareworkers #Pakistan #coronavirus
24,Agree or Not? #NewDayNewWay #faadithoughts #IrrfanKhan #Legend #remdesivir #Hitman #SeizeTheLightSpoilers #COVID19 #Covid_19 #irfankhanactor #Pakistan #poetry #CoronavirusLockdown #coronavirus ,https://youtu.be/9uhpb42IDRE In remembrance and for condolences for the people who died due to this #CoronaVirus #Covid19 and #Plan #Crash flying from #Lahore to #Karachi in this #Ramadan. All of my #Prayers are with the families who lost their beloveds.
25,"""Coronavirus: US top infectious disease doctor says drug trial shows 'quite good news'"" #Coronavirus ",Thread: (Healthcare workers Dying of Coronavirus) #healthcareworkers #Pakistan #coronavirus
26,While if you want me to share the insights of what's going on within the city/country. I would be glad to assist or to support @pid_gov #coronavirus #lockdownpakistan #StayHomeSaveLives,"ARY is such a disgusting channel, @reportpemra should take notice against @ARYNEWSOFFICIAL as for the executive @dr_seemin of JPMC (which is serving in Coronavirus wonderfully) is spreading false news. @cybercrimefia"
27,"#Pakistan coronavirus confirmed cases:15525 12238 cases in last 25 days 26-2 1st case 24-3 1000 31-3 2039 5-4 3287 7-4 4074 11-4 5038 14-4 5985 16-4 7016 18-4 7993 20-4 9216 22-4 10,513 23-4 11155 24-4 11940 26-4 13328 27-4 13909 29-4 15525 ",India reports it’s single biggest daily jump in deaths from Coronavirus: 205
28,"#Shukar_Alhamdullah! *Karbala and #Najaf* - officially free of #CoronaVirus. #O_Allah! Do not deprive us of the #Ziarah_Of_Hussain (slwt) #Hussain (slwt) is in our soul, #Karbala is in our heart Voice @MirHasanMir1","Deaths from Coronavirus in India cross 5,000"
29,Great to see Balochistan govt using best possible means to track and control Corona virus spread.,Sindh govt allows private hospitals to establish coronavirus isolation wards https://arynews.tv/en/coronavirus-isolation-wards-sindh-govt-private-hospitals/ @BBhuttoZardari @BakhtawarBZ @AseefaBZ
30,"even if there is only one patient of coronavirus on the earth, it is as dangerous as if the whole world is victim of coronavirus ...!!! we should not forget that it was spread from one patient in the beginning !!!! ","May be suffering from coronavirus symptoms, says Abrar Ul Haq http://dlvr.it/RXgd5c"
31,Oscars to admit streamed films next year as coronavirus upends movie going - https://breakingnewspak.com/oscars-to-admit-streamed-films-next-year-as-coronavirus-upends-movie-going/ #Pakistan,"@zfrmrza @Asad_Umar @ImranKhanPTI What purpose it serves to GoP if Dr. Zafar Mirza the Official spokes person gives Worldwide details of Coronavirus cases. Moreover, Infected cases are misleading too; 220Mn are not tested. Hospitalised &amp; Deaths in is enough+share good things"
32,BBC News - Coronavirus: Sanitiser maker's links back to Victorian cough cure ,Lost a family relative to corona virus today. It's VERY MUCH REAL people. Stay indoors and stay safe!
33,"Coronavirus began spreading in the US in January — predating President Trump’s travel restrictions and the detection of community transmission, CDC says ","#Coronavirus is rapidly increasing manifolds in Pakistan, just today knew about few friends who are tested positive for it. @hamzashafqaat said “3 people (on average) die bcz of covid after every hour in Pakistan”, situation is getting tensed yet Govt seems clueless &amp; helpless."
34,BBC News - Coronavirus: Italy's Tower of Pisa reopens after three months shut ,Global deaths due to various causes and #coronavirus 
35,"#Schools not to reopen from june 1, says #Sindh #Education #Department, #Pakistan. Keep visiting http://gofrixty.com for updates. #coronavirus #schoolreopening #SchoolTimes #COVID19Pakistan #CoronavirusLockdown",Why people nowadays are thinking that Covid-19 is internationally fake propaganda? And there’s no such thing like Corona #coronavirus #SaturdayThoughts #riots2020
36,BBC News - Coronavirus: Shielders in England allowed outdoors again from Monday ,"May be suffering from coronavirus symptoms, says Abrar Ul Haq http://dlvr.it/RXgbFl"
37,"These are the cities with the most number of Covid-19 cases in South Asia: 1. Mumbai: 38,442 2 Karachi: 21,870 3. Delhi: 18,549 4. Dhaka: 15,790 5. Chennai: 13,980 6. Lahore: 11,679 7. Ahmedabad: 11,597 #COVID19Pakistan #coronavirus #India #Bangladesh",CoronaVirus Death Toll Rises In Pakistan |PTI Government Failed On All F... https://youtu.be/noW6nt7YfE8 via @YouTube
38,#Pakistan is now in the Top 10 with most active #Covid cases. And this is only for the ones being reported. May Allah almighty help us. Aameen. #coronavirus #CoronaVirusPakistan #Covid_19,"There is no worse news than this in last 24 hours Sindh has reported highest single day jump as 1,247 new #coronavirus cases were confirmed"
