,Positive,Negative
0,13,31
1,Here's why coronavirus is being classified as a biological agent - https://www.viralnews.monster/?p=8914,"With this Corona Virus from China ...and the delay of the League, loads of foreign players thinking to move back to Europe. Should we take Dembele back for 6 months loan or maybe the Venezuela striker that played for New Castle"
2,"The United States and South Korea got their first coronavirus cases on the same day in January. Today, baseball returned in Korea because the country's new covid cases are down to 14 today, vs 24,000 new ones here. https://www.facebook.com/1102103/posts/10101829865636402/","The guy with the nano silver particles that kill the virus in mosques died from COVID19. The virus must be going ""science""."
3,http://youtu.be/s8DCZBLndxQ video..UP #Europe #Subscribe #Romania #Trendingnow #covid19 #bucharest #cluj #staysafe #uk #russia #france #belarus #Ukraine #France #china #thailand #UAE #italy #india #spain #Belgium #Germany #iran #coronavirus #algeria #stayathome #YouTuber #poland #up,"First death from Wuhan pneumonia outbreak reported - STAT https://buff.ly/2TeYSvO  new coronavirus, human 2 human probably not happening (yet?) pic.twitter.com/0FrIENuVXX"
4,"This is the one that bothers me. If your motivation for driving all the way to Durham is to safeguard your child... 1. Why let your son dress up as a doctor to ""administer medicine"" to somebody with Coronavirus? 2. Why would you then drive them around ""testing your eyesight""?","#coronavirus i'm still wondering why would they start building more hospitals yet everyone has this chill vibe that everything is alright and noone should be worried about anything, kinda contradictory imho, i guess thats why everyone is so confused & #shocked, #pandemic or not?"
5,"Twitter seems to be full of people warning of a ‘second wave’ of coronavirus in the U.K. It’s worth remembering that we havn’t yet cleared the first, we might be past the first peak but things can change drastically. We are most definitely not safe yet #covid19UK #SecondWave","RT @kimmaicutler: Still ridiculous how badly this country screwed this up. California, which is thought of as having done a good job, has 1…"
6,"Updated immigration information for foreign nationals residing in Indonesia, holders of emergency stay permit #IndonesianWay #coronavirus #togetherwecan #bersamakitabisa #Repost @ditjen_imigrasi… https://www.instagram.com/p/CA04quYHlYB/?igshid=1885yi5ukcnl7",RT @ThatTimWalker: This will be an odd chapter in The Decline and Fall of Great Britain. In the same month Michael Gove committed the count…
7,"Romania's Orban breaches own coronavirus rules, pays fine ","RT @Warren_S_Nel: Sorry to say, but the @BBCnews are reporting that Brasil has the second highest death toll at just over 41,000, but we kn…"
8,Your world is devoid of facts.. Cummings is neck deep in promoting a strategy for coronavirus that has lead to England having the highest death rate per capita in the world This latest 6 people from 6 households ensured it will skyrocket further,"Brexit Petition: Extend the transition.
Delay negotiations until after the coronavirus outbreak!

https://petition.parliament.uk/petitions/300412 …"
9,"3 cases of #COVID19 confirmed in my country. Authorities say that we are fully prepared to handle an epidemic. No, we are not! We already work at the full capacity of hospital beds and staff numbers, not enough protecting gear and soon doctors and nurses will get sick as well.",
10,Latest information and advice from the Romanian Ministry of Health is available here http://www.ms.ro/coronavirus-covid-19/ Please check frequently for updates and always stay informed from official sources. #COVID19,
11,Chinese Report Says Illnesses may be From New Coronavirus https://www.theepochtimes.com/chinese-report-says-illnesses-may-be-from-new-coronavirus_3197674.html … via @epochtimes,
12,"Coronavirus Origins, State Dept Emails Revealed, Rudy To Release Docs https://www.youtube.com/watch?v=FoNLE70DJZk&feature=share …",
13,Breaking: Coronavirus Is Bioweapon For Population Control https://www.youtube.com/watch?v=-1qaKpAQDW0&feature=share …,
14,Commodities Corner: What the 2003 SARS epidemic tells us about the potential impact of China’s coronavirus on oil and metals - https://www.viralnews.monster/?p=1345 pic.twitter.com/ouDjFEsi1d,
15,HRC Arrest On October 22nd 2020? Schumer Talking To An Entity?! Corona Virus! :coded: https://www.youtube.com/watch?v=tP1dSZ4JDDQ&feature=share …,
16,Coronavirus: Should you be worried? https://edition.cnn.com/2020/01/20/health/what-is-coronavirus-explained/index.html …,
17,"1st U.S. case of deadly new coronavirus found in Wash. state, report says https://katu.com/news/local/1st-us-case-of-deadly-new-virus-found-in-wash-state-reports-say …",
18,"ok. we have ebola, corona virus, is sccience fit enough do give answers? it seems like she doesn't",
19,This study predicted a coronavirus outbreak one year ago  http://zpr.io/twEVs ,
20,RT @europe_creative: What's the impact of the #coronavirus outbreak on Europe's audiovisual sector and how to face the challenges after the…,
21,RT @TJRyan_77: Really a must read paper from Mario Molina. Masks do not just help prevent SARS-CoV-2 transmission (we've known that for a l…,
22,RT @Cartoon4sale: Peter Brookes on #BorisJohnson #BritishEconomy #COVID-19 #EndingLockdown #£ #Coronavirus - political cartoon gallery in L…,
23,"RT @EU_Commission: Micro, small and start-up companies face specific challenges as a result of the #coronavirus crisis. 

We have proposed…",
24,"RT @UN_Women: Young people, especially young women, face an insecure future because of #COVID19 impacts.

Empowering them will empower a be…",
25,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
26,@OPfaar #MustRead EAACI/ARIA #PositionPaper on #COVID19 pandemic and the #allergy clinic ! @OPfaar @AkdisCezmi… https://t.co/d5VlOUGjGS,
27,RT @FlorinDanPopesc: @OPfaar #MustRead EAACI/ARIA #PositionPaper on #COVID19 pandemic and the #allergy clinic ! @OPfaar @AkdisCezmi @liam_O…,
28,RT @Feorlean: You would think these two geniuses might pause for a moment and ask themselves how the U.K. is going to meet the cost of borr…,
29,RT @anytaskofficial: Forget to take your lunch hour this week? You can get apps that lock you out of your computer for 60 minutes. Make sur…,
30,"RT @trafficscotland: We understand that key workers need to get to work during #Covid19

So what can we do to help them❓

#StayHomeSaveLive…",
31,Environment Minister: Coronavirus began with the wildlife trade. Ban the trade in Australia now - Sign the Petition… https://t.co/9zHW486qgH,
32,Russia Closes Border With Iran as Coronavirus Spread Worsens https://www.usnews.com/news/world-report/articles/2020-03-06/russia-closes-border-with-iran-as-coronavirus-spread-worsens?src=usn_tw …,
33,"Yet other countries where the weather is warm have seen dramatic increases in patients infected with Corona virus. A plausible explanation would be that people are not being tested in large enough numbers. Time will tell, i hope countries like India will be spared by this horror.",
