WHO declares international health emergency over coronavirus outbreak https://www.rt.com/news/479626-coronavirus-global-emergency-who/
The #CoronaVirus is currently not likely to reach the #FaroeIslandshttp://local.fo/the-corona-virus-is-currently-not-likely-to-reach-the-faroe-islands/ …
