@piersmorgan @GMB You are an entertainer - why would Government Ministers appear on an entertainment show during a time of national crisis? #Coronavirus #Covid19
"If the people of Wuhan don't want to be associated with the virus (and fair enough), how about Fish Market Coronavirus?"
"RT @QuickTake: Queen Elizabeth II officially celebrates her 94th birthday with a smaller ceremony than usual, despite her real birthday bei…"
"RT @David_Leavitt: 116,000 Americans have died from #COVID19 and @realDonaldTrump doesn’t care.

One Hundred and Sixteen THOUSAND"
GSPCA advice to animal owners and what to do if you find animal during heightened procedures due to Coronavirus… https://www.instagram.com/p/B90FXCGleUH/?igshid=1oxg9qeb24x9u …
GSPCA advice to animal owners and what to do if you find animal during heightened procedures due to Coronavirus… https://www.instagram.com/p/B90FXCGleUH/?igshid=1oxg9qeb24x9u …
