I see like a little corona virus in your meat.
"Yet, here you are crying for the Feds to bail you out of the corona virus. Hypocrites galore."
"RT @islandimagessth: Ruperts Valley ~ St Helena.. Its all a part of the experience. 
#sthelenaisland #islandimages #covid19 #holidays #vaca…"
