"Post #1 - The impact of Covid on education systems across the global south. ""The global Coronavirus (COVID-19) outbreak impacts not only our health, lives and economies, but also the labour market and education sector...."
I preferred working from way before this coronavirus BUT the clients working home are wild annoying 
"RT @SecySanjay: Responding to your requests, further relaxations extended to foreign nationals/#OCIs who are minors, spouses, students, dep…"
"RT @GovMurphy: LOOK: This map was prepared by an independent group of health care experts and analysts who have been tracking #COVID19.

We…"
RT @Stef_Helen: #StayHomeStaySafe we can't ignore the fact that we are still dealing with #COVID19 ignoring this is lethal.Please wear a ma…
