US Secretary of State Mike Pompeo criticized South Africa and Qatar for accepting doctors from Cuba to battle the coronavirus https://stlucianewsnow.net/us-secretary-of-state-mike-pompeo-criticized-south-africa-and-qatar-for-accepting-doctors-from-cuba-to-battle-the-coronavirus/
Saint Lucia calls on WHO To Include Taiwan In Coronavirus Response https://stlucianewsnow.net/saint-lucia-calls-on-who-to-include-taiwan-in-coronavirus-response/
Ppl fail to realise coronaviruses have been around for a while now. The term coronavirus represents a large family of viruses. What affects the world now is that particular strain from Wuhan that was never seen before so treatments have not been developed.
CARICOM Takes Measures Against Coronavirus https://stluciatimes.com/caricom-takes-measures-against-coronavirus/
