"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…"
"RT @theSNP: 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿 First Minister @NicolaSturgeon and @MarkDrakeford, First Minister of Wales, have written a joint letter to Boris…"
