,Positive,Negative
0,2,0
1,Coronavirus: ‘Rules are for the benefit of all and apply to all’ - Politics Coronavirus: ‘Rules are for the benefit of all and apply to all’ ,Russian plan for exchange scrap metal trading halted by coronavirus http://dlvr.it/RXgsLf
2,How does coronavirus spread and how can you protect yourself? ,Coronavirus has now reached Italy. #Cyprus https://twitter.com/MarinaStavrou9/status/1222574785256882176?s=19
3,An informative #Thread by hubby regarding #work #resilience #COVID19 ,"I played Plague Inc. for like 20 hours or something which makes me an expert in infectious diseases and pandemics. As an expert, I can confirm that the novel #coronavirus 2019-nCoV a very good virus because:"
4,How does coronavirus spread and how can you protect yourself? https://www.theguardian.com/world/2020/jan/30/how-does-coronavirus-spread-and-how-can-you-protect-yourself?CMP=share_btn_tw …,Don't try. (#COVID19 is coming for you)
5,I washed all the coronavirus right off hahaha,How to respond to COVID-19 | Bill Gates #coronavirus #COVID19 https://www.gatesnotes.com/Health/How-to-respond-to-COVID-19?WT.mc_id=20200228175018_COVID19_BG-LI&amp;WT.tsrc=BGLI&amp;linkId=83234899
6,"RT @SKyriakidesEU: The EU leads with a united front in the global effort to get to a vaccine, for our European citizens and 
for the world.…",Three new suspicious COVID19 cases under investigation in Cyprus 
7,"RT @FinancialMirror: Good leadership is important to overcome the #COVID19 pandemic, but US President @realDonaldTrump has not provided it…","It’s time to panic about #coronavirus:

 41 death, more than 1000 infected
 4 cases 2 of them were healed
 3 cases
 3 cases
 2 cases
 2 cases
 2 cases
 2 cases
 2 cases
 2 cases
 1 case
 1 case

All people were coming from #Wuhan the center of the epidemic"
8,RT @sarkodie: You guys got me on @JumiaGhana and I’m hooked 😊👌🏾 ... perfect way to shop without stepping out ... very essential in these #C…,"Concern over coronavirus spread as cases jump in South Korea, Italy and Iran https://www.inbc24plus.com/concern-over-coronavirus-spread-as-cases-jump-in-south-korea-italy-and-iran/ … via @INBC24PLUS #coronawirus #Iran #Corona"
9,"RT @bsexii3: Due to #COVID19 aka #Coronavirus I’m sending the first 400 people to like &amp; retweet $400-$4,000 through CashApp, PayPal, Apple…",RT @europe_creative: What's the impact of the #coronavirus outbreak on Europe's audiovisual sector and how to face the challenges after the…
10,"RT @UNDPPA: In ""This Week in DPPA"": Peacebuilding Commission discusses Central #Africa and the Great Lakes;
#COVID19 updates from #Colombia…",The latest The Cyprus Local Daily! https://t.co/sruFLvwqgz #covid19 #brexit
11,,"RT @SkyNews: BREAKING: A smiling Queen looks on at a scaled back military parade at Windsor Castle, in her first outdoor event since the st…"
12,,RT @stratandbiz: The 5 key challenges affecting every part of the world — and how we can start to address them in a post-#COVID19 landscape…
13,,"the perceived threat of Covid-19 predicts toilet paper stockpiling, but would this decrease #COVID19 acquisition ri… https://t.co/PTXKPxZ5nz"
14,,RT @iricharit: Our fourth #EYCyprus Industry Pulse Report focuses on the #Retail Sector and provides a sector-specific perspective on the C…
15,,"RT @UN: Let's share ideas on how to achieve a global ceasefire, heal our planet &amp; turn the #COVID19 crisis into an opportunity for peace.…"
16,,"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…"
17,,I don't think coronavirus is gonna be around till September
