,Positive,Neutral,Negative
0,5,"""Japan Confirms First Case of New Chinese Coronavirus"" by BY SUI-LEE WEE via NYT https://ift.tt/36TRPfU pic.twitter.com/uDgmK0oJ53",3
1,Lake of the Ozarks pool party reveler tests positive for #coronavirus ,...and the 1st African Coronavirus case is confirmed in Egypt.,"""Coronavirus Outbreak: Videos Show Chinese City on Edge"" by BY MUYI XIAO, CHRISTOPH KOETTL AND CAROLINE KIM via NYT https://ift.tt/2Gonhal pic.twitter.com/PwmKASBDNr"
2,"""China’s Leader, Under Fire, Says He Led Coronavirus Fight Early On"" by BY AMY QIN via NYT https://ift.tt/2OYiiC1 pic.twitter.com/TLR06Hu9pT",,"""As Deaths Mount, China Tries to Speed Up Coronavirus Testing"" by BY SUI-LEE WEE via NYT https://ift.tt/39mT742 pic.twitter.com/9ICDHuKIvN"
3,"""Coronavirus Worsens U.S.-China Ties and Bolsters Hawks in Washington"" by BY STEVEN LEE MYERS AND EDWARD WONG via NYT https://ift.tt/37D8Avj pic.twitter.com/xT13YYQg4F",,RT @WIRED: You might think of the virus that spreads #Covid19 as an intimidating dust ball crowned with multi-colored spikes. But the real…
