,Positive,Neutral,Negative
0,51,#Coronavirus: #India to loosen #lockdown despite record cases,21
1,"Coronavirus vaccine could be ready by October, claims Pfizer CEO Global pharmaceutical major Pfizer believes that a vaccine to prevent COVID-19 could be ready by the end of October https://www.qatarday.com/coronavirus/updates/coronavirus-vaccine-could-be-ready-by-october-claims-pfizer-ceo/74012 #coronavirus #vaccine #coronavirusvaccine #COVID19vaccine","#Coronavirus cases in South Africa pass 30,000 https://aje.io/ke2lb","#Turkey's #coronavirus death toll rises by 89 to 3,081 "
2,#Ukraine cancels match after some test positive for #coronavirus ,"#BayernMunich players have accepted a salary cut which will last until the ""end of the season"" to help the #Bundesliga champions through the coronavirus crisis, club president Herbert Hainer said on Saturday. ","The Tunisia Football Federation has confirmed the country's domestic league will resume on August 2nd and will run till September 20,2020. The domestic championships were halted in March amid fears of the coronavirus pandemic. #QNA"
3,India to ease coronavirus lockdown despite record new cases ,"Four western #German states reported a total of 20 new cases of the #coronavirus on Thursday, a day after the federal health minister said the country is at the start of an epidemic. #germany #COVID19 ","The World Health Organization has declared a “public health emergency of international concern” over the outbreak of the 2019nCoV, or the Wuhan coronavirus"
4,#Coronavirus: Backlash after #Trump signals US exit from ⁦@WHO⁩,"“You build a fire department ahead of time. You don’t wait for a fire,” said Tom Inglesby, director of the Johns Hopkins Center for Health Security. #covid19 ","U.S. health authorities may not be calling for the use of face masks to halt the spread of the novel #coronavirus just yet, but shortages appear to be emerging across the #US anyway. #facemask #COVID19 "
5,No positives from latest Premier League virus tests #Covid19 #Coronavirus #PremierLeague #ProjectRestart,"The Ministry of Public Health (MoPH) announced yesterday the intensification of precautionary and preventive measures for early monitoring of any suspected cases of coronavirus (COVID-19), #Qatar #coronavirus #COVID19 ",The Asian Football Confederation (AFC) is to call further emergency meetings with the representatives of MAs and its Leagues from both the East and West regions next week as the AFC continues to manage the worldwide impact of the Covid-19 outbreak. @theafcdotcom #كورونا #COVID19 
6,WHO calls for science and solidarity over coronavirus ,The Ministry of Health of Oman has confirmed a new case of #coronavirus (Covid-19) related to someone who was traveling to #Iran. #Oman #COVID19 ,Chinese report says Wuhan outbreak may be from new coronavirus https://www.aljazeera.com/news/2020/01/chinese-report-wuhan-outbreak-coronavirus-200109015008463.html?taid=5e1693cfb19b7e000192f88e&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter …
7,Trump was not told coronavirus-infected Americans would be flown home from cruise ship https://www.washingtonpost.com/politics/trump-was-not-told-coronavirus-infected-americans-would-be-flown-home-from-cruise-ship/2020/02/21/ae58b24c-54be-11ea-b119-4faabac6674f_story.html …,"Lead scientist Xu Jianguo told the official Xinhua news agency that experts had ""preliminarily determined"" a new type of #coronavirus was behind the outbreak, first confirmed on December 31 in #Wuhan...
#China #Virushttps://thepeninsulaqatar.com/article/09/01/2020/China-believes-new-virus-behind-mystery-pneumonia-outbreak …",#Health #WHO #coronavirus WHO issues warning after 'mysterious' Chinese coronavirus spreads to Japan  https://twitter.com/i/events/1217928133917044736 …
8,First Italian patient dies of coronavirus https://aje.io/5pq3c pic.twitter.com/cQGvQThizr,"Local authorities in China report 17 new cases of  coronavirus-related pneumonia  in Wuhan, central city. #QNA",Japan has confirmed its first case of a new corona virus from China.#QNA
9,RT @ANI: Former Pakistan cricketer Shahid Afridi tests positive for #COVID19. (file pic) https://t.co/v9mjuETtGA,"Wuhan coronavirus has now passed 6,000 cases worldwide https://cnn.it/2RzftJf ",Japan confirms first case of coronavirus infection https://aje.io/k43k4 pic.twitter.com/LQZeAPXOxe
10,Former #Pakistan cricket captain Shahid Afridi says he has been tested positive for Coronavirus #COVID19.,"Ask China... muftme coronavirus milenge. Buy one, get a surprise https://twitter.com/nailainayat/status/1229436731671425024 …",Japan confirms first case of coronavirus infection https://www.aljazeera.com/news/2020/01/japan-confirms-case-coronavirus-infection-200116012730381.html?taid=5e1fd1d9df714f0001b4c27d&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter …
11,RT @yesbank_victim: Many have time aplenty 4 trending #RavishKumar in #COVID19 but none ready 2 endorse misery of #YesBank_AT1_RetailInvest…,"Ask China... muftme coronavirus milenge. Buy one, get a surprise","The new coronavirus strain has caused alarm because of its connection to Severe Acute Respiratory Syndrome or SARS.
#ChinaVirushttp://www.qatar-tribune.com/Latest-News/ArtMID/423/ArticleID/27346/China-reports-17-new-cases-of-mystery-virus#.XiQB_hSQ0fU.twitter …"
12,@SAfridiOfficial You're an inspiration for millions of people #LaLa All of #Kashmir stands with you.  Our deepest p… https://t.co/ECJK6FSJk2,"As government reported six new domestic cases, most linked to a meat market in #SouthernBeijing, people were forced… https://t.co/JBZyD7O0jg","Chinese health authorities announced the discovery of four new cases of pneumonia after an outbreak of what is believed to be a new strain of the ""Corona"" virus in the city of Wuhan, central city. #QNA"
13,RT @captainmisbahpk: May Allah give you speedy recovery @SAfridiOfficial,"Believe in facts and science, not hypothesis and fabircations.","Travelers from Wuhan to the United States will undergo entry screening for symptoms associated with the new coronavirus at three airports: San Francisco, New York's JFK and Los Angeles.
https://thepeninsulaqatar.com/article/17/01/2020/US-to-screen-passengers-for-China-mystery-virus …"
14,"RT @Tejasvi_Surya: The only CM in India today who can start his weekend with a breakfast at MTR - city’s most famous joint. 

Sri @BSYBJP’s…","#COVID19 India Tracker
(As on 13 June, 2020, 08:00 AM)

➡️Confirmed cases: 308,993
➡️Active cases: 145,779
➡️Cured/… https://t.co/3MeeDVPFE3","Coronavirus: All you need to know about symptoms, vaccines, risks https://www.aljazeera.com/news/2020/01/coronavirus-symptoms-vaccines-risks-200122194509687.html?taid=5e28db1f0f91f60001a233ee&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter …"
15,Get well soon #LaLa !,RT @ANI: Parts of Beijing locked down due to fresh virus cluster: AFP news agency. #COVID19,"China further expands coronavirus outbreak lockdown, fast-tracks hospital https://aje.io/76dt8 pic.twitter.com/QDBTfWKTiG"
16,"Qatar's MoPH reports 1828 further cases and 1956 recoveries of #COVID19
#Doha #Qatar #MarsalQatar https://t.co/ESpZFYXL5L","RT @PeninsulaQatar: Latest update on #COVID19 in #Qatar 
https://t.co/yFwYB5wbn5 https://t.co/GAcFUel84Y","China's coronavirus death toll soars to 717; total number of infections passes 34,000 https://aje.io/zyn4m pic.twitter.com/DSeCrhqUlx"
17,Inshallah you get well soon ...,Allah Hu Shifa🤲🏻Pray🤲🏻For Boom🏏Boom🏏,"Russia said trade relations with China may be disrupted as a result of measures to fight the spread of the deadly new strain of coronavirus.
https://thepeninsulaqatar.com/article/04/02/2020/Russia-warns-of-trade-%E2%80%98volatility%E2%80%99-with-China-on-virus-risk …"
18,RT @UNESCO: Modern technology like #AI can be key when navigating through the #COVID19 crisis. But it's crucial to understand the trade-off…,"The country reported 1828 new cases of #Covid19 and 1956 new recoveries.

#Coronavirus #QatarCovid19Watch #Marhaba… https://t.co/ZwG6d6o2N9","China coronavirus deaths rise to 618; Number of confirmed infections passes 30,000 mark https://aje.io/bdcg9 "
19,God bless you dear. Love from kashmir,"In today’s coronavirus (COVID-19) statistics, the Ministry of Public Health (MoPH) announced that Qatar recorded 18… https://t.co/FDaeIeqdUE",China coronavirus outbreak: All the latest updates https://www.aljazeera.com/news/2020/02/200215224437270.html?taid=5e488298035a2400014b5f0d&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter …
20,RT @Sanath07: My prayers and well wishes to you brother Afridi. Get well soon and continue your good work,"The number of recovered cases in Qatar has reached 55,000 people, which accounts for 70.5% of the total number of p… https://t.co/eYO59BX4Nz","Death toll from coronavirus epidemic exceeds 1,600 https://aje.io/7pxlz "
21,RT @RealHa55an: Get well soon @SAfridiOfficial bhai lots of dua with you 🤲🏻,"Covid19 Test updates on 13/6/2020
#qatarizzle #covid19 #qatar https://t.co/dc42yWkipM","Coronavirus death toll nears 1,800 in China; Infections nationwide hit at least 70,433 https://aje.io/67t8x pic.twitter.com/7xXWwAXhhg"
22,alllah will heal you inshaAllah,"Latest updates on covid19  in Qatar 
#forqatarstayhome #COVID19 https://t.co/tVe1dMUoEj",Man kept 'in isolation' over coronavirus fears at Heriot-Watt University given all clear https://www.dailyrecord.co.uk/news/scottish-news/man-kept-in-isolation-over-21499161 … via @sportsdrag #sportsdragpic.twitter.com/zRd0LH7zHe
23,RT @ladeedafarzana: Get well soon.💜,"RT @TRF_Climate: From Hawaii to the Cook Islands and the Philippines, could the economic hit from #COVID19 pandemic usher in a greener, mor…","Coronavirus death toll in China surpasses 1,800; New report reveals more than 3,000 healthcare workers infected https://aje.io/nmngt pic.twitter.com/lirTQagsvp"
24,"Everything is good for me Alhamdulillah, but pray for everyone who infected positive for COVID-19 and Allah keep us… https://t.co/lq945hTv77","RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…",Four passengers from coronavirus hit cruise ship test positive in UK for deadly virus https://www.dailyrecord.co.uk/news/uk-world-news/four-passengers-coronavirus-hit-cruise-21560891 … via @sportsdrag #sportsdragpic.twitter.com/IxqaOTgMZl
