,Positive,Negative
0,26,73
1,It’s 110 outside fam. Lol @coronavirus,#BreakfastNews @mjrowland68 @normanswan @LisaMillar Concern in Europe as France confirms more children have new disease with possible coronavirus link. I am sure you are on to this! #KeepSchoolsShut https://www.sbs.com.au/news/concern-in-europe-as-france-confirms-more-children-have-new-disease-with-possible-coronavirus-link?cid=news:socialshare:twitter via @SBSNews
2,Coronavirus: Belgian Prince Joachim tests positive after lockdown party http://dlvr.it/RXgtVg,Yup. Corona virus is over. 
3,"#insiders PM ScoMo refuses to look at wage cuts for himself and pollies but pushing to reform #IR #ClassWarfare #Jonmaker Coronavirus has switched the focus to jobs, but Morrison is ready to roll on industrial relations reform ","Watch ""Tom Fitton: Gov. Newsom Using #Coronavirus To Unlawfully Impose Mail-In Voting, Contrary to CA Law!"" on YouTube "
4,More imported cases are going to happen... coronavirus is still happening outside.,When you put on a mask for corona virus and notice it's made in China #coronarvirus
5,"Hi sheep, ""If you are healthy, you only need to wear a mask if you are taking care of a person with COVID-19"" then WHY THE FUCK PEOPLE WEAR MASK? #covid19 #coronavirus #covidhoax #covid19hoax #fakenews #influenza @realDonaldTrump","""The other legal notice is that the Ministry of Health under the Public Health Ordinance, will now designate the Coronavirus (to use the language in the act), as an “Infectious Disease” and a “Dangerous Infectious Disease”, as we did with Ebola in 2014."" "
6,"#TrinidadandTobago, congrats on a job well done on addressing #coronavirus. #Caribbean @oecscommission @CARICOMorg @expressupdates @tv6tnt",Travel ban in China until this coronavirus outbreak problem is solved
7,This coronavirus got me drinking modelo now.,"I saw somebody on FB earlier say that they ain’t eating no Chinese food since this Coronavirus is going wild.... and honestly, they might be on to something. We already don’t know what them ppl be feeding us. "
8,"Whatever happened to PREVENTION IS BETTER THAN CURE, Philippines. #coronavirus ","Dumb asses , as always https://www.nypost.com/2020/02/27/americans-are-avoiding-corona-beer-amid-coronavirus-outbreak-survey-finds/amp/#CoronaVirusUpdates #COVID19"
9,"If you are leaving China, you can't enter Trinidad and Tobago within 14 days. The Government is saying they have taken suggestions on this measure to protect the country against the Coronavirus. ","CoVid19 is a 2% death rate. In a town of 5000, that's 100 dead. In a city of 150,000, that's 3,000 dead. In a metro of 3 million: that's 60,000 dead. In a state of 30 million: that's 600,000 dead. The Country? 6.5 million dead You ready? #FactsMatter"
