,Country/Region,only_date,size
866,Cyprus,2020-01-30,2
867,Nepal,2020-01-30,3
868,Zambia,2020-01-30,1
869,Germany,2020-01-30,29
870,India,2020-01-30,43
871,United Arab Emirates,2020-01-30,8
872,Dominican Republic,2020-01-30,1
873,Panama,2020-01-30,19
874,Netherlands,2020-01-30,9
875,Denmark,2020-01-30,3
876,Malaysia,2020-01-30,13
877,Mozambique,2020-01-30,1
878,Egypt,2020-01-30,3
879,Belgium,2020-01-30,17
880,Kenya,2020-01-30,4
881,Portugal,2020-01-30,7
882,Azerbaijan,2020-01-30,10
883,Mali,2020-01-30,5
884,Nigeria,2020-01-30,33
885,Ecuador,2020-01-30,1
886,Bangladesh,2020-01-30,2
887,Singapore,2020-01-30,14
888,Albania,2020-01-30,2
889,Bahrain,2020-01-30,1
890,Kuwait,2020-01-30,2
891,Uruguay,2020-01-30,1
892,Gabon,2020-01-30,29
893,Mongolia,2020-01-30,7
894,Barbados,2020-01-30,2
895,Saint Lucia,2020-01-30,1
896,Peru,2020-01-30,7
897,Somalia,2020-01-30,6
898,Turkey,2020-01-30,57
899,Lebanon,2020-01-30,1
900,Colombia,2020-01-30,12
901,Costa Rica,2020-01-30,3
902,Canada,2020-01-30,373
903,Nigeria,2020-02-01,4
904,Turkey,2020-02-01,9
905,Argentina,2020-02-01,1
906,Netherlands,2020-02-01,1
907,Philippines,2020-02-01,1
908,Panama,2020-02-01,1
909,India,2020-02-01,1
910,Indonesia,2020-02-01,1
911,Russia,2020-02-01,2
912,United Kingdom,2020-02-01,22
913,Japan,2020-02-01,7
914,Spain,2020-02-01,1
915,Chile,2020-02-01,2
916,Pakistan,2020-02-01,1
917,Fiji,2020-02-01,1
918,Mexico,2020-02-01,4
919,Italy,2020-02-01,2
920,China,2020-02-01,3
921,Lebanon,2020-02-01,1
922,Tunisia,2020-02-01,2
923,Colombia,2020-02-01,2
924,Mali,2020-02-01,2
925,Israel,2020-02-01,2
926,Jamaica,2020-02-01,2
927,Poland,2020-02-01,2
928,Australia,2020-02-01,17
929,Sweden,2020-02-01,1
930,Morocco,2020-02-01,4
931,Germany,2020-02-01,3
932,New Zealand,2020-02-01,1
933,Malaysia,2020-02-01,1
934,Burkina Faso,2020-02-01,2
935,Botswana,2020-02-01,1
936,Azerbaijan,2020-02-01,1
937,Gabon,2020-02-01,4
938,South Africa,2020-02-01,1
939,Norway,2020-02-01,1
940,Ireland,2020-02-01,2
941,Canada,2020-02-01,36
942,Gabon,2020-02-02,3
943,Canada,2020-02-02,42
944,Nigeria,2020-02-02,3
945,Mexico,2020-02-02,1
946,Portugal,2020-02-02,1
947,Albania,2020-02-02,1
948,Cameroon,2020-02-02,2
949,Yemen,2020-02-02,1
950,Poland,2020-02-02,1
951,Malaysia,2020-02-02,2
952,Sweden,2020-02-02,1
953,Iceland,2020-02-02,1
954,Argentina,2020-02-02,4
955,Serbia,2020-02-02,1
956,France,2020-02-02,2
957,India,2020-02-02,6
958,South Korea,2020-02-02,1
959,South Africa,2020-02-02,1
960,Georgia,2020-02-02,1
961,New Zealand,2020-02-02,4
962,Singapore,2020-02-02,2
963,United Kingdom,2020-02-02,20
964,Ghana,2020-02-02,2
965,Australia,2020-02-02,28
966,Italy,2020-02-02,1
967,Azerbaijan,2020-02-02,1
968,Saudi Arabia,2020-02-02,1
969,Morocco,2020-02-02,2
970,Colombia,2020-02-02,2
971,China,2020-02-02,5
972,Belgium,2020-02-02,1
973,Austria,2020-02-02,1
974,Jamaica,2020-02-02,2
975,Ireland,2020-02-02,1
976,Tunisia,2020-02-02,2
977,Iraq,2020-02-02,1
978,Germany,2020-02-02,1
979,Iran,2020-02-02,1
980,Panama,2020-02-02,3
981,Japan,2020-02-02,2
982,Costa Rica,2020-02-02,1
983,Russia,2020-02-02,2
984,Turkey,2020-02-02,6
985,Mali,2020-02-02,1
986,Denmark,2020-02-02,1
987,Venezuela,2020-02-02,2
988,Philippines,2020-02-02,2
989,Kenya,2020-02-02,1
990,Indonesia,2020-02-02,2
991,Nigeria,2020-02-03,3
992,Canada,2020-02-03,21
993,Panama,2020-02-03,3
994,Ireland,2020-02-03,1
995,Azerbaijan,2020-02-03,3
996,Mali,2020-02-03,1
997,Switzerland,2020-02-03,1
998,Singapore,2020-02-03,4
999,Turkey,2020-02-03,4
1000,India,2020-02-03,2
1001,Israel,2020-02-03,2
1002,Ghana,2020-02-03,1
1003,Somalia,2020-02-03,1
1004,Cameroon,2020-02-03,1
1005,Colombia,2020-02-03,1
1006,Chile,2020-02-03,2
1007,South Africa,2020-02-03,1
1008,Pakistan,2020-02-03,2
1009,Iceland,2020-02-03,2
1010,Argentina,2020-02-03,3
1011,Indonesia,2020-02-03,3
1012,Philippines,2020-02-03,5
1013,Italy,2020-02-03,2
1014,Gabon,2020-02-03,1
1015,Japan,2020-02-03,1
1016,Botswana,2020-02-03,1
1017,New Zealand,2020-02-03,4
1018,Niger,2020-02-03,1
1019,Algeria,2020-02-03,1
1020,Australia,2020-02-03,12
1021,Spain,2020-02-03,2
1022,Sri Lanka,2020-02-03,1
1023,Morocco,2020-02-03,2
1024,France,2020-02-03,1
1025,Jamaica,2020-02-03,1
1026,Thailand,2020-02-03,1
1027,China,2020-02-03,2
1028,Venezuela,2020-02-03,2
1029,Mexico,2020-02-03,8
1030,Brazil,2020-02-03,1
1031,United Kingdom,2020-02-03,10
1032,Fiji,2020-02-03,1
1033,Spain,2020-02-04,2
1034,Gabon,2020-02-04,2
1035,Indonesia,2020-02-04,2
1036,Malaysia,2020-02-04,1
1037,Germany,2020-02-04,2
1038,South Korea,2020-02-04,1
1039,Ghana,2020-02-04,3
1040,Ireland,2020-02-04,2
1041,Mexico,2020-02-04,1
1042,Israel,2020-02-04,5
1043,Jordan,2020-02-04,1
1044,Grenada,2020-02-04,1
1045,United Kingdom,2020-02-04,13
1046,Philippines,2020-02-04,7
1047,Australia,2020-02-04,18
1048,Botswana,2020-02-04,1
1049,Niger,2020-02-04,3
1050,Venezuela,2020-02-04,1
1051,Peru,2020-02-04,1
1052,Azerbaijan,2020-02-04,1
1053,Turkey,2020-02-04,7
1054,Trinidad and Tobago,2020-02-04,1
1055,Belgium,2020-02-04,1
1056,Papua New Guinea,2020-02-04,1
1057,Canada,2020-02-04,39
1058,Estonia,2020-02-04,1
1059,Singapore,2020-02-04,2
1060,Nigeria,2020-02-04,2
1061,Morocco,2020-02-04,4
1062,Fiji,2020-02-04,2
1063,Colombia,2020-02-04,4
1064,Panama,2020-02-04,1
1065,Pakistan,2020-02-04,1
1066,Portugal,2020-02-04,2
1067,Argentina,2020-02-04,1
1068,Brazil,2020-02-04,2
1069,New Zealand,2020-02-04,1
1070,China,2020-02-04,1
1071,Mongolia,2020-02-04,1
1072,Switzerland,2020-02-05,1
1073,China,2020-02-05,8
1074,Pakistan,2020-02-05,3
1075,Turkey,2020-02-05,4
1076,Ghana,2020-02-05,5
1077,Ireland,2020-02-05,1
1078,Bulgaria,2020-02-05,1
1079,India,2020-02-05,4
1080,Latvia,2020-02-05,1
1081,Egypt,2020-02-05,1
1082,Cuba,2020-02-05,1
1083,Nigeria,2020-02-05,5
1084,Morocco,2020-02-05,2
1085,Canada,2020-02-05,33
1086,Seychelles,2020-02-05,1
1087,Estonia,2020-02-05,1
1088,Albania,2020-02-05,1
1089,El Salvador,2020-02-05,1
1090,South Korea,2020-02-05,3
1091,Singapore,2020-02-05,1
1092,Barbados,2020-02-05,1
1093,South Africa,2020-02-05,1
1094,Azerbaijan,2020-02-05,1
1095,France,2020-02-05,1
1096,Cameroon,2020-02-05,1
1097,Colombia,2020-02-05,1
1098,Indonesia,2020-02-05,1
1099,Sierra Leone,2020-02-05,1
1100,Philippines,2020-02-05,11
1101,Japan,2020-02-05,6
1102,Germany,2020-02-05,3
1103,Mali,2020-02-05,1
1104,United Kingdom,2020-02-05,21
1105,Botswana,2020-02-05,1
1106,Australia,2020-02-05,15
1107,Mexico,2020-02-05,1
1108,Panama,2020-02-05,4
1109,Thailand,2020-02-05,2
1110,Malaysia,2020-02-05,7
1111,Vietnam,2020-02-05,1
1112,Israel,2020-02-05,4
1113,New Zealand,2020-02-05,5
1114,Niger,2020-02-05,1
1115,India,2020-02-06,3
1116,Burkina Faso,2020-02-06,1
1117,Bolivia,2020-02-06,3
1118,Turkey,2020-02-06,3
1119,Germany,2020-02-06,2
1120,United Kingdom,2020-02-06,12
1121,Somalia,2020-02-06,1
1122,Cameroon,2020-02-06,2
1123,Barbados,2020-02-06,1
1124,Botswana,2020-02-06,2
1125,Brazil,2020-02-06,1
1126,Nigeria,2020-02-06,1
1127,Switzerland,2020-02-06,3
1128,Singapore,2020-02-06,3
1129,Morocco,2020-02-06,1
1130,Albania,2020-02-06,1
1131,Portugal,2020-02-06,1
1132,China,2020-02-06,1
1133,Gabon,2020-02-06,1
1134,Argentina,2020-02-06,2
1135,New Zealand,2020-02-06,2
1136,South Africa,2020-02-06,2
1137,Jamaica,2020-02-06,1
1138,Spain,2020-02-06,1
1139,Chile,2020-02-06,1
1140,Philippines,2020-02-06,5
1141,Japan,2020-02-06,5
1142,Panama,2020-02-06,1
1143,Italy,2020-02-06,1
1144,Uganda,2020-02-06,1
1145,Mexico,2020-02-06,1
1146,Australia,2020-02-06,28
1147,Malaysia,2020-02-06,4
1148,Canada,2020-02-06,49
1149,Peru,2020-02-06,1
1150,Trinidad and Tobago,2020-02-06,1
1151,Azerbaijan,2020-02-06,1
1152,Seychelles,2020-02-06,1
1153,Kenya,2020-02-06,1
1154,France,2020-02-06,1
1155,Ghana,2020-02-06,1
1156,Fiji,2020-02-06,1
1157,Israel,2020-02-06,1
1158,China,2020-02-07,3
1159,Canada,2020-02-07,50
1160,United Arab Emirates,2020-02-07,2
1161,Nigeria,2020-02-07,6
1162,Chile,2020-02-07,1
1163,Ghana,2020-02-07,4
1164,India,2020-02-07,4
1165,Malaysia,2020-02-07,5
1166,Mali,2020-02-07,2
1167,Costa Rica,2020-02-07,2
1168,Turkey,2020-02-07,9
1169,Cameroon,2020-02-07,1
1170,United Kingdom,2020-02-07,22
1171,Switzerland,2020-02-07,1
1172,France,2020-02-07,2
1173,Kenya,2020-02-07,2
1174,Japan,2020-02-07,1
1175,Israel,2020-02-07,4
1176,Russia,2020-02-07,1
1177,Spain,2020-02-07,3
1178,Philippines,2020-02-07,1
1179,Jamaica,2020-02-07,2
1180,Panama,2020-02-07,4
1181,Morocco,2020-02-07,2
1182,Egypt,2020-02-07,1
1183,Belgium,2020-02-07,1
1184,Thailand,2020-02-07,1
1185,Ecuador,2020-02-07,1
1186,Australia,2020-02-07,16
1187,Argentina,2020-02-07,5
1188,Singapore,2020-02-07,5
1189,Dominican Republic,2020-02-07,1
1190,Namibia,2020-02-07,1
1191,Mongolia,2020-02-07,2
1192,Vietnam,2020-02-07,1
1193,Sudan,2020-02-07,1
1194,Germany,2020-02-07,2
1195,Botswana,2020-02-07,2
1196,Portugal,2020-02-07,1
1197,Gabon,2020-02-07,3
1198,China,2020-02-08,2
1199,Spain,2020-02-08,2
1200,Zimbabwe,2020-02-08,1
1201,Philippines,2020-02-08,1
1202,Chile,2020-02-08,1
1203,Vietnam,2020-02-08,1
1204,Jamaica,2020-02-08,3
1205,Argentina,2020-02-08,1
1206,New Zealand,2020-02-08,1
1207,Poland,2020-02-08,1
1208,Greece,2020-02-08,1
1209,Sudan,2020-02-08,2
1210,Venezuela,2020-02-08,1
1211,United Arab Emirates,2020-02-08,1
1212,Brazil,2020-02-08,1
1213,Pakistan,2020-02-08,1
1214,Indonesia,2020-02-08,1
1215,Lithuania,2020-02-08,1
1216,Cameroon,2020-02-08,2
1217,India,2020-02-08,11
1218,Liberia,2020-02-08,1
1219,Botswana,2020-02-08,1
1220,United Kingdom,2020-02-08,19
1221,Ireland,2020-02-08,2
1222,Belgium,2020-02-08,1
1223,Nigeria,2020-02-08,3
1224,Ukraine,2020-02-08,1
1225,Panama,2020-02-08,2
1226,South Korea,2020-02-08,1
1227,Bahamas,2020-02-08,1
1228,Russia,2020-02-08,1
1229,South Africa,2020-02-08,1
1230,Israel,2020-02-08,3
1231,Canada,2020-02-08,20
1232,Australia,2020-02-08,15
1233,Azerbaijan,2020-02-08,1
1234,Singapore,2020-02-08,3
1235,Morocco,2020-02-08,3
1236,France,2020-02-08,2
1237,Turkey,2020-02-08,9
1238,Thailand,2020-02-08,1
1239,Mexico,2020-02-08,1
1240,Gabon,2020-02-08,1
1241,Finland,2020-02-08,2
1242,Tunisia,2020-02-08,1
1243,Ecuador,2020-02-08,1
1244,Ghana,2020-02-08,4
1245,Fiji,2020-02-08,2
1246,Panama,2020-02-09,1
1247,United Kingdom,2020-02-09,15
1248,Chile,2020-02-09,1
1249,Turkey,2020-02-09,3
1250,Italy,2020-02-09,1
1251,India,2020-02-09,6
1252,Ireland,2020-02-09,4
1253,France,2020-02-09,1
1254,Azerbaijan,2020-02-09,1
1255,Australia,2020-02-09,11
1256,Canada,2020-02-09,18
1257,Malaysia,2020-02-09,4
1258,Netherlands,2020-02-09,1
1259,Finland,2020-02-09,3
1260,Tunisia,2020-02-09,2
1261,Denmark,2020-02-09,1
1262,Bahamas,2020-02-09,2
1263,Israel,2020-02-09,3
1264,Cuba,2020-02-09,1
1265,Estonia,2020-02-09,1
1266,Mexico,2020-02-09,1
1267,United Arab Emirates,2020-02-09,3
1268,Japan,2020-02-09,1
1269,New Zealand,2020-02-09,3
1270,Portugal,2020-02-09,1
1271,Nigeria,2020-02-09,3
1272,Indonesia,2020-02-09,1
1273,Malta,2020-02-09,1
1274,Vietnam,2020-02-09,1
1275,Gabon,2020-02-09,3
1276,Philippines,2020-02-09,3
1277,Germany,2020-02-09,2
1278,Cameroon,2020-02-09,1
1279,Singapore,2020-02-09,3
1280,China,2020-02-09,2
1281,Albania,2020-02-09,1
1282,Panama,2020-02-11,4
1283,Pakistan,2020-02-11,1
1284,Sudan,2020-02-11,1
1285,South Africa,2020-02-11,1
1286,Singapore,2020-02-11,5
1287,Nigeria,2020-02-11,2
1288,Netherlands,2020-02-11,3
1289,United Arab Emirates,2020-02-11,2
1290,Germany,2020-02-11,4
1291,Morocco,2020-02-11,2
1292,Mali,2020-02-11,3
1293,Ireland,2020-02-11,4
1294,Costa Rica,2020-02-11,1
1295,Indonesia,2020-02-11,1
1296,Cameroon,2020-02-11,1
1297,Botswana,2020-02-11,5
1298,India,2020-02-11,9
1299,Canada,2020-02-11,40
1300,United Kingdom,2020-02-11,16
1301,Tunisia,2020-02-11,1
1302,Saint Vincent and the Grenadines,2020-02-11,2
1303,Ghana,2020-02-11,2
1304,Estonia,2020-02-11,1
1305,Mexico,2020-02-11,1
1306,Japan,2020-02-11,2
1307,New Zealand,2020-02-11,4
1308,Argentina,2020-02-11,2
1309,Turkey,2020-02-11,3
1310,Italy,2020-02-11,2
1311,Colombia,2020-02-11,2
1312,France,2020-02-11,5
1313,Thailand,2020-02-11,1
1314,Australia,2020-02-11,14
1315,Gabon,2020-02-11,9
1316,Philippines,2020-02-11,3
1317,Portugal,2020-02-11,1
1318,Spain,2020-02-11,1
1319,Albania,2020-02-11,1
1320,China,2020-02-11,1
1321,Peru,2020-02-11,1
1322,Sweden,2020-02-11,1
1323,Azerbaijan,2020-02-11,1
1324,Montenegro,2020-02-11,1
1325,Mongolia,2020-02-11,1
1326,Malaysia,2020-02-11,3
1327,Israel,2020-02-11,6
1328,Iceland,2020-02-11,1
1329,Fiji,2020-02-11,2
1330,Switzerland,2020-02-11,1
1331,Singapore,2020-02-12,1
1332,Jamaica,2020-02-12,2
1333,Argentina,2020-02-12,1
1334,South Africa,2020-02-12,1
1335,Gabon,2020-02-12,4
1336,Albania,2020-02-12,1
1337,Germany,2020-02-12,3
1338,France,2020-02-12,1
1339,Italy,2020-02-12,2
1340,Mexico,2020-02-12,1
1341,Estonia,2020-02-12,1
1342,Panama,2020-02-12,2
1343,Israel,2020-02-12,3
1344,Austria,2020-02-12,1
1345,Venezuela,2020-02-12,1
1346,Australia,2020-02-12,7
1347,Morocco,2020-02-12,2
1348,Spain,2020-02-12,1
1349,Tunisia,2020-02-12,1
1350,Ireland,2020-02-12,2
1351,Thailand,2020-02-12,1
1352,Belize,2020-02-12,1
1353,Russia,2020-02-12,1
1354,Japan,2020-02-12,6
1355,Sri Lanka,2020-02-12,2
1356,Botswana,2020-02-12,3
1357,Belgium,2020-02-12,1
1358,Switzerland,2020-02-12,1
1359,United Kingdom,2020-02-12,10
1360,Turkey,2020-02-12,2
1361,Ghana,2020-02-12,1
1362,India,2020-02-12,6
1363,Chile,2020-02-12,1
1364,Sweden,2020-02-12,3
1365,Mali,2020-02-12,2
1366,Nigeria,2020-02-12,2
1367,New Zealand,2020-02-12,4
1368,China,2020-02-12,1
1369,Cameroon,2020-02-12,1
1370,Nicaragua,2020-02-12,1
1371,Canada,2020-02-12,30
1372,Malaysia,2020-02-12,3
1373,Colombia,2020-02-12,5
1374,Panama,2020-02-13,1
1375,Kenya,2020-02-13,3
1376,Botswana,2020-02-13,5
1377,Venezuela,2020-02-13,3
1378,Ghana,2020-02-13,3
1379,France,2020-02-13,1
1380,Fiji,2020-02-13,1
1381,Austria,2020-02-13,1
1382,Sri Lanka,2020-02-13,2
1383,Switzerland,2020-02-13,1
1384,Israel,2020-02-13,4
1385,El Salvador,2020-02-13,1
1386,Gabon,2020-02-13,3
1387,Netherlands,2020-02-13,1
1388,Turkey,2020-02-13,5
1389,Morocco,2020-02-13,2
1390,Canada,2020-02-13,35
1391,New Zealand,2020-02-13,2
1392,Tunisia,2020-02-13,1
1393,Estonia,2020-02-13,4
1394,Jamaica,2020-02-13,1
1395,Belize,2020-02-13,1
1396,United Kingdom,2020-02-13,10
1397,India,2020-02-13,4
1398,Argentina,2020-02-13,4
1399,Georgia,2020-02-13,1
1400,Spain,2020-02-13,4
1401,Bahamas,2020-02-13,1
1402,Singapore,2020-02-13,6
1403,Bulgaria,2020-02-13,1
1404,Chile,2020-02-13,1
1405,Thailand,2020-02-13,2
1406,Nigeria,2020-02-13,4
1407,Mexico,2020-02-13,1
1408,Lithuania,2020-02-13,1
1409,Japan,2020-02-13,7
1410,Portugal,2020-02-13,2
1411,Italy,2020-02-13,2
1412,Brazil,2020-02-13,1
1413,Malta,2020-02-13,1
1414,Philippines,2020-02-13,4
1415,Australia,2020-02-13,11
1416,Indonesia,2020-02-13,1
1417,Mali,2020-02-14,1
1418,Azerbaijan,2020-02-14,1
1419,Mongolia,2020-02-14,1
1420,Cameroon,2020-02-14,6
1421,Jamaica,2020-02-14,2
1422,Ireland,2020-02-14,2
1423,Niger,2020-02-14,2
1424,Singapore,2020-02-14,1
1425,Chile,2020-02-14,1
1426,United Kingdom,2020-02-14,17
1427,Tunisia,2020-02-14,2
1428,Egypt,2020-02-14,1
1429,Panama,2020-02-14,4
1430,Denmark,2020-02-14,1
1431,Netherlands,2020-02-14,2
1432,Nigeria,2020-02-14,5
1433,Mexico,2020-02-14,3
1434,Gabon,2020-02-14,1
1435,Philippines,2020-02-14,6
1436,New Zealand,2020-02-14,3
1437,Turkey,2020-02-14,7
1438,Canada,2020-02-14,36
1439,Japan,2020-02-14,3
1440,Pakistan,2020-02-14,1
1441,Spain,2020-02-14,1
1442,Argentina,2020-02-14,4
1443,Liberia,2020-02-14,1
1444,Australia,2020-02-14,5
1445,Sweden,2020-02-14,1
1446,Botswana,2020-02-14,1
1447,South Africa,2020-02-14,2
1448,Ghana,2020-02-14,5
1449,Thailand,2020-02-14,1
1450,Indonesia,2020-02-14,1
1451,China,2020-02-14,1
1452,Sri Lanka,2020-02-14,2
1453,Israel,2020-02-14,2
1454,Kenya,2020-02-14,1
1455,United Arab Emirates,2020-02-14,1
1456,Ecuador,2020-02-14,1
1457,India,2020-02-14,3
1458,Vietnam,2020-02-14,1
1459,Costa Rica,2020-02-14,2
1460,Australia,2020-02-15,16
1461,Italy,2020-02-15,4
1462,Spain,2020-02-15,1
1463,Niger,2020-02-15,2
1464,South Korea,2020-02-15,1
1465,Jamaica,2020-02-15,1
1466,Azerbaijan,2020-02-15,2
1467,Ghana,2020-02-15,3
1468,New Zealand,2020-02-15,3
1469,Panama,2020-02-15,2
1470,Malaysia,2020-02-15,1
1471,Israel,2020-02-15,1
1472,Argentina,2020-02-15,1
1473,Finland,2020-02-15,1
1474,Georgia,2020-02-15,1
1475,Togo,2020-02-15,1
1476,Japan,2020-02-15,4
1477,Canada,2020-02-15,26
1478,Colombia,2020-02-15,1
1479,United Kingdom,2020-02-15,12
1480,India,2020-02-15,7
1481,Tunisia,2020-02-15,2
1482,Bulgaria,2020-02-15,1
1483,Mali,2020-02-15,2
1484,Poland,2020-02-15,1
1485,United Arab Emirates,2020-02-15,1
1486,Dominican Republic,2020-02-15,1
1487,France,2020-02-15,1
1488,Botswana,2020-02-15,1
1489,Sri Lanka,2020-02-15,1
1490,Costa Rica,2020-02-15,1
1491,Gabon,2020-02-15,1
1492,Singapore,2020-02-15,3
1493,Liberia,2020-02-15,1
1494,China,2020-02-15,2
1495,Pakistan,2020-02-15,3
1496,Denmark,2020-02-15,1
1497,Ireland,2020-02-15,1
1498,Saudi Arabia,2020-02-15,1
1499,South Africa,2020-02-15,3
1500,Cameroon,2020-02-15,1
1501,Nigeria,2020-02-15,7
1502,Belgium,2020-02-15,1
1503,Turkey,2020-02-15,2
1504,Switzerland,2020-02-15,1
1505,Morocco,2020-02-15,3
1506,Botswana,2020-02-16,1
1507,Gabon,2020-02-16,2
1508,Sri Lanka,2020-02-16,2
1509,Sweden,2020-02-16,1
1510,Ghana,2020-02-16,2
1511,Netherlands,2020-02-16,1
1512,Germany,2020-02-16,2
1513,South Korea,2020-02-16,1
1514,Australia,2020-02-16,12
1515,Panama,2020-02-16,1
1516,China,2020-02-16,4
1517,Canada,2020-02-16,24
1518,Indonesia,2020-02-16,2
1519,Nigeria,2020-02-16,5
1520,Japan,2020-02-16,4
1521,Spain,2020-02-16,2
1522,Argentina,2020-02-16,1
1523,Cameroon,2020-02-16,2
1524,Jamaica,2020-02-16,1
1525,Italy,2020-02-16,1
1526,Ireland,2020-02-16,1
1527,Morocco,2020-02-16,2
1528,Turkey,2020-02-16,7
1529,Philippines,2020-02-16,3
1530,United Kingdom,2020-02-16,8
1531,New Zealand,2020-02-16,2
1532,Azerbaijan,2020-02-16,1
1533,India,2020-02-16,2
1534,Mexico,2020-02-16,1
1535,Israel,2020-02-16,3
1536,Portugal,2020-02-16,1
1537,Singapore,2020-02-16,2
1538,United Arab Emirates,2020-02-16,4
1539,Italy,2020-02-17,2
1540,Mexico,2020-02-17,1
1541,Malaysia,2020-02-17,2
1542,New Zealand,2020-02-17,1
1543,Albania,2020-02-17,1
1544,Indonesia,2020-02-17,2
1545,Brazil,2020-02-17,1
1546,Chile,2020-02-17,2
1547,Ghana,2020-02-17,2
1548,Switzerland,2020-02-17,1
1549,Philippines,2020-02-17,16
1550,Argentina,2020-02-17,3
1551,Qatar,2020-02-17,2
1552,Nigeria,2020-02-17,5
1553,Colombia,2020-02-17,1
1554,South Africa,2020-02-17,1
1555,Bangladesh,2020-02-17,1
1556,Cameroon,2020-02-17,1
1557,Panama,2020-02-17,4
1558,Russia,2020-02-17,1
1559,Greece,2020-02-17,1
1560,Azerbaijan,2020-02-17,1
1561,Ireland,2020-02-17,4
1562,Canada,2020-02-17,26
1563,Morocco,2020-02-17,3
1564,United Kingdom,2020-02-17,9
1565,Turkey,2020-02-17,3
1566,Israel,2020-02-17,2
1567,Gabon,2020-02-17,5
1568,Kenya,2020-02-17,1
1569,Venezuela,2020-02-17,1
1570,Australia,2020-02-17,24
1571,Trinidad and Tobago,2020-02-17,1
1572,Dominican Republic,2020-02-17,1
1573,India,2020-02-17,15
1574,Finland,2020-02-17,1
1575,Sri Lanka,2020-02-17,1
1576,Singapore,2020-02-17,4
1577,Peru,2020-02-17,1
1578,Botswana,2020-02-17,1
1579,Japan,2020-02-17,1
1580,Spain,2020-02-17,3
1581,France,2020-02-18,2
1582,Turkey,2020-02-18,4
1583,Philippines,2020-02-18,2
1584,Albania,2020-02-18,2
1585,Somalia,2020-02-18,1
1586,Gabon,2020-02-18,1
1587,Monaco,2020-02-18,1
1588,Mexico,2020-02-18,1
1589,Cameroon,2020-02-18,2
1590,Belgium,2020-02-18,1
1591,Ireland,2020-02-18,2
1592,United Kingdom,2020-02-18,7
1593,Morocco,2020-02-18,2
1594,Singapore,2020-02-18,6
1595,Georgia,2020-02-18,1
1596,India,2020-02-18,5
1597,Pakistan,2020-02-18,1
1598,Indonesia,2020-02-18,2
1599,Mali,2020-02-18,1
1600,Germany,2020-02-18,1
1601,Brazil,2020-02-18,1
1602,Seychelles,2020-02-18,1
1603,Botswana,2020-02-18,2
1604,Nigeria,2020-02-18,7
1605,Colombia,2020-02-18,3
1606,Venezuela,2020-02-18,1
1607,Australia,2020-02-18,12
1608,Spain,2020-02-18,1
1609,Canada,2020-02-18,31
1610,Japan,2020-02-18,6
1611,Malaysia,2020-02-18,4
1612,Israel,2020-02-18,3
1613,Ghana,2020-02-18,7
1614,Chile,2020-02-18,2
1615,New Zealand,2020-02-18,5
1616,Niger,2020-02-18,1
1617,Philippines,2020-02-19,4
1618,Malaysia,2020-02-19,3
1619,New Zealand,2020-02-19,1
1620,Lithuania,2020-02-19,2
1621,South Africa,2020-02-19,1
1622,Seychelles,2020-02-19,1
1623,Mali,2020-02-19,1
1624,Niger,2020-02-19,1
1625,Singapore,2020-02-19,4
1626,Morocco,2020-02-19,4
1627,Japan,2020-02-19,4
1628,South Korea,2020-02-19,2
1629,Netherlands,2020-02-19,1
1630,Mexico,2020-02-19,2
1631,Kuwait,2020-02-19,1
1632,Panama,2020-02-19,1
1633,Papua New Guinea,2020-02-19,2
1634,Saudi Arabia,2020-02-19,1
1635,Nigeria,2020-02-19,2
1636,Portugal,2020-02-19,2
1637,Venezuela,2020-02-19,2
1638,Spain,2020-02-19,2
1639,Italy,2020-02-19,2
1640,China,2020-02-19,8
1641,Turkey,2020-02-19,5
1642,Chile,2020-02-19,2
1643,India,2020-02-19,1
1644,Australia,2020-02-19,15
1645,Germany,2020-02-19,4
1646,Argentina,2020-02-19,1
1647,United Kingdom,2020-02-19,16
1648,Israel,2020-02-19,3
1649,Botswana,2020-02-19,1
1650,Bulgaria,2020-02-19,1
1651,Thailand,2020-02-19,1
1652,France,2020-02-19,6
1653,Iran,2020-02-19,1
1654,Cameroon,2020-02-19,3
1655,Gabon,2020-02-19,2
1656,Canada,2020-02-19,43
1657,Sri Lanka,2020-02-19,2
1658,Fiji,2020-02-19,2
1659,Ghana,2020-02-19,1
1660,Egypt,2020-02-19,2
1661,Indonesia,2020-02-19,1
1662,Gabon,2020-02-21,4
1663,Mexico,2020-02-21,1
1664,Kuwait,2020-02-21,1
1665,Turkey,2020-02-21,9
1666,Argentina,2020-02-21,2
1667,Kenya,2020-02-21,1
1668,Israel,2020-02-21,4
1669,Somalia,2020-02-21,1
1670,Canada,2020-02-21,42
1671,Vietnam,2020-02-21,1
1672,China,2020-02-21,6
1673,Belgium,2020-02-21,1
1674,Sweden,2020-02-21,1
1675,Georgia,2020-02-21,1
1676,Singapore,2020-02-21,1
1677,Tunisia,2020-02-21,2
1678,Mali,2020-02-21,1
1679,Bulgaria,2020-02-21,1
1680,Seychelles,2020-02-21,2
1681,Morocco,2020-02-21,2
1682,Azerbaijan,2020-02-21,1
1683,Malaysia,2020-02-21,1
1684,Germany,2020-02-21,2
1685,Ethiopia,2020-02-21,3
1686,Austria,2020-02-21,1
1687,Malta,2020-02-21,1
1688,Nigeria,2020-02-21,4
1689,Burkina Faso,2020-02-21,2
1690,Netherlands,2020-02-21,2
1691,Sudan,2020-02-21,1
