,Positive,Neutral,Negative
0,4,The California hippie town where everybody could get a coronavirus test https://www.motherjones.com/coronavirus-updates/2020/04/bolinas-california-covid-testing/ via @MotherJones,21
1,How Doctors Make the Agonizing Decision of Which Coronavirus Patients to Save https://www.motherjones.com/coronavirus-updates/2020/04/how-doctors-make-the-agonizing-decision-of-which-coronavirus-patients-to-save/ via @MotherJones,ICE detainees terrified of coronavirus wanted to be deported. Guards pepper-sprayed them. https://www.motherjones.com/politics/2020/04/ice-detainees-terrified-of-the-coronavirus-wanted-to-be-deported-guards-pepper-sprayed-them/ via @MotherJones,So sorry to hear of your loss. How incredibly tragic that your friend's doctors were unable to access what they needed #COVID #coronavirus #COVID19Pandemic #TragicDeaths
2,"Wells Fargo Investment Institute discusses the coronavirus, uncertainties about U.S. presidential elections, and market volatility. Here’s what you need to know: #COVID19 #investors http://voices.cf.socialware.com/zyawfa0",Cuomo says New York's coronavirus situation is back to where it was 21 days ago https://news.yahoo.com/cuomo-says-yorks-coronavirus-situation-165400904.html?soc_src=hl-viewer&amp;soc_trk=tw via @YahooNews,only drinking modelos from now on don't want that corona virus
3,"RT @GovCanHealth: To fight #COVID19 Canada continues to work closely with international partners, including @WHO, @pahowho, @opsoms G7 and…","Arkansas coronavirus cases rise by 236, to pass 7,000 total #ARNews #KTLOnews",U used a thread about Corona virus... People died from that sickness.
4,"RT @davidshukmanbbc: A SAGE document just released confirms the scientific advice about social distancing guidance: ""...best current eviden…",RT @karynmaughan: South Africa now ranked 21 in the world for its number of #COVID19 infections. It has most cases in Africa - 20000 more t…,COVID-19 lockdown: desperation and starvation https://gnews.org/122563/  via @Gnews202064 #wuhan coronavirus
5,Just listened to this and it’s a great episode. Should be listened to by any small business owner or aspiring small… https://t.co/RGYoA91IUu,We need to critically examine the impact that would likely to be brought by #Covid19 Specially after this un-confir… https://t.co/gpV9PSl5fg,"RT @antonioguterres: Saturday marks the 100-day countdown to #PeaceDay.

We are living through a difficult time, but we can turn the #COVID…"
6,There's nothing called Hunan Province. It's Huwan City in Hubei Province. There's nothing called coroner virus. It's coronavirus. You guys can't even give an accurate report on a phenomenon the public is well aware of? What a shame ,"RT @unicefssudan: Meet @WaniMichael57 a youth leader in #SouthSudan, who has been wearing a mask before he goes out to into his neighborhoo…","Disseminating wrong information about #COVID19 results into misunderstanding, wrong perception and stigma among hea… https://t.co/vzKSgNVfA6"
7,"""The world's most famous AIDS researcher is finding a coronavirus cure""  https://twitter.com/i/events/1240641677204873216 …",The latest The Real Estate Report! https://t.co/DAl5AMSw2F Thanks to @MichaelFormisa1 @GlobalDMS @HoustonAgentMag #covid19 #realestate,"RT @Greenpeaceafric: With increased warnings about the risk of food insecurity as a result of floods, locusts, and the #Covid19 pandemic, t…"
8,,"RT @TheDailyEdge: Fact Check: Joe Biden oversaw the longest period of uninterrupted job growth in HISTORY.

Meanwhile, @realDonaldTrump cau…","I don't have any legitimate fear of contracting the #coronavirus at the moment, but I'll admit, sometimes it does feel like we are living in the first half hour of a movie about an apocalyptic pandemic.  Or zombies.  One or the other.  #COVID19"
9,,NGO CSW64 is cancelled due to #Coronavirus.,
10,,"This would be a fantastic response had he been asked to explain anything about the coronavirus. Whether or not the team had travelling concerns because of it is actually a legitimate question. If they're taking precautions, etc. Way for him to take a shot though, lol.",
