,Positive,Neutral,Negative
0,51,"#English | According to reports from the Ministry of Health, in Matagalpa, there are no positive cases of the novel Coronavirus. But doctors and residents already speak of dozens of suspected cases and even deaths from Covid-19 ",150
1,"Right! An hour earlier than yesterday, my procrastination has been indulged and I am good to go. Prelim analysis for submission today. Gotta get going before #COVID19 kills me lol! #AccountabilityTwitter",Have you coronavirus?,Wuhan's cat rescuer: the man saving pets abandoned during coronavirus outbreak – video https://www.theguardian.com/world/video/2020/feb/14/catman-of-wuhan-the-man-rescuing-pets-abandoned-amid-coronavirus-outbreak-video?CMP=Share_iOSApp_Other …
2,Scientists Infect Monkeys With Coronavirus in Search of a Cure for COVID-19 via @UnleashMind #animals #animaltestinghttps://themindunleashed.com/2020/02/scientists-infect-monkeys-with-coronavirus-in-search-of-a-cure-for-covid-19.html …,"World is approaching coronavirus tipping point, experts say https://www.theguardian.com/world/2020/feb/23/world-is-approaching-coronavirus-tipping-point-experts-say …",Is corona virus funny yet?
3,"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…",The way he ate that,"RT @yourICM: #COVID19 induced #AKI in critically ills with #SARSCoV2 #Coronavirus infection: several mechanisms possibly involved, prevalen…"
4,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",diloo,Bruh I’m kinda scared to go to beyond wonderland with this corona virus outbreak.
5,"RT @rebecasrz: Miley I get you girl, our president is hot, but he is in a serious relationship with our VP The Ponytails, so please, back o…","RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…",
6,RT @DrMauricioGon: I have a huge respect for Dr. Nuzzo. She is definitely one to follow for science based news and updates @JenniferNuzzo,Make Spain Gay Again 😍👏🏼🏳️‍🌈,
7,"#CoronaVirus Manager of the best soccer club in the world gives a great response...”Why does it matter what I think in something so important, it doesn’t matter what famous people think”  https://twitter.com/ClayTravis/status/1235192497162399744 …",Historia,
8,"#coronavirus #COVID19 #coronapocolypse 
Just watch it and calm down.https://twitter.com/IsraelAnderson/status/1239432757815590912 …",Los shippeo 😍😍😍😭😭,
9,,"RT @ElPorvenir: Update!! Thanks to your donations and a matching grant from @OneDaysWages, #ElPorvenir has now distributed over 1,500 mini…",
10,,RT @ScienceMagazine: A recent first-of-its-kind study in @SciImmunology suggests that #SARSCoV2 may not spread via fecal-to-oral transmissi…,
11,,"RT @nicalone19: According to the government of #Nicaragua, they implemented the Swedish model to manage #COVID19. @guardian @euronews @dwne…",
