,Positive,Neutral,Negative
0,311,US could store 'several hundred million' barrels of oil #coronavirus #COVID19,34
1,"Democratics say no one should be congregating in large numbers in public due to coronavirus risks, yet they continue to encourage millions to riot in the streets. That's on top of criticizing Trump supporters for protesting recently over lockdown concerns. Hypocrisy at its finest",Coronavirus: Monkeys given Oxford vaccine did not catch COVID-19 - Business Insider ,"At least 13,000 people have died in the Iranian capital #Tehran between February and March, says city council member Mohammad Javad Haghshenas without specifying what proportion of those deaths was due to #coronavirus. #Iran #COVID_19"
2,"Join me in helping #CoronaVirus victims with #Ecoin and earn 600 Ecoins ( worth $3 ) free, Ecoin the world's fastest-growing crypto will donate 150 Ecoins when you Sign up. Earn 600 and donate 150 more Ecoins for referring #Donatewithoutspending",Facebook weathers first stage of #coronavirus pandemic as usage jumps #COVID19,#Coronavirus: Less #AirPollution means thousands fewer die:
3,"Ali why is this about Liverpool fans now? at the start of all this, other fans were positively celebrating coronavirus because it meant Liverpool won’t win the title (“doing the lord’s work” I seem to remember was popular comment). Now everyone pointing at LFC fans.",Potential coronavirus vaccine being tested in Germany could 'supply millions' by end of year ,"Mad woman,you will soon enter market don't worry, please somebody should Corona virus my comment by liking it and I will follow you back sharply "
4,It is well! Stay safe TOYsters!!! #Coronavirus #COVID19 #TBW xo https://toyeenbalogun.blogspot.com,Microsoft reports PC demand during coronavirus and “minimal impact” on latest earnings https://www.theverge.com/2020/4/29/21241681/microsoft-q3-2020-earnings-surface-windows-xbox-revenue-profit via @Verge,Low #coronavirus death toll in India puzzles experts #COVID19
5,Translation: Iranian Television put a few medical masks in a shop and a sign that says Free Masks Available + asked the shop owner to wear a mask and speak in front of the camera about the distribution of free masks. The whole thing is a lie. #covid19 #coronavirus,BBC News - Coronavirus: 98-year-old doctor working through the lockdown ,"#AbuDhabi’s real gross domestic product (GDP) is expected to contract by 7.5 percent this year because of lower #oil production and the impact of the new #coronavirus outbreak, S&amp;P Global Ratings says. "
6,Covid-19: UAE Tour cancelled after two Italian riders test positive for coronavirus. We can’t anymore afford to ignore the call to practice hygiene measures like washing hands with soap or using hand sanitizers. Precaution is the key in fighting Covid19 ,"It has been more than a month since this mother last saw her newborn. After giving premature birth in #Iran, doctors advised her to return to #Iraq while he recovered. Before he was able to leave the hospital, the borders closed due to #coronavirus. https://english.alarabiya.net/en/coronavirus/2020/04/29/Coronavirus-Mother-and-newborn-separated-by-closed-Iran-Iraqi-border.html",Did u just print the corona virus?? 
7,"Australia is still on fire.
Coronavirus is spreading.
Trump fucking around in US.
Modi fucking around in India.

Lovely 2020.",#Pakistan prepares to ease #coronavirus curbs with infections below projections: ,"The protests sweeping across #US cities following the police killing of #GeorgeFloyd, a black man in Minnesota, have sent shudders through the health community and elevated fears that the huge crowds will lead to a new surge in cases of the #coronavirus. https://english.alarabiya.net/en/coronavirus/2020/05/31/US-cities-fear-protests-over-police-killing-of-Floyd-may-fuel-new-wave-of-coronavirus.html"
8,Great news for our healthcare frontliners! Now they can get discounts and free rent up to two months via an online… https://t.co/SYk0SVPNoP,When nibbi planning to go for shopping with her parents and at last plan cancel due to corona virus nibbi be like how can see her nibba. ,Pope Calls For Action To “End Pandemic Of Poverty” After Coronavirus 
9,RT @gulf_news: UAE economy poised for full recovery in 2022: The recovery is likely to be very gradual in nature. This is because the UAE e…,A Belgian prince has contracted coronavirus after attending a party during lockdown in Spain. #spain #Belgium #coronavirus,Wanna get corona virus so I can go to the hospital and ACTUALLY be left alone
