,Positive,Neutral,Negative
0,1,#Coronavirus│IMPORTANT NOTICE - Cancelled Courses - Youth 9 to 17 years old pic.twitter.com/Swahnalfbn,0
1,,,"Strange weather matches strange year with dramatic sunsets and still no snow @CCCFalklands. Come, Holy Spirit, as we prepare for Pentecost and #fw82 Liberation Day in this strange #Coronavirus climate... "
