,Positive,Neutral,Negative
0,1059,The Illinois High School Association has officially canceled the state tournaments for all spring sports and activities because of the coronavirus. Danville High school will not compete in any spring sports or activities during the spring of 2020. ,1227
1,"There is a coronavirus outbreak at the Tyson plant in Joslin, Nita Ludwig, Rock Island County Health Department, administrator confirmed Wednesday at the daily health briefing by the Scott and Rock Island County health departments. ",Viral video shows large Chicago house party amid coronavirus pandemic https://chicagopixels.net/uncategorized/viral-video-shows-large-chicago-house-party-amid-coronavirus-pandemic/?utm_source=ReviveOldPost&amp;utm_medium=social&amp;utm_campaign=ReviveOldPost,Microsoft sales rise as remote working lifts cloud services during coronavirus crisis https://thedevtalk.com/article/id/63d4010a705d3e14df7d6a510875b118
2,The new cure for #Coronavirus. https://twitter.com/brian_lendino/status/1255619439460040704,"Coronavirus: Rahul Gandhi To Discuss Economy With Raghuram Rajan, Experts Today https://www.retargetingnews.com/coronavirus-rahul-gandhi-to-talk-about-financial-system-with-raghuram-rajan-professionals-as-of-late/",Dr. Fauci Backed Controversial Wuhan Lab with Millions of U.S. Dollars for Risky Coronavirus Research 
3,Since when? Since he's a millionaire and theres a coronavirus about. The guy is literally sitting on his arse doing nothing and expecting full pay. Why dont you try that at your work tomorrow.,"ArcelorMittal reportedly lays off nearly 1,000 Northwest Indiana employees due to coronavirus ",Okay I’ll start. What has the corona virus epidemic taught me. 1. That no one is invincible. 2. You have to know how to survive. #vettegreen #thisiscrazy #itstime
4,Chicago News Pritzker Details How Illinois Plans to Deal With Coronavirus Outbreaks at Nursing Homes http://dlvr.it/RVjqqD,The Coronavirus Pandemic Has Created A Major Opportunity For US Rice http://dlvr.it/RVjqJd,"hey i was just wondering if you c TERROR IN THIS SOUTH FLORDIA COMMUNITY AS CORONAVIRUS SWEEPS THROUGH and i needed this report upd OF THE MORE THAN 30,000 RESIDENTS WHO CALL THIS RETIREMENT COMMUNITY HOME i was having trouble logging into the site and IS A LOCAL WOMAN WHO LOST H"
5,Demand that Trump create a special enrollment window for the Affordable Care Act during coronavirus! ,The coronavirus situation is even more serious for Thai migrant workers in Israel ,"NYPD to Step Up Coronavirus Enforcement After Funeral Flouts Rules New York City police will no longer issue warnings to people who violate social-distancing rules designed to fight the coronavirus after a funeral drew a large crowd in Brooklyn Tuesday, officials said"
6,"One public health epidemic does not cure another. As we work to stop the spread of #coronavirus, we must double down on violence reduction strategies. The same marginalized, disinvested communities are hit the hardest by both crises. Let’s spread knowledge, hope and opportunity. ",Nobel Prize-Winning Scientist Who Discovered HIV Says Coronavirus Was Created In Laboratory – Dr. Rath Health Foundation ,Dairy farmers in upstate New York who faced the wrenching task of dumping their milk earlier this month as the novel coronavirus spread are now confronting a grim future: months of low prices that could squeeze them out of business.
7,"The stock market is around 4,000 points down from where it was before coronavirus... but media doesn’t report it near as much People only dwell on the negative ","Online Extra: Schiff talks federal coronavirus response, draws parallels to impeachment http://dlvr.it/RVjnn5","Tensions are escalating at food plants between essential workers who feel pressure to continue working through the coronavirus pandemic and their employers, who are striving to maintain the country’s food supply chain without interruption"
8,I'm starting to get calls about antibodies. Here are my speaking points! #Love ConsumersReports Antibody Test for the Coronavirus Could Reveal Who Is Immune ,"New York City Subway Cars Must Be Cleaned Daily During Pandemic, Cuomo Says New York Gov. Andrew Cuomo said subway cars in New York City should be cleaned every day for essential workers who are still commuting amid the coronavirus pandemic.","I can sit up straight without the room spinning. If it is, in fact #coronavirus that I am suffering from...this is a really weird virus..."
9,Why It’s Difficult to Get a Coronavirus Test in the U.S. https://camrojud.com/why-its-difficult-to-get-a-coronavirus-test-in-the-u-s/," Reminder that starting May 1st, anyone above the age of 2 is required to wear a face mask or covering! The Stay-At-Home order is also extended through May! #coverup #covid_19 #coronavirus #chicago #illinois #stayathome","U.S. Coronavirus Deaths Top 60,000 as New Data Show Economic Toll Governments and companies took new measure of economic damage from the coronavirus pandemic, and some predicted bigger losses in the months ahead even as restrictions on movement are rolled back"
10,If Trump truly mourned everyone lost he would be doing actual work toward solving the Trump Corona Virus issue. Instead he keeps minimizing and shifting blame for his failings (which are innumerable).,Coronavirus In Lake County: Memorial Day Parade Cancellations http://dlvr.it/RVjmMX,"Amid the coronavirus pandemic, almost everyone is waiting anxiously for something. For those seeking live organ transplants, it's an especially heavy burden. "
11,"FLORIDA, THE NEW RED CHINA. Florida is not reporting cause of death due to Trumps Corona Virus. This is a communist tactic to hide reality. It gives people a false sense of security and is basically a tactic to get business open regardless of how many people are killed.",Crazy how people can go so passionate about the coronavirus to giving all their energy to a Beyoncé and Meg thee horse song ,"It’s sad how racist/dumb people are,,, this is happening rn with xenophobia towards Chinese because of the corona virus :/"
12,Like to see u coronavirus tested on twitter! How about it Schumer?,Tonight's #COVID19 #Coronavirus update in #Illinois #coronavirus cc: @willpublicmedia,"Mass layoffs begin in cities and states amid coronavirus fallout, threatening education, sanitation, health and "
13,the white house gift shop is selling commerative covid coins. you can’t make this shit up. #coronavirus #trump #TrumpPressConference #resist,Dr. Anthony Fauci says Gilead’s remdesivir will set a new ‘standard of care’ for coronavirus treatment #SmartNews,This testimony will be used as evidence in the future inquiry into the negligence of vulnerable asylum seekers @LeoVaradkar @SimonHarrisTD @CharlieFlanagan Direct Provision https://www.rte.ie/radio/utils/share/radio1/21760062 #coronavirus #EndDP #EndDirectProvision
14,"CORONAVIRUS TRUMP Wed, 29 Apr 2020 18:00:00 CDT",When you drive a @BMW and @MercedesBenz and you line up in a food pantry!? C’mon now...give the people more in need a chance to get food! #COVID19 #coronavirus #covidiots,"It’s coming. Milk is being poured down drains, pigs are being euthanized, chickens killed. Demand has shrunk and processing plants closed@due to workers with Coronavirus. Sleep through it if you choose. Democrats and the media want it to happen. "
15,Microsoft posted higher third-quarter earnings propelled by strength in its cloud-computing business with some of its operations getting an extra boost from the coronavirus pandemic.,Yes I know I’m just saying because of these few groups of people doesn’t mean you should be racist towards blacks it’s like white people blaming coronavirus on Chinese people and being xenophobic towards them,The Cook County medical examiner’s office confirmed another 119 COVID-19 death from the coronavirus outbreak. 
16,"March 19, 2020, Dr David Ho mentioned Remdesivir (EBOLA drug) as a promising drug to treat Covid-19 Dr. David Ho is Leading Four Research Teams to Find a Coronavirus Treatm... https://youtu.be/2B-rYVWmqoI via @YouTube",What are the precautions to take in ophthalmology clinics during the #coronavirus pandemic? Let this @JAMAOphth CME article guide you.,"There are stats from NYC showing something like 6 times higher deaths than normal. More than the reported coronavirus death toll, as it happens. This with fewer car accidents because people aren't traveling."
17,Trump Administration Remains Hopeful on China Trade Pact Despite Coronavirus Senior U.S. trade official expressed confidence that Beijing will meet obligations under deal with Washington ,‘People Will Raise Me Up on Pitchforks’: Lukashenko Explains Why He’s Resisted Coronavirus Lockdown - Sputnik International ,"Just another scumbag Trump acolyte grifter, fucking people over & stealing money @warp speed. #KushnerIsAnIdiot #KushnerApocalypse #Kushner #Corruption #COVIDー19 #coronavirus #CoronaVillains #TaskForce #COVIDIOTS #Genocide #CorruptToTheCore #CorruptAndComplicitGOP #COVIDー19."
18,"U.S. Buys 100,000 More Body Bags, Preparing for Coronavirus Worst More than 58,000 Americans have died from Covid-19",Except he was already responding to the Chinese Wuhan Coronavirus by then. But thanks for playing.,"OMG I WAS RIGHT!!!!! Remember all my tweets that their death rates were impossible?! I saved screen shots of daily rates, that I’ll add, b/c they were not possible. Florida medical examiners were releasing coronavirus death data. The state made them stop http://www.tampabay.com/news/health/2020/04/29/florida-medical-examiners-were-releasing-coronavirus-death-data-the-state-made-them-stop/"
19,"The Trump administration has no immediate plans to reopen the country’s borders after imposing a ban on foreign travelers from the European Union and the U.K. last month to slow the spread of the coronavirus, Secretary of State Mike Pompeo said.",Hannibal Mayor James Hark released a statement Wednesday evening on how the city will proceed in the upcoming weeks regarding the coronavirus pandemic. ,"Halt destruction of nature or suffer even worse pandemics, say world’s top scientists | Coronavirus outbreak | The Guardian "
20,"Again why does @CillizzaCNN still have a Job at CNN with this both sides Bull Shit all the Time. If you listen to that LIAR Donald Trump Coronavirus is a Hoax if you listen to the regular News over 60,000 Americans have died from the disease.","Prepared for the Coronavirus: 9 Simulations, Drills &amp; Laws Planned for It https://thefreedomarticles.com/9-simulations-drills-laws-prepared-for-the-coronavirus/","bill be blasio in a few weeks when a hasidic jew is attacked by a person for spreading coronavirus: damn rip this is so sad we never saw this coming. say no to antisemitism, we are all brothers let’s fight this together. Make love not war!"
21,"Some States Lifted Coronavirus Restrictions, but Did People Go Out? Data from Georgia, Oklahoma and South Carolina show people came out in trickles rather than droves, but travel, clothes and entertainment topped the list",H1-Bs have to go back ...How the Coronavirus Will Kick Legal Immigrants Out of Line — and Out of the Country @NiskanenCenter,Coronavirus just fell 2nd to the greatest pandemic in world history - Racism. 
22,"NIH's trial of Remdesivir found the drug shortened #COVID19 patients' recovery by an avg. of 4 days. Dr. @AmeshAA Adalja told me he's ""very optimistic"" about the results. I asked him what more we need to learn, how it impacts other trials &amp; what's next? #coronavirus @Newsy",Small Business Coronavirus Resource Get the small business information you need to survive and thrive during these uncertain times. #smallbusinessdevelopment #smallbusinessgrowth #smallbusinesssupport #covid19,Haven't stats already shown that the jogger community had higher rates of coronavirus deaths? Could be messy.
23,"With 24 straight hours of rain, my #family needed some comfort food, so today's #COVIDcuisine is Shepherd's Pie Stew! It was delicious!! #cookinginquarantine #cookinginacrisis #cookingathome #cooking #COVID19 #coronavirus ",Coronavirus: AIDS researcher David Ho discusses Covid-19 treatments ,"Our death toll is on the lower end of expert prediction. 'The White House coronavirus response coordinator said Monday that she is ""worried about every city in the United States"" and projects 100,000 to 200,000 American deaths as a best case scenario.""' "
24,"Tyson is doubling bonuses and increasing health benefits for frontline workers. At least 8 have died of coronavirus and over 1,180 have been infected. https://www.businessinsider.com/tyson-doubling-bonuses-increasing-health-benefits-for-workers-2020-4?utmSource=twitter&amp;utmContent=referral&amp;utmTerm=topbar&amp;referrer=twitter via @businessinsider",Elon Musk Rips Coronavirus Lockdowns: ‘FREE AMERICA NOW’ https://camrojud.com/elon-musk-rips-coronavirus-lockdowns-free-america-now/,"It's not all his fault anyways. He wanted to close down borders pretty early on but he got called a racist for that. Now that quarantine is in place many idiots are protesting and saying coronavirus is ""fake"". I doubt any other president would have handled this better"
