,Positive,Neutral,Negative
0,2,straight to the tatoo shop when this coronavirus shit past,7
1,What's all this about coronavirus? If I add a lime am I safe?,"There's no vaccine for coronavirus, but there is for the flu, which has caused at least 15 *million* cases and killed 8,000+ people so far this season, so get your flu shot! (Also wash your hands with soap and water for 30 seconds minimum)","""That said, 83 people died in Florida from the coronavirus on Tuesday, the biggest spike in daily deaths since the plague started."" Be afraid, aaaaah, we're all gonna die! This a plague? More people died from car crashes in #Florida than the Coronavirus. "
2,"EARLY KICKOFF GAMES ARE ROLLING OUT NOW, MAKE YOURSELF WIN EARLIER TODAY

THINK BIG WITH MR CHRISTOPHER FIXED MATCH… https://t.co/3ylLKzz5ww",You can almost guess what angle the media is going to push based on the election cycle. 2015 was Ebola. 2019 is the CoronaVirus.,these people already have built up anger from this coronavirus and being quarantined ... just fed up with the government period
3,"CONGRATULATIONS TO ALL YESTERDAY BETSMASTER WINNERS
🎉🎉🎉🎉🎉🎉
THE GREATEST JOY AND FULFILLMENT I HAVE IS THE THAT WHIC… https://t.co/ke0TMetqK9",#COVID19 numbers have gone up. Pay attention. Be safe. 😷,Not a Pandemic YET... Coronavirus declared global health emergency by WHO 
4,This is a good first step. Now let’s see what actionable steps you put in place to effectively change the condition… https://t.co/JAQ7KqJkYQ,RT @nolaready: #PhaseTwo starts in #NOLA today. What that means for residents &amp; businesses explained at https://t.co/diBYB8cdOs. Remember t…,Fuck the corona virus
5,,bro single-handedly stopped the coronavirus https://twitter.com/elonmusk/status/1236029449042198528 …,I guess this tweet that Schumer deleted doesnt fit the new Dim propaganda push that Trump hasnt reacted to COVID19. 
6,,Conan Shares Coronavirus Tips With His Staff - CONAN on TBS https://youtu.be/JJIsmDhzoD0  via @YouTube,"You have no platform other than anti-Trump, and with the excellent job he is doing, all you are left with is fake outrage and bullshit. Why did Schumer delete this tweet ? Because it doesnt fit the new Dim propagamda that Trump didnt react to COVID19. "
7,,im not saying i want the coronavirus but imagine the attention i would get,"White House tells airlines it may suspend all China-US flights amid coronavirus outbreak 
#coronavirus #wuhanhttps://www.cnbc.com/2020/01/28/white-house-discussing-china-travel-restrictions-amid-coronavirus-outbreak.html …"
8,,just like Redskins fans as they hope the owner gets corona virus,"Im nit worried about the coronavirus, I usually drink Modelo."
9,,,"Not a Pandemic YET...
Coronavirus declared global health emergency by WHO https://www.bbc.com/news/world-51318246 …"
10,,,I’m honestly just hoping Bill Vinovich makes a total ass out of himself and embarrasses the hell out of the almighty “shield” and Goodell comes in contact with the corona virus.
11,,,The thing about the coronavirus is the supply of both ramen noodles and various pastas are threatened by this death spore.
12,,,"RT @UN_OROLSI: As part of the @UN multisectoral response to prevent and manage the spread of #COVID19 in prisons in #CAR, @UN_CAR, along wi…"
13,,,RT @timesofindia: Union Home Minister Amit Shah and Health Minister Dr Harsh Vardhan to hold a meeting with Delhi LG Anil Baijal &amp; CM Arvin…
14,,,"RT @FardousAsem: The social &amp; economic impacts of the #Covid19 crisis cannot be an excuse for #ChildLabour. Almost 1 in 10 children, especi…"
15,,,"RT @YourAnonNews: Yesterday, there were 140,927 new cases of #COVID19 and 4,603 additional deaths were reported in the past 24 hours.

This…"
16,,,If I see one more retarded comment about the coronavirus I’m blocking everybody
17,,,"#CoronaVirus #Covid19 #SARSCov2 March 1 update in 12 hours gained 6 deaths and 2 Nations #MortalityRate 3.40% Now in #67Nations 3,001 Dead #DrEd #EdWardMD https://www.worldometers.info/coronavirus/coronavirus-death-toll …pic.twitter.com/bNDnV5ugas"
18,,,can someone from tulane please take one for the team and get coronavirus so we can have online classes i’m begging
19,,,They’re literally putting fear into people with the coronavirus.
20,,,"The coronavirus isn’t a joke at all. People are really losing their lives or fighting to live in the hospital, no one could of even imagined this year being this way."
