,Positive,Negative
0,139,23
1,Trump’s ‘Operation Warp Speed’ Aims to Rush Coronavirus Vaccine ,“Microsoft’s push to the cloud may save it from a coronavirus crash” 
2,Are progressive governments more successful at responding to the coronavirus crisis? ,he makes drumpf look mild. 'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll 
3,Fauci announces good news about coronavirus drug https://youtu.be/SdqlNNAEju0 via @YouTube,Coronavirus: COVID-19 has killed more Americans than the Vietnam War https://www.euronews.com/2020/04/29/covid-19-kills-more-americans-than-the-vietnam-war #covid19 #americans #america #vietnam #war #vietnamwar #kill #deaths #trump @realDonaldTrump #donaldtrump #coronavirus #virus #usa
4,#DanceAtHome : International Dance Day goes online ! #DanceAtHome ! https://gsouto-digitalteacher.blogspot.com/2020/04/international-dance-day-goes-online.html#.Xqn-brsSCtE.twitter #DanceDay #coronavirus #danceonline #students #teachers #resources #videos #education,Russia’s coronavirus outbreak is getting bad. Putin says the worst is yet to come. 
5,After coronavirus: Algarve among top places to live and retire for US citizens https://www.portugalresident.com/after-coronavirus-algarve-among-top-places-to-live-and-retire-for-us-citizens/ via @Portugal Resident,India's coronavirus death toll surpasses China's 
6,The other fucked up part is the corona virus I hope no one get it ,"Don't outsource your fear response to others. Fear is an evolutionary strategy to deal with risk. Use it to prepare yourself & your families. Remember, you're on your own. #coronavirus #nCoV2019"
7,What coronavirus means for sports marketing ,New coronavirus outbreak: WHO declares it a global public health emergency https://www.nbcnews.com/health/health-news/new-coronavirus-outbreak-declared-global-public-health-emergency-who-says-n1126836 via @nbcnews
8,"RmYN02(coronavirus) + ssRNA-RT(hiv)=SARS-CoV-2 (covid-19), by Charles Lieber + ? in , sponsored by CCP to achieve a New Order, coordinated by WHO, sponsored by Bill Gates, to the with mRNA nanobiosensors, to achieve free cryptocurrency mining in our s for Microsoft ",Guys! What about Corona virus? Is MSC doing something to avoid transmission risks inside the cruises? Me and family are going next week in Dubai
9,Is Montenegro About To Become The First Coronavirus-Free Country In Europe? ,I’m so tired of the corona virus memes THEYRE ALL THE FUCKING SAME It’s either the fucking beer or just straight up racism
10,"Lesson to politicians, listen to GPs, it saves lives! GPs early warnings about coronavirus were ignored in Lombardy... @uemo_europe @WalleyRay @Mary__McCarthy @MehmetUngan Why was Lombardy hit harder than Italy's other regions?",Are we sure there isnt corona virus rage induced stingrays heading to hotel habbo?
11,They guy I saw a a video (not this one) it was the Coronavirus.,"""we have now increased our assessment of the risk of spread and the risk of impact of #COVID19 to very high at a global level""-@DrTedros #coronavirus"
12,Now I got an excuse not to engage in social contact #coronavirus,"Don't outsource your fear response to others.

Fear is an evolutionary strategy to deal with risk. Use it to prepare yourself & your families. 

Remember, you're on your own. 

#coronavirus #nCoV2019"
13,That’s how you get coronavirus,"CHINA’S capital yesterday recorded its first death from a deadly coronavirus as it struggles to contain a rapidly spreading disease that has sparked global alarm, with countries scrambling to evacuate their citizens from the epicentre of the epidemic https://www.themalaysianinsight.com/s/215336 "
14,League of Legends: FunPlus Phoenix donates 2 million yuan for Coronavirus victim relief in China ,"China to Send 2,500 More Medical Workers to Wuhan as Death Toll From Coronavirus Rises While CDC Confirms 5 Cases in the U.S | Time https://time.com/5772481/china-coronavirus-latest/ …"
