,Positive,Neutral,Negative
0,12,The Prophet’s Mosque in Madinah to reopen after coronavirus lockdown closure https://www.thenational.ae/world/gcc/the-prophet-s-mosque-in-madinah-to-reopen-after-coronavirus-lockdown-closure-1.1026573 via @TheNationalUAE,13
1,"In Burkina Faso, 848,000 people are displaced by violence. In Centre-Nord region, which hosts 1/2 of all IDPs, @UNHCR_BF supports regional health services w. $160,000 for #coronavirus response. Our donors made this possible: @StatePRM @MFA_Lu @GvtMonaco @UNHCRgov",The other #coronavirus ,"@WHO declares #coronavirus a global health emergency #CoronavirusOutbreak #2019nCoV but no panic, no rumors and no stigmatization #kebetu @MichelSidibe @FondationPFabre @docthakker @DrTedros"
2,"Join me in helping #CoronaVirus victims with #Ecoin and earn 600 Ecoins ( worth $3 ) free, Ecoin the world's fastest-growing crypto will donate 150 Ecoins when you Sign up. Earn 600 and donate 150 more Ecoins for referring #Donatewithoutspending","RT #wlic2020 BarbarianEd IFLA IFLA is continually monitoring the situation with #COVID19 and continuing with preparations for WLIC 2020. For updates, see ","It amazes me that there are almost no African countries that take rapid measures to avoid all risks of the coronavirus which prevails in China,how with certain poor African countries will they face this virus if it occurs in them? So it's time to change attitude for health of its"
3,"Once the #coronavirus pandemic behind us, we will revisit the resilient women farmers of #Cameroun. The smallholder… https://t.co/OwDMC8yug6","RT @WHOAFRO: ⚠️Be aware of misinformation about #COVID19 circulating on social media. 

🤔Ask questions &amp; check where your news is coming fr…","RT @WorldVisionWARO: With schools closed due to #COVID19, children face increased risk of violence &amp; abuse. This #WorldDayAgainstChildLabou…"
4,RT @NnamdiFans: The new shiny Chinese face of #TheZooCalledNigeria after Jubril had died of the #COVID19 along with Abba Kyari. @MaziNnamdi…,Emerging Lessons from the COVID-19 Pandemic | COVID-19 Africa Watch by ⁦⁦@akabagambe⁩ #covid19 #Africa ⁦… https://t.co/OkVhEbujLT,"RT @FAO: Our food systems are failing us. And #COVID19 is making things worse.

We must invest in the future &amp; transform our food systems t…"
5,RT @FAOemergencies: Assessments carried out by @FAO provide strong indications that the #COVID19 pandemic &amp; its impacts are driving up hung…,RT #NEF2020 Did you miss the NEF webinar with NEF Fellow ZA_Cities on sustainable urban transitions post-COVID19? R… https://t.co/Ff8EaEar1o,"RT @Education2030UN: Startling digital divides in distance learning have emerge during #COVID19 school closures. 

We cannot solve this iss…"
6,"RT @WHOAFRO: Over 215,000 confirmed #COVID19 cases on the African continent - with more than 98,000 recoveries &amp; 5,800 deaths. View country…","RT @IDS_UK: #Covid19 is a universal challenge, and one that is exposing and exacerbating economic and social divides around the world. In t…","RT @YourAnonNews: Yesterday, there were 140,927 new cases of #COVID19 and 4,603 additional deaths were reported in the past 24 hours.

This…"
7,"RT @_AfricanUnion: Your contribution go towards us towards:

1.Conduct 10mln #COVID19 tests
2.Deploy 1mln community workers for contact tra…",Shippo,"RT @antonioguterres: Saturday marks the 100-day countdown to #PeaceDay.

We are living through a difficult time, but we can turn the #COVID…"
8,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",New post: COVID-19 : La district de Diourbel vient https://t.co/649fLDYE8q #1erDécés #covid19 #Diourbel #CESTMOB #kebetu #Senegal,
