,Country/Region,only_date,size
876,Malta,2020-02-13,1
877,Jamaica,2020-02-13,1
878,Canada,2020-02-13,16
879,Australia,2020-02-13,9
880,Iceland,2020-02-13,2
881,Switzerland,2020-02-13,1
882,Germany,2020-02-13,1
883,Colombia,2020-02-13,1
884,United Arab Emirates,2020-02-13,1
885,Philippines,2020-02-13,1
886,Singapore,2020-02-13,5
887,Papua New Guinea,2020-02-13,1
888,Malaysia,2020-02-13,1
889,Nigeria,2020-02-13,2
890,Panama,2020-02-13,3
891,Saudi Arabia,2020-02-13,1
892,Turkey,2020-02-13,2
893,Ireland,2020-02-13,2
894,India,2020-02-13,1
895,Liechtenstein,2020-02-13,1
896,Indonesia,2020-02-14,3
897,China,2020-02-14,2
898,United Kingdom,2020-02-14,4
899,Cameroon,2020-02-14,1
900,Iceland,2020-02-14,1
901,Ghana,2020-02-14,1
902,Canada,2020-02-14,12
903,Argentina,2020-02-14,3
904,Turkey,2020-02-14,1
905,Romania,2020-02-14,1
906,Egypt,2020-02-14,2
907,Greece,2020-02-14,1
908,Germany,2020-02-14,1
909,France,2020-02-14,2
910,Israel,2020-02-14,4
911,Azerbaijan,2020-02-14,2
912,Trinidad and Tobago,2020-02-14,1
913,Finland,2020-02-14,1
914,Japan,2020-02-14,2
915,Australia,2020-02-14,7
916,Somalia,2020-02-14,1
917,Peru,2020-02-14,1
918,Mongolia,2020-02-14,1
919,India,2020-02-14,1
920,Thailand,2020-02-15,1
921,Israel,2020-02-15,3
922,Morocco,2020-02-15,1
923,Indonesia,2020-02-15,3
924,Chile,2020-02-15,1
925,Panama,2020-02-15,1
926,United Arab Emirates,2020-02-15,1
927,Mongolia,2020-02-15,1
928,Peru,2020-02-15,1
929,Ghana,2020-02-15,2
930,Afghanistan,2020-02-15,1
931,Philippines,2020-02-15,2
932,Canada,2020-02-15,12
933,United Kingdom,2020-02-15,6
934,France,2020-02-15,2
935,Tunisia,2020-02-15,1
936,Togo,2020-02-15,1
937,Fiji,2020-02-15,2
938,Colombia,2020-02-15,2
939,Sweden,2020-02-15,1
940,Turkey,2020-02-15,4
941,Belgium,2020-02-15,1
942,China,2020-02-15,2
943,Bahamas,2020-02-15,1
944,India,2020-02-15,4
945,Denmark,2020-02-15,1
946,Argentina,2020-02-15,1
947,Japan,2020-02-15,2
948,Australia,2020-02-15,10
949,Netherlands,2020-02-15,2
950,Mali,2020-02-15,1
951,Germany,2020-02-15,1
952,Gabon,2020-02-15,1
953,Egypt,2020-02-15,1
954,Azerbaijan,2020-02-15,2
955,Niger,2020-02-15,2
956,Iceland,2020-02-15,1
957,Liberia,2020-02-15,1
958,Fiji,2020-02-16,1
959,Ukraine,2020-02-16,1
960,China,2020-02-16,1
961,New Zealand,2020-02-16,2
962,India,2020-02-16,2
963,Australia,2020-02-16,3
964,Israel,2020-02-16,4
965,Nigeria,2020-02-16,1
966,Singapore,2020-02-16,4
967,Mongolia,2020-02-16,1
968,Canada,2020-02-16,7
969,Japan,2020-02-16,2
970,Estonia,2020-02-16,1
971,Lebanon,2020-02-16,1
972,Gabon,2020-02-16,1
973,Panama,2020-02-16,2
974,Denmark,2020-02-16,1
975,Germany,2020-02-16,1
976,Pakistan,2020-02-16,1
977,Ghana,2020-02-16,2
978,United Kingdom,2020-02-16,2
979,France,2020-02-16,1
980,Brazil,2020-02-16,2
981,Malta,2020-02-17,1
982,Japan,2020-02-17,6
983,Brazil,2020-02-17,1
984,United Arab Emirates,2020-02-17,1
985,United Kingdom,2020-02-17,7
986,Belgium,2020-02-17,1
987,Iceland,2020-02-17,1
988,Albania,2020-02-17,1
989,Indonesia,2020-02-17,1
990,Israel,2020-02-17,5
991,India,2020-02-17,3
992,Canada,2020-02-17,8
993,Turkey,2020-02-17,3
994,Sweden,2020-02-17,1
995,Bahamas,2020-02-17,2
996,China,2020-02-17,5
997,Argentina,2020-02-17,3
998,Gabon,2020-02-17,2
999,Peru,2020-02-17,1
1000,Morocco,2020-02-17,1
1001,Ghana,2020-02-17,2
1002,New Zealand,2020-02-17,1
1003,Singapore,2020-02-17,1
1004,Tunisia,2020-02-17,1
1005,France,2020-02-17,3
1006,Netherlands,2020-02-17,1
1007,Nigeria,2020-02-17,1
1008,Australia,2020-02-17,9
1009,Vietnam,2020-02-17,1
1010,Colombia,2020-02-17,1
1011,Norway,2020-02-17,1
1012,Azerbaijan,2020-02-17,1
1013,Egypt,2020-02-17,1
1014,Mongolia,2020-02-17,1
1015,Nigeria,2020-02-18,4
1016,India,2020-02-18,2
1017,Germany,2020-02-18,2
1018,Turkey,2020-02-18,3
1019,Austria,2020-02-18,2
1020,Netherlands,2020-02-18,1
1021,Brazil,2020-02-18,1
1022,Niger,2020-02-18,1
1023,Jamaica,2020-02-18,2
1024,Philippines,2020-02-18,2
1025,China,2020-02-18,6
1026,Vietnam,2020-02-18,1
1027,Australia,2020-02-18,2
1028,New Zealand,2020-02-18,1
1029,Fiji,2020-02-18,1
1030,Panama,2020-02-18,2
1031,United Kingdom,2020-02-18,7
1032,Honduras,2020-02-18,1
1033,Indonesia,2020-02-18,1
1034,Liberia,2020-02-18,1
1035,Switzerland,2020-02-18,2
1036,Canada,2020-02-18,13
1037,Israel,2020-02-18,3
1038,Morocco,2020-02-18,2
1039,Japan,2020-02-18,5
1040,Albania,2020-02-18,1
1041,South Africa,2020-02-19,1
1042,United Kingdom,2020-02-19,10
1043,India,2020-02-19,3
1044,Costa Rica,2020-02-19,2
1045,South Korea,2020-02-19,1
1046,Gabon,2020-02-19,1
1047,Malaysia,2020-02-19,1
1048,Indonesia,2020-02-19,2
1049,Australia,2020-02-19,9
1050,Turkey,2020-02-19,1
1051,Canada,2020-02-19,15
1052,France,2020-02-19,2
1053,United Arab Emirates,2020-02-19,1
1054,Israel,2020-02-19,2
1055,Panama,2020-02-19,1
1056,Colombia,2020-02-19,1
1057,Philippines,2020-02-19,1
1058,Burundi,2020-02-19,1
1059,Japan,2020-02-19,1
1060,China,2020-02-19,8
1061,Cameroon,2020-02-19,1
1062,Brazil,2020-02-19,1
1063,Morocco,2020-02-19,2
1064,Mongolia,2020-02-19,1
1065,Ghana,2020-02-19,3
1066,Seychelles,2020-02-19,1
1067,Peru,2020-02-19,1
1068,Chile,2020-02-19,1
1069,Switzerland,2020-02-19,1
1070,Venezuela,2020-02-19,3
1071,Spain,2020-02-19,1
1072,Singapore,2020-02-19,3
1073,Thailand,2020-02-19,1
1074,Trinidad and Tobago,2020-02-19,1
1075,Argentina,2020-02-19,1
1076,Argentina,2020-02-21,1
1077,Egypt,2020-02-21,1
1078,Qatar,2020-02-21,2
1079,Panama,2020-02-21,2
1080,Fiji,2020-02-21,1
1081,France,2020-02-21,2
1082,Nigeria,2020-02-21,2
1083,Lebanon,2020-02-21,3
1084,Mali,2020-02-21,1
1085,Netherlands,2020-02-21,1
1086,China,2020-02-21,4
1087,Brazil,2020-02-21,7
1088,Italy,2020-02-21,1
1089,Turkey,2020-02-21,1
1090,Bulgaria,2020-02-21,1
1091,Chile,2020-02-21,1
1092,Morocco,2020-02-21,3
1093,Ghana,2020-02-21,2
1094,Switzerland,2020-02-21,1
1095,Vietnam,2020-02-21,1
1096,United Kingdom,2020-02-21,8
1097,India,2020-02-21,1
1098,Ireland,2020-02-21,1
1099,Norway,2020-02-21,1
1100,Colombia,2020-02-21,1
1101,Canada,2020-02-21,18
1102,Malaysia,2020-02-21,1
1103,Israel,2020-02-21,6
1104,Australia,2020-02-21,6
1105,Mexico,2020-02-21,3
1106,Tunisia,2020-02-21,1
1107,Botswana,2020-02-21,1
1108,Japan,2020-02-22,3
1109,Canada,2020-02-22,9
1110,Argentina,2020-02-22,1
1111,Botswana,2020-02-22,2
1112,Albania,2020-02-22,1
1113,China,2020-02-22,2
1114,Spain,2020-02-22,1
1115,Vietnam,2020-02-22,1
1116,Egypt,2020-02-22,1
1117,South Korea,2020-02-22,1
1118,Singapore,2020-02-22,1
1119,Colombia,2020-02-22,1
1120,Australia,2020-02-22,6
1121,Chile,2020-02-22,1
1122,Italy,2020-02-22,1
1123,Israel,2020-02-22,2
1124,France,2020-02-22,2
1125,Germany,2020-02-22,2
1126,Burkina Faso,2020-02-22,1
1127,Bahamas,2020-02-22,1
1128,Malta,2020-02-22,1
1129,Ghana,2020-02-22,2
1130,Netherlands,2020-02-22,1
1131,Lebanon,2020-02-22,1
1132,Gabon,2020-02-22,2
1133,Cameroon,2020-02-22,1
1134,Nigeria,2020-02-22,3
1135,Russia,2020-02-22,1
1136,Ukraine,2020-02-22,1
1137,United Kingdom,2020-02-22,7
1138,Mexico,2020-02-22,1
1139,Brazil,2020-02-22,2
1140,Niger,2020-02-23,2
1141,Albania,2020-02-23,2
1142,Bulgaria,2020-02-23,1
1143,India,2020-02-23,3
1144,Italy,2020-02-23,1
1145,Germany,2020-02-23,3
1146,South Korea,2020-02-23,1
1147,Spain,2020-02-23,2
1148,Sweden,2020-02-23,1
1149,Chile,2020-02-23,1
1150,Ireland,2020-02-23,1
1151,Israel,2020-02-23,1
1152,Morocco,2020-02-23,3
1153,Ghana,2020-02-23,2
1154,Tunisia,2020-02-23,1
1155,Thailand,2020-02-23,1
1156,Montenegro,2020-02-23,1
1157,Canada,2020-02-23,16
1158,United Kingdom,2020-02-23,15
1159,Brazil,2020-02-23,3
1160,Nigeria,2020-02-23,1
1161,Mexico,2020-02-23,1
1162,Panama,2020-02-23,3
1163,Estonia,2020-02-23,1
1164,Gabon,2020-02-23,4
1165,Australia,2020-02-23,3
1166,Turkey,2020-02-23,3
1167,Russia,2020-02-23,2
1168,Somalia,2020-02-23,1
1169,Philippines,2020-02-23,2
1170,Japan,2020-02-23,1
1171,Malaysia,2020-02-23,1
1172,Liberia,2020-02-23,1
1173,France,2020-02-24,2
1174,Mali,2020-02-24,1
1175,Canada,2020-02-24,14
1176,Singapore,2020-02-24,1
1177,Chile,2020-02-24,1
1178,Panama,2020-02-24,2
1179,Liberia,2020-02-24,1
1180,Israel,2020-02-24,2
1181,Botswana,2020-02-24,1
1182,Australia,2020-02-24,5
1183,Morocco,2020-02-24,3
1184,Thailand,2020-02-24,1
1185,Mexico,2020-02-24,1
1186,Ghana,2020-02-24,2
1187,Trinidad and Tobago,2020-02-24,1
1188,Sri Lanka,2020-02-24,1
1189,Montenegro,2020-02-24,1
1190,Netherlands,2020-02-24,1
1191,Malaysia,2020-02-24,1
1192,Egypt,2020-02-24,1
1193,Turkey,2020-02-24,3
1194,Russia,2020-02-24,1
1195,South Korea,2020-02-24,1
1196,Niger,2020-02-24,1
1197,Gabon,2020-02-24,1
1198,Monaco,2020-02-24,2
1199,Nicaragua,2020-02-24,1
1200,New Zealand,2020-02-24,2
1201,Somalia,2020-02-24,1
1202,Indonesia,2020-02-24,1
1203,Italy,2020-02-24,1
1204,Argentina,2020-02-24,1
1205,United Kingdom,2020-02-24,8
1206,Germany,2020-02-24,5
1207,China,2020-02-24,2
1208,Japan,2020-02-25,2
1209,Turkey,2020-02-25,3
1210,Sweden,2020-02-25,1
1211,Malta,2020-02-25,1
1212,Philippines,2020-02-25,1
1213,Australia,2020-02-25,8
1214,Morocco,2020-02-25,4
1215,Israel,2020-02-25,8
1216,Malaysia,2020-02-25,1
1217,Panama,2020-02-25,1
1218,Spain,2020-02-25,1
1219,Belgium,2020-02-25,1
1220,Italy,2020-02-25,1
1221,Niger,2020-02-25,1
1222,Azerbaijan,2020-02-25,1
1223,Pakistan,2020-02-25,1
1224,Montenegro,2020-02-25,1
1225,Russia,2020-02-25,1
1226,Kuwait,2020-02-25,1
1227,France,2020-02-25,2
1228,Colombia,2020-02-25,2
1229,Uruguay,2020-02-25,1
1230,China,2020-02-25,2
1231,Vietnam,2020-02-25,1
1232,Ireland,2020-02-25,2
1233,Costa Rica,2020-02-25,1
1234,Germany,2020-02-25,2
1235,Ghana,2020-02-25,1
1236,Indonesia,2020-02-25,1
1237,Botswana,2020-02-25,2
1238,Canada,2020-02-25,18
1239,United Kingdom,2020-02-25,5
1240,India,2020-02-25,4
1241,Brazil,2020-02-25,2
1242,India,2020-02-26,4
1243,Costa Rica,2020-02-26,1
1244,Australia,2020-02-26,5
1245,Seychelles,2020-02-26,1
1246,Venezuela,2020-02-26,1
1247,Russia,2020-02-26,4
1248,Philippines,2020-02-26,2
1249,United Arab Emirates,2020-02-26,1
1250,Fiji,2020-02-26,2
1251,Brazil,2020-02-26,2
1252,France,2020-02-26,3
1253,Panama,2020-02-26,7
1254,Gabon,2020-02-26,4
1255,Pakistan,2020-02-26,1
1256,Turkey,2020-02-26,4
1257,Nigeria,2020-02-26,1
1258,Mexico,2020-02-26,1
1259,Azerbaijan,2020-02-26,4
1260,Greece,2020-02-26,1
1261,Germany,2020-02-26,5
1262,Lebanon,2020-02-26,1
1263,Morocco,2020-02-26,6
1264,United Kingdom,2020-02-26,5
1265,Ghana,2020-02-26,2
1266,Mongolia,2020-02-26,5
1267,Singapore,2020-02-26,1
1268,Botswana,2020-02-26,2
1269,Chile,2020-02-26,1
1270,Canada,2020-02-26,20
1271,Israel,2020-02-26,6
1272,Colombia,2020-02-26,2
1273,China,2020-02-26,1
1274,Argentina,2020-02-26,5
1275,Colombia,2020-02-27,2
1276,Ghana,2020-02-27,1
1277,China,2020-02-27,1
1278,United Kingdom,2020-02-27,8
1279,Turkey,2020-02-27,4
1280,Morocco,2020-02-27,1
1281,Netherlands,2020-02-27,2
1282,Germany,2020-02-27,1
1283,Tunisia,2020-02-27,3
1284,Indonesia,2020-02-27,1
1285,Bulgaria,2020-02-27,1
1286,New Zealand,2020-02-27,2
1287,Niger,2020-02-27,1
1288,France,2020-02-27,1
1289,Azerbaijan,2020-02-27,2
1290,Gabon,2020-02-27,1
1291,Japan,2020-02-27,2
1292,Pakistan,2020-02-27,1
1293,Ireland,2020-02-27,2
1294,Canada,2020-02-27,17
1295,Thailand,2020-02-27,1
1296,Mongolia,2020-02-27,1
1297,Australia,2020-02-27,6
1298,Albania,2020-02-27,3
1299,Seychelles,2020-02-27,2
1300,Trinidad and Tobago,2020-02-27,1
1301,Israel,2020-02-27,3
1302,India,2020-02-27,4
1303,Botswana,2020-02-27,1
1304,Uganda,2020-02-28,1
1305,New Zealand,2020-02-28,9
1306,Argentina,2020-02-28,14
1307,Nicaragua,2020-02-28,1
1308,Niger,2020-02-28,4
1309,Azerbaijan,2020-02-28,6
1310,Mali,2020-02-28,3
1311,Switzerland,2020-02-28,25
1312,Kenya,2020-02-28,28
1313,Israel,2020-02-28,30
1314,Georgia,2020-02-28,3
1315,Gambia,2020-02-28,1
1316,Zimbabwe,2020-02-28,1
1317,India,2020-02-28,28
1318,Nigeria,2020-02-28,80
1319,South Africa,2020-02-28,10
1320,Malaysia,2020-02-28,8
1321,Iceland,2020-02-28,1
1322,Bulgaria,2020-02-28,1
1323,Tunisia,2020-02-28,6
1324,United Kingdom,2020-02-28,140
1325,Mongolia,2020-02-28,7
1326,Indonesia,2020-02-28,12
1327,Bangladesh,2020-02-28,3
1328,Ghana,2020-02-28,29
1329,Canada,2020-02-28,211
1330,Thailand,2020-02-28,7
1331,Trinidad and Tobago,2020-02-28,2
1332,Mexico,2020-02-28,5
1333,Greece,2020-02-28,1
1334,Morocco,2020-02-28,25
1335,Lebanon,2020-02-28,7
1336,Tanzania,2020-02-28,4
1337,Nepal,2020-02-28,1
1338,Germany,2020-02-28,39
1339,Brazil,2020-02-28,7
1340,Malta,2020-02-28,2
1341,Netherlands,2020-02-28,12
1342,Hungary,2020-02-28,1
1343,Liberia,2020-02-28,1
1344,United Arab Emirates,2020-02-28,3
1345,Turkey,2020-02-28,40
1346,Belgium,2020-02-28,13
1347,Portugal,2020-02-28,1
1348,Jamaica,2020-02-28,4
1349,Spain,2020-02-28,11
1350,Bolivia,2020-02-28,1
1351,Philippines,2020-02-28,9
1352,Cyprus,2020-02-28,1
1353,South Sudan,2020-02-28,1
1354,Australia,2020-02-28,44
1355,Poland,2020-02-28,1
1356,Ethiopia,2020-02-28,5
1357,Cameroon,2020-02-28,19
1358,Fiji,2020-02-28,10
1359,Sierra Leone,2020-02-28,2
1360,Albania,2020-02-28,5
1361,Bosnia and Herzegovina,2020-02-28,1
1362,Romania,2020-02-28,2
1363,China,2020-02-28,67
1364,Denmark,2020-02-28,4
1365,Russia,2020-02-28,1
1366,Egypt,2020-02-28,3
1367,Rwanda,2020-02-28,1
1368,Saudi Arabia,2020-02-28,1
1369,Seychelles,2020-02-28,3
1370,Norway,2020-02-28,7
1371,Sri Lanka,2020-02-28,2
1372,Ireland,2020-02-28,32
1373,Peru,2020-02-28,1
1374,Colombia,2020-02-28,8
1375,Chile,2020-02-28,3
1376,Pakistan,2020-02-28,2
1377,Japan,2020-02-28,9
1378,Gabon,2020-02-28,22
1379,Sweden,2020-02-28,4
1380,Somalia,2020-02-28,1
1381,France,2020-02-28,20
1382,Slovakia,2020-02-28,1
1383,Panama,2020-02-28,21
1384,Botswana,2020-02-28,8
1385,Iran,2020-02-28,5
1386,South Korea,2020-02-28,5
1387,Finland,2020-02-28,5
1388,Burkina Faso,2020-02-28,1
1389,Vietnam,2020-02-28,2
1390,Iraq,2020-02-28,2
1391,Austria,2020-02-28,4
1392,Singapore,2020-02-28,12
1393,Italy,2020-02-28,15
1394,Serbia,2020-02-28,1
1395,Trinidad and Tobago,2020-03-01,1
1396,Australia,2020-03-01,7
1397,Costa Rica,2020-03-01,1
1398,Somalia,2020-03-01,1
1399,Mali,2020-03-01,2
1400,Seychelles,2020-03-01,1
1401,Singapore,2020-03-01,2
1402,Gabon,2020-03-01,3
1403,China,2020-03-01,1
1404,Nigeria,2020-03-01,2
1405,Tunisia,2020-03-01,1
1406,France,2020-03-01,3
1407,Azerbaijan,2020-03-01,1
1408,Bulgaria,2020-03-01,1
1409,New Zealand,2020-03-01,2
1410,India,2020-03-01,2
1411,United Kingdom,2020-03-01,15
1412,Fiji,2020-03-01,2
1413,South Sudan,2020-03-01,1
1414,Germany,2020-03-01,2
1415,Morocco,2020-03-01,5
1416,Philippines,2020-03-01,2
1417,Cameroon,2020-03-01,2
1418,Brazil,2020-03-01,2
1419,Canada,2020-03-01,30
1420,Qatar,2020-03-01,1
1421,Ghana,2020-03-01,5
1422,Dominican Republic,2020-03-01,1
1423,Montenegro,2020-03-01,1
1424,Mozambique,2020-03-01,1
1425,Turkey,2020-03-01,4
1426,Argentina,2020-03-01,3
1427,United Arab Emirates,2020-03-01,1
1428,Israel,2020-03-01,7
1429,Bolivia,2020-03-01,1
1430,Japan,2020-03-01,6
1431,Ireland,2020-03-01,3
1432,Kenya,2020-03-01,1
1433,Italy,2020-03-01,1
1434,Indonesia,2020-03-01,3
1435,United Kingdom,2020-03-02,8
1436,Jamaica,2020-03-02,2
1437,Colombia,2020-03-02,1
1438,Chile,2020-03-02,2
1439,Argentina,2020-03-02,1
1440,South Africa,2020-03-02,1
1441,Cameroon,2020-03-02,2
1442,Mali,2020-03-02,2
1443,Nepal,2020-03-02,1
1444,South Korea,2020-03-02,1
1445,Seychelles,2020-03-02,1
1446,China,2020-03-02,1
1447,Panama,2020-03-02,2
1448,Morocco,2020-03-02,2
1449,Indonesia,2020-03-02,2
1450,Malta,2020-03-02,1
1451,Brazil,2020-03-02,2
1452,Ghana,2020-03-02,5
1453,Australia,2020-03-02,14
1454,Botswana,2020-03-02,1
1455,Canada,2020-03-02,19
1456,Burkina Faso,2020-03-02,2
1457,Nigeria,2020-03-02,1
1458,Switzerland,2020-03-02,1
1459,Norway,2020-03-02,1
1460,Turkey,2020-03-02,3
1461,Tunisia,2020-03-02,2
1462,Niger,2020-03-02,2
1463,Singapore,2020-03-02,1
1464,Israel,2020-03-02,9
1465,India,2020-03-02,1
1466,Gabon,2020-03-02,1
1467,Albania,2020-03-02,2
1468,Japan,2020-03-02,1
1469,Mongolia,2020-03-02,2
1470,Pakistan,2020-03-02,1
1471,Russia,2020-03-02,1
1472,New Zealand,2020-03-02,2
1473,Fiji,2020-03-02,1
1474,Bulgaria,2020-03-02,1
1475,Australia,2020-03-03,5
1476,Barbados,2020-03-03,1
1477,Egypt,2020-03-03,1
1478,Burkina Faso,2020-03-03,3
1479,Ghana,2020-03-03,2
1480,Cameroon,2020-03-03,1
1481,Mongolia,2020-03-03,1
1482,Switzerland,2020-03-03,1
1483,Chile,2020-03-03,2
1484,Sweden,2020-03-03,1
1485,Belgium,2020-03-03,1
1486,Botswana,2020-03-03,1
1487,Nigeria,2020-03-03,1
1488,Croatia,2020-03-03,1
1489,Turkey,2020-03-03,8
1490,Niger,2020-03-03,1
1491,Gabon,2020-03-03,8
1492,United Kingdom,2020-03-03,14
1493,Japan,2020-03-03,1
1494,Somalia,2020-03-03,1
1495,Seychelles,2020-03-03,2
1496,New Zealand,2020-03-03,3
1497,Colombia,2020-03-03,4
1498,Italy,2020-03-03,1
1499,Denmark,2020-03-03,1
1500,Germany,2020-03-03,1
1501,France,2020-03-03,2
1502,Indonesia,2020-03-03,3
1503,China,2020-03-03,1
1504,Panama,2020-03-03,6
1505,Lebanon,2020-03-03,1
1506,Saint Vincent and the Grenadines,2020-03-03,1
1507,Mexico,2020-03-03,2
1508,Morocco,2020-03-03,1
1509,United Arab Emirates,2020-03-03,1
1510,Israel,2020-03-03,13
1511,Canada,2020-03-03,23
1512,India,2020-03-03,4
1513,Ireland,2020-03-03,2
1514,Albania,2020-03-03,1
1515,Thailand,2020-03-03,1
1516,Canada,2020-03-04,34
1517,Somalia,2020-03-04,1
1518,Botswana,2020-03-04,1
1519,Mongolia,2020-03-04,1
1520,Seychelles,2020-03-04,2
1521,Indonesia,2020-03-04,2
1522,New Zealand,2020-03-04,1
1523,Panama,2020-03-04,1
1524,Ghana,2020-03-04,5
1525,China,2020-03-04,1
1526,United Kingdom,2020-03-04,15
1527,Azerbaijan,2020-03-04,1
1528,Colombia,2020-03-04,2
1529,Cameroon,2020-03-04,2
1530,Montenegro,2020-03-04,1
1531,Sweden,2020-03-04,1
1532,Jamaica,2020-03-04,1
1533,Georgia,2020-03-04,1
1534,Thailand,2020-03-04,1
1535,Brazil,2020-03-04,1
1536,Mexico,2020-03-04,1
1537,Singapore,2020-03-04,1
1538,Israel,2020-03-04,8
1539,Venezuela,2020-03-04,1
1540,Nicaragua,2020-03-04,1
1541,Estonia,2020-03-04,1
1542,Turkey,2020-03-04,2
1543,Ireland,2020-03-04,3
1544,South Africa,2020-03-04,1
1545,Gabon,2020-03-04,3
1546,Australia,2020-03-04,13
1547,Egypt,2020-03-04,1
1548,Belgium,2020-03-04,1
1549,South Korea,2020-03-04,1
1550,India,2020-03-04,1
1551,Spain,2020-03-04,2
1552,India,2020-03-05,2
1553,Canada,2020-03-05,34
1554,Thailand,2020-03-05,1
1555,Maldives,2020-03-05,1
1556,Malta,2020-03-05,1
1557,Gabon,2020-03-05,4
1558,Niger,2020-03-05,3
1559,Brazil,2020-03-05,1
1560,Japan,2020-03-05,3
1561,Spain,2020-03-05,1
1562,Italy,2020-03-05,3
1563,Argentina,2020-03-05,3
1564,Panama,2020-03-05,6
1565,Turkey,2020-03-05,6
1566,United Kingdom,2020-03-05,15
1567,Nigeria,2020-03-05,1
1568,Belgium,2020-03-05,2
1569,Philippines,2020-03-05,2
1570,Tanzania,2020-03-05,1
1571,Israel,2020-03-05,4
1572,Kyrgyzstan,2020-03-05,1
1573,France,2020-03-05,3
1574,Portugal,2020-03-05,4
1575,Ireland,2020-03-05,5
1576,Cameroon,2020-03-05,1
1577,Fiji,2020-03-05,1
1578,Guyana,2020-03-05,1
1579,Morocco,2020-03-05,5
1580,Indonesia,2020-03-05,2
1581,Ghana,2020-03-05,8
1582,Jamaica,2020-03-05,1
1583,Australia,2020-03-05,6
1584,Azerbaijan,2020-03-05,1
1585,China,2020-03-05,1
1586,Netherlands,2020-03-05,2
1587,Georgia,2020-03-05,1
1588,South Africa,2020-03-05,1
1589,Colombia,2020-03-05,6
1590,Argentina,2020-03-06,5
1591,Germany,2020-03-06,3
1592,Italy,2020-03-06,3
1593,France,2020-03-06,1
1594,Azerbaijan,2020-03-06,1
1595,Australia,2020-03-06,6
1596,Turkey,2020-03-06,3
1597,Botswana,2020-03-06,1
1598,Bahrain,2020-03-06,1
1599,Nigeria,2020-03-06,3
1600,Peru,2020-03-06,1
1601,Ireland,2020-03-06,2
1602,Indonesia,2020-03-06,2
1603,Egypt,2020-03-06,1
1604,Jordan,2020-03-06,2
1605,Switzerland,2020-03-06,1
1606,Portugal,2020-03-06,2
1607,United Kingdom,2020-03-06,19
1608,Israel,2020-03-06,5
1609,Mongolia,2020-03-06,2
1610,Trinidad and Tobago,2020-03-06,1
1611,Canada,2020-03-06,38
1612,Morocco,2020-03-06,2
1613,Colombia,2020-03-06,7
1614,Tunisia,2020-03-06,3
1615,Chile,2020-03-06,1
1616,Norway,2020-03-06,1
1617,Japan,2020-03-06,3
1618,Ghana,2020-03-06,6
1619,Lebanon,2020-03-06,1
1620,Panama,2020-03-06,3
1621,India,2020-03-06,2
1622,New Zealand,2020-03-06,1
1623,Cameroon,2020-03-06,4
1624,Gabon,2020-03-06,1
1625,Malta,2020-03-06,1
1626,Ireland,2020-03-08,3
1627,Germany,2020-03-08,3
1628,Austria,2020-03-08,1
1629,Italy,2020-03-08,2
1630,Turkey,2020-03-08,3
1631,Israel,2020-03-08,6
1632,Colombia,2020-03-08,1
1633,Netherlands,2020-03-08,1
1634,Denmark,2020-03-08,1
1635,Seychelles,2020-03-08,1
1636,New Zealand,2020-03-08,3
1637,Thailand,2020-03-08,1
1638,Indonesia,2020-03-08,1
1639,Gabon,2020-03-08,3
1640,Tunisia,2020-03-08,1
1641,Ghana,2020-03-08,3
1642,Malta,2020-03-08,1
1643,India,2020-03-08,7
1644,Liberia,2020-03-08,1
1645,United Kingdom,2020-03-08,16
1646,Niger,2020-03-08,1
1647,Egypt,2020-03-08,1
1648,Cameroon,2020-03-08,5
1649,Panama,2020-03-08,5
1650,Chile,2020-03-08,1
1651,Morocco,2020-03-08,3
1652,Lebanon,2020-03-08,1
1653,Albania,2020-03-08,1
1654,Spain,2020-03-08,1
1655,Botswana,2020-03-08,1
1656,Australia,2020-03-08,12
1657,Azerbaijan,2020-03-08,2
1658,Jamaica,2020-03-08,1
1659,Estonia,2020-03-08,1
1660,Poland,2020-03-08,1
1661,Fiji,2020-03-08,2
1662,Costa Rica,2020-03-08,1
1663,Canada,2020-03-08,34
1664,Albania,2020-03-09,1
1665,United Kingdom,2020-03-09,19
1666,Georgia,2020-03-09,1
1667,Philippines,2020-03-09,2
1668,Pakistan,2020-03-09,2
1669,India,2020-03-09,3
1670,Gabon,2020-03-09,4
1671,Seychelles,2020-03-09,1
1672,Niger,2020-03-09,1
1673,Somalia,2020-03-09,1
1674,Trinidad and Tobago,2020-03-09,1
1675,Bulgaria,2020-03-09,1
1676,Azerbaijan,2020-03-09,1
1677,Italy,2020-03-09,1
1678,Ireland,2020-03-09,2
1679,Argentina,2020-03-09,2
1680,Mali,2020-03-09,2
1681,Australia,2020-03-09,5
1682,Mongolia,2020-03-09,2
1683,Canada,2020-03-09,35
1684,Bahamas,2020-03-09,1
1685,Liberia,2020-03-09,1
1686,Botswana,2020-03-09,1
1687,Spain,2020-03-09,3
1688,France,2020-03-09,2
1689,Ghana,2020-03-09,5
1690,Greece,2020-03-09,1
1691,Morocco,2020-03-09,2
1692,Germany,2020-03-09,3
1693,Thailand,2020-03-09,1
1694,Panama,2020-03-09,3
1695,Austria,2020-03-09,1
1696,Vietnam,2020-03-09,1
1697,Iceland,2020-03-09,1
1698,Tunisia,2020-03-09,5
1699,Mexico,2020-03-09,1
1700,Turkey,2020-03-09,6
1701,Israel,2020-03-09,3
1702,Colombia,2020-03-09,2
