,Positive,Negative
0,11,36
1,"Staying calm during the novel coronavirus (COVID-19) pandemic isn’t easy, but it’s possible. Check out five ways to deal with Coronavirus stress. . . . #CitytoCityRideshare #Entrepreneur #Cloudseat #BusinessTravel #TravelLAtoSanDiego #COVID19 #ShuttleSurvice #StressRelief",We've updated our dashboard on #coronavirus testing in San Diego. https://www.voiceofsandiego.org/topics/news/tracking-coronavirus-tests-san-diego-county/
2,I would like to thank all the good cops who have protected Asian Americans from racial attacks during this coronavirus pandemic. &lt;3,My theory on why the stock market has bounced back up is due to the people who put their money in the market aren’t affected(yet) by the virus so they are driving up the these companies that will survive in the post coronavirus world. I could also not know what I’m talking about.
3,Coronavirus cases increased for meatpackers after Trump ordered them to work https://americanindependent.com/meatpacking-workers-coronavirus-cases-rise-donald-trump-pandemic-covid-19/ the more he does what he does the likelier the time will come when arby's says arby's. we had the meats.,"I don't think I'd willingly eat any meat processed by coronavirus-ignoring companies. Not because they abuse their workers but because eww, coronavirus."
4,"The coronavirus pandemic is teaching us a very important lesson: Choose your heroes VERY carefully. Are they all surface, no feeling? Do they preach one thing, practice another? Are they trying to cash in fast rather than creating a sustainable brand or vision? ","City of SD daily coronavirus briefing expected to start shortly. We'll have it live on @thecwsandiego, join us."
5,"A coronavirus social distance view of the beautiful Pacific Ocean. Wishing everyone a safe, healthy and wonderful weekend ",Guide to coronavirus mortgage relief options -- https://www.consumerfinance.gov/about-us/blog/guide-coronavirus-mortgage-relief-options/ via @CFPB
6,"Please for the life of all things holy, someone with the #coronavirus cough on Trump.",The race for coronavirus vaccines - a graphical guide (by NATURE Magazine) https://www.nature.com/articles/d41586-020-01221-y?utm_medium=social&amp;utm_source=twitter
7,"trump's newly appointed faith healer steps forward to defend satan's spawn ...

Pence says Trump Jr. 'justified' to claim Democrats hope coronavirus 'kills millions' https://www.usatoday.com/story/news/politics/2020/03/01/mike-pence-defends-trump-jr-rush-limbaugh-coronavirus-comments/4923560002/ … via @usatoday",Navy Delays Reinstating Fired Captain of Coronavirus-Infected Carrier - 
8,"@anneapplebaum The Coronavirus Called America’s Bluff
Thank you for writing such an amazing and eye-opening article.  I've sent it to all my friends and posted it on FB and Twitter.",Tom Hanks is providing plasma - to help with treatment of coronavirus. 
9,,Fauci announces good news about coronavirus drug - CNN https://www.youtube.com/watch?v=SdqlNNAEju0 via @GoogleNews
10,,"*50% nursing home deaths More than half of Massachusetts’ coronavirus deaths have been nursing home residents – Boston News, Weather, Sports | WHDH 7News "
