,Positive,Neutral,Negative
0,1732,Gt your website i just 50$#Quarantine #Legend #coronavirus ,2190
1,Gilead Drug Proves Effective Against Coronavirus in US Study ,"#Australian Prime Minister #ScottMorrison challenged #China and call to investigate the origins of the #coronavirus Now, it seems the world wants an independent assessment of how all this has happened so that we can learn lessons and prevent their recurrence again."" He added ",Coronavirus live news: more cases of ‘Covid-linked’ syndrome in children as UK deaths top Spain and France 
2,Coronavirus BREAKTHROUGH: US officals say drug has ‘significant’ impact on virus https://taazakhaber.com/coronavirus-breakthrough-us-officals-say-drug-has-significant-impact-on-virus/,"FM Qureshi, Norwegian FM discuss coronavirus situation ",Matriculation pass Governor Sindh @ImranKhanPTI’s statement that Sindhis’ are illiterate &amp; while visiting Sindh he got #coronavirus. This is the statement of a very mentally ill person. He has to apologize to the people of Sindh #GovernorSindhMustResign
3,'A drug can block coronavirus': Gilead's remdesivir raises hopes @AJENews https://aje.io/prveq Top US scientist Anthony Fauci says the drug reduced the time it took for some patients to recover by 31 percent.,Corona growth in most parts of the world has been slowing down with general increase in temperatures. Anomalous increases in some cases can be attributed to other factors such as increase in testing. Growth rates are now around 10% and decreasing further. #coronavirus ,"I strongly condemn @ImranIsmailPTI statement “People of Interior #Sindh have not been educated about the virus. During my visit, they came very close to me due to which I contracted coronavirus.”Its shocking to see him profile #Sindhis as illiterates blaming them for his #COVID19"
4,I love this man. The way he responded and silenced these Indiots was unexplainable. #coronavirus #IndiaToday,Sindh Chief Minister Syed Murad Shah discloses detection of 404 new coronavirus cases In Sindh @MuradAliShahPPP @BBhuttoZardari @SaeedGhani1 @murtazawahab1 @SyedNasirHShah @SeharKamran,"Pakistan begins colossal tree planting campaign - a staggering 10 billion trees will be planted starting now in order to combat climate change using 60,000 workers who have lost their jobs because of the coronavirus. "
5,Khyber Pakhtunkhwa Government has launched a toll free e-Razakar helpline to provide relief to the masses and to resolve citizens issues at their doorsteps. KP citizens can dial 1700 to get access to: - Information related to Coronavirus. - Free medical advice @PTIKPOfficial,Coronavirus UK: A THIRD of patients admitted to hospital die http://www.newzdotcom.live/coronavirus-uk-a-third-of-patients-admitted-to-hospital-die/,I think corona virus is world war III.
6,Microsoft launches free COVID-19 tracking app for Windows 10 devices #microsoft #windows10 #COVID19tracker #bing #COVIDー19 #coronavirus ,Sir please write an article about coronavirus and its with new world order.,Indians are blaming muslims for corona virus you can imagine how much they hate muslims how extremists they are This is the ideology of RSS thier prime minister are supporting them #MuslimHolocaust
7,Khyber Pakhtunkhwa Government has launched a toll free e-Razakar helpline to provide relief to the masses and to resolve citizens issues at their doorsteps. KP citizens can dial 1700 to get access to: - Information related to Coronavirus. - Free medical advice ,"Microsoft ups priority on Mute All feature for Teams, coming this quarter #microsoft #MicrosoftTeams #Microsoft365 #Office365 #videoconferencing #coronavirus #COVIDー19","#CORONAVIRUS update Thu 30th April World Coronavirus Cases: 3,205,726 Deaths: 227,290 Recovered 995,405 #Iran #Turkey #Malaysia #Philippines #Pakistan #SaudiArabia #indonesia #India #Qatar #Algeria #Egypt #Iraq #Morroco #UAE #Bahrain #bangladesh #oman #Kuwait #srilanka"
8,Sir help the third world countries to eradicate coronavirus like Pakistan's Prime minister ask to forgive the loans taken by third world countries,'finance minister said the upcoming budget would be formulated keeping in mind the impacts of #coronavirus pandemic on people &amp; businesses and would aim at mitigating their sufferings.'https://tribune.com.pk/story/2210207/2-finance-adviser-talks-corona-led-budget/ perhaps also invest so pakistan pakistanis are stronger for the future.,"""Governor Imran Ismail Blames 'Uneducated’ Sindhi People For Giving Him Coronavirus"" Shame On You"
9,"Amid a surge in the number of Pakistani journalists testing positive to coronavirus, Reporters Without Borders and its partner, Freedom Network Pakistan have compiled 15 recommendations for Pakistani news media so that they can avoid putting their journalists in danger.",What countries have been affected by the novel coronavirus known as COVID-19? How many cases are there in China? https://infographics.channelnewsasia.com/covid-19/map.html via @ChannelNewsAsia,#Dubai's mega-mall reopens under strict safeguards against #coronavirus
10,"Sindh Governor @ImranKhanPTI meet with businessmen without any proper mask or any safety measures, violated the SOPs of #SindhGovt is now blaming that interior Sindh peoples’ are not educated, due to this he become infected in corona virus. #GovernerSindhMustResign",https://m.facebook.com/story.php?story_fbid=632390984009708&amp;id=100017164360009 Here's the bombshell. I deserve special prize for it. @realDonaldTrump has taken notice of $3.7M given during Obama era to Wuhan Institute of Virology wherein the coronavirus was jointly created by the Chinese &amp; American experts. Arrest the criminals.,"Well, not just the United States. It chose to unleash global mayhem..... BBC News - Coronavirus: ‘China is not the enemy of the United States' "
