,Positive,Neutral,Negative
0,50,"“Eventually, doctors will find a coronavirus vaccine, but black people will continue to wait, despite the futility of hope, for a cure for racism. We will live with the knowledge that a hashtag is not a vaccine for white supremacy.” via ⁦@rgay⁩",15
1,Wall Street rallies on promising coronavirus drug https://cubanreporter.net/wall-street-rallies-on-promising-coronavirus-drug/,Texas Officials Investigating Suspected Case of Coronavirus http://cubanreporter.net/texas-officials-investigating-suspected-case-of-coronavirus/ …pic.twitter.com/I0y35K7Dw8,Tesla’s Elon Musk calls coronavirus lockdowns ‘fascist’ as profit streak continues https://cubanreporter.net/teslas-elon-musk-calls-coronavirus-lockdowns-fascist-as-profit-streak-continues/
2,Cuba’s President Reiterates Support for China in Fight against Coronavirus https://ift.tt/2S9dw6F ,Possible Case of Chinese Coronavirus Reaches Mexican Border State: Mexican President http://cubanreporter.net/possible-case-of-chinese-coronavirus-reaches-mexican-border-state-mexican-president-3/ …pic.twitter.com/pGlnCsb0x0,Chinese Report Says Illnesses may be From New Coronavirus http://cubanreporter.net/chinese-report-says-illnesses-may-be-from-new-coronavirus/ …pic.twitter.com/iLl1vJKaMM
3,"Good news #Cuba  No #COVID19 deaths, just 5 new cases out of 2,500 tests in 24h. Daily recoveries, 21, top new cases",Brazil Reports Suspected Case of Coronavirus http://cubanreporter.net/brazil-reports-suspected-case-of-coronavirus-3/ …pic.twitter.com/nHuBg1ejdH,BBC News - Coronavirus: Man is treated for symptoms in Belfast https://www.bbc.co.uk/news/uk-northern-ireland-51227183 …
4,"RT @MediccGail: #Cuba #COVID19 Cases 2238 (+5, 60% new, asymptomatic); 229 active cases; 1923 recovered (+21); 224 stable;5 serious;0 criti…",Mexico Probing Three New Possible Cases of Coronavirus After Ruling Two Others Out http://cubanreporter.net/mexico-probing-three-new-possible-cases-of-coronavirus-after-ruling-two-others-out/ …pic.twitter.com/DlSvkRV5mr,4 People in New York State Isolated as CDC Tests for Coronavirus http://cubanreporter.net/4-people-in-new-york-state-isolated-as-cdc-tests-for-coronavirus/ …pic.twitter.com/L5yUvpkOxl
5,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",Possible Case of Chinese Coronavirus Reaches Mexican Border State: Mexican President https://cubanreporter.net/possible-case-of-chinese-coronavirus-reaches-mexican-border-state-mexican-president-7/ …pic.twitter.com/Mll7jDvMyh,"China Desperate to Contain Coronavirus With More Travel Restrictions, Regulations http://cubanreporter.net/china-desperate-to-contain-coronavirus-with-more-travel-restrictions-regulations/ …pic.twitter.com/ynZCeL49Lr"
6,RT @CubaReport: Because of successful management of the #COVID19 #pandemic: #Cuba Reopening #tourism in Three-Phase Plan soon: Internationa…,Brazil Reports Suspected Case of Coronavirus https://cubanreporter.net/brazil-reports-suspected-case-of-coronavirus-7/ …pic.twitter.com/31pJ50xZCx,Is disinformation lying? They aren’t saying there’s no coronavirus. They’re downplaying the seriousness of the threat. So not same thing and yes we still hold them as countable for inaction & incompetence.
7,,Mexico Probing Three New Possible Cases of Coronavirus After Ruling Two Others Out https://cubanreporter.net/mexico-probing-three-new-possible-cases-of-coronavirus-after-ruling-two-others-out-5/ …pic.twitter.com/q2E2zZHRMM,"RT @jnyabor: One thing I wish #Ghana admits about its #COVID19 situation is that  there is an actual threat for the worse to happen.

There…"
8,,Possible Case of Chinese Coronavirus Reaches Mexican Border State: Mexican President http://cubanreporter.net/possible-case-of-chinese-coronavirus-reaches-mexican-border-state-mexican-president/ …pic.twitter.com/lZA9X2MFr6,"RT @AFPphoto: #Coronavirus #COVID19 #China #Beijing
Fresh virus cluster in China raises fears for pandemic control.
📸 GregBaker #AFP https:…"
9,,Brazil Reports Suspected Case of Coronavirus http://cubanreporter.net/brazil-reports-suspected-case-of-coronavirus/ …pic.twitter.com/vfBzFAQmZB,"RT @OCHAYemen: #Yemen: COVID19 cases increased by 325% over a week w/ an alarming fatality rate of 15.9%.
Aid agencies are scaling up the r…"
10,,Brazil Reports Suspected Case of Coronavirus https://cubanreporter.net/brazil-reports-suspected-case-of-coronavirus-11/ …pic.twitter.com/OfoIqmXIBb,"RT @BrunoRguezP: #US government disregards opinions of leaders, Congress members, international organizations and agencies.

It ignores cal…"
11,,Mexico Probing Three New Possible Cases of Coronavirus After Ruling Two Others Out https://cubanreporter.net/mexico-probing-three-new-possible-cases-of-coronavirus-after-ruling-two-others-out-9/ …pic.twitter.com/4P9U5qny2b,"RT @DrTedros: As the #COVID19 pandemic accelerates, we are concerned about its impact on women, children &amp; adolescents' access to healthcar…"
12,,"Coronavirus Could Infect 250,000 in Wuhan in Next 11 Days, Researchers Say http://cubanreporter.net/coronavirus-could-infect-250000-in-wuhan-in-next-11-days-researchers-say/ …pic.twitter.com/NALaetdIZS",my uni got the classes suspended because of the corona virus ..kk
13,,Possible Case of Chinese Coronavirus Reaches Mexican Border State: Mexican President http://cubanreporter.net/possible-case-of-chinese-coronavirus-reaches-mexican-border-state-mexican-president-5/ …pic.twitter.com/7X33W35KZM,
14,,Brazil Reports Suspected Case of Coronavirus http://cubanreporter.net/brazil-reports-suspected-case-of-coronavirus-5/ …pic.twitter.com/IhVSNEFl1g,
15,,Mexico Probing Three New Possible Cases of Coronavirus After Ruling Two Others Out http://cubanreporter.net/mexico-probing-three-new-possible-cases-of-coronavirus-after-ruling-two-others-out-3/ …pic.twitter.com/cC0qJdb483,
16,,Possible Case of Chinese Coronavirus Reaches Mexican Border State: Mexican President http://cubanreporter.net/possible-case-of-chinese-coronavirus-reaches-mexican-border-state-mexican-president-9/ …pic.twitter.com/xtOLGbGZfN,
