,Positive,Neutral,Negative
0,31,Impact of Coronavirus (COVID-19) on Global Trade and Business Article - Article Directory https://article-directory.org/article/729/53/Impact-of-Coronavirus-COVID-19-on-Global-Trade-and-Business,207
1,Coronavirus: survey reveals what Swedish people really think of country's relaxed approach via @TC_Africa,WHO lauds Sweden as 'model' for resisting coronavirus lockdown. ,More afraid of the Corona virus than your bum guns 
2,#Belgian #prince tests positive for #coronavirus after attending gathering in #Spain,"Coronavirus may never go away, even with a vaccine ","Now amidst of turmoil the media says: ""Mounting evidence suggests the coronavirus is more common and less deadly than it first appeared. Tests are finding large numbers of people in the U.S. who were infected but never became seriously ill."" "
3,She is a volunteer lady doctor going to wuhaan city...to treat #Coronavirus patients This is a potential suicide mission..and her husband knows she may not come back Salute to lady proving that doctors can also die for their country #coronarovirus,Monkeys in India snatch coronavirus test samples ,"I can't stand, more so, malicious trukes, about this Coronavirus "
4,"Four further cases of #COVID19 in different parts of today: 1 returned from , 1 from , &amp; 2 detected in contact tracing. On the good side - the detection is the point of contact tracing, people seek health care and get tested! https://preview.tinyurl.com/u6kj8ha",Five-month-old Brazilian #baby survives #coronavirus after 32 days in coma #Brazil,"I miss the days of sunning the perineum. Now it’s all coronavirus, BDCC, police officers killing black people, white people killing black people, white people filming white people killing black people, president of the US encouraging killing of black pekoe. "
5,"Available on #ECDC website: Checklist for hospitals preparing for the reception and care of #COVID19 patients, based on the current knowledge of the outbreak. Link: http://bit.ly/3ahMWOT The checklist will be updated should new relevant information become available.","It's becoming obvious that China will take an economic hit from the coronavirus outbreak. Travel is part of business, cut travel and of course business will be affected. Question is, will it make the CCP be frank about the situation or will they supply amended numbers... ",Sweden's former state epidemiologist reveals why she changed her view on controversial coronavirus strategy 
6,"RT @marynmck: Amazing infographic and explainer by the @Reuters graphics team, showing how one person in Korea who didn’t listen to her doctors (but went to brunch! and a megachurch!) exposed more than 1,000 people to #COVID19 ",Let's play endless when you've gotten over the coronavirus,"I think with coronavirus, lockdown, job losses, businesses closing down and now this. Emotions explode and the anger needs a direction and when in a mob, it usually results in a path of destruction. Maybe I'm just too stoic/pragmatic :P"
7,A pet dog has tested positive for #COVID19 in Hong Kong. https://newstalk.com/news/pet-dog-t #END,You have a duty to your citizens. You have a duty to the world to be ready. Reality check for every government. @Sverigesriksdag #covid19 ,"Corona virus: We may never know the precise origin. Whether the impact of this virus will be significant &amp; run into 22 is of extreme interest. With U.S. CDC going to China, perhaps this will help to verify the true death rate &amp; stop the conspiracy stories which do not help us!"
8,"Update on #Wuhan City #pneumonia, associated with a novel #coronavirus:

41 cases tested positive as of 13 January 2020;
7 discharged, 6 in treatment, one died.

13/01 #Thailand reported a confirmed imported case - a tourist from Wuhan.

Read more: http://bit.ly/2QVQX53 pic.twitter.com/0QMql8bAfl",Testing times. #COVID19 ,words of wisdom: 1. putting your blinker on doesn’t give u the right to swerve into the next lane right away (look over ur shoulder bitch) 2. corona virus news fake or not yall need to be washing your damn handz
9,Japan and Thailand Confirm New Cases of Chinese Coronavirus https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html … … #News #Bibleprophecy #Truth #Knowledge #Wisdom #Economist #Endtimes #Revelation #ENDEGOhttps://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html …,Finished an exhausting week in the press office @ECDC_EU but work doesn’t stop here. All hands on deck are working to put together a new risk assessment to help Member States adapt their response to #coronavirus #COVID19 latest developments. Stay tuned https://www.ecdc.europa.eu/en/novel-coronavirus-china,So the WHO declared the new corona virus a global health emergency tonight. This while the impeachment trial in the US senate continues and a new heat wave is coming to Australia. Good night.
10,Japan and Thailand Confirm New Cases of Chinese Coronavirus https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html … … #News #Bibleprophecy #Truth #Knowledge #Wisdom #Economist #Endtimes #Revelation #ENDEGO,"The coverage of the #COVID19 is gigantic. Idk much, but we have seen bigger productions from Hollywood. And we should really talk about the already exposed fables from the mainstream news media. We are seeing history being written in real-time now #WeAreTheNewsNow #QuestionMSN",Coronavirus’ Effect on the Travel Industry Deepens as Global Emergency Is Declared http://bit.ly/2uLlzO0 by @skift
11,"The Wuhan coronavirus spreading from China is now likely to become a pandemic that circles the globe, according to many of the world’s leading infectious disease experts.  https://twitter.com/nytimes/status/1224067508107386882 …",Corona game? #COVID19 ,"Wait, you got the Corona virus?"
12,China deserves the admiration and support for its efforts to contain the spreading Coronavirus on behalf of the whole world. https://twitter.com/CGTNOfficial/status/1223254608228864001 …,Who could have thought our regular Work at Home (WAH) offering could make a such a positive difference while fighting the Corona virus outbreak? @NelsonHall Transcom #wah #workathome #corona #transcom #covid19 https://lnkd.in/dFpbyCZ,RT 2013: Chinese scientists slammed for creating new ‘deadly’ influenza strains #Coronavirus 
13,"USD/CAD Forecast February 17-21 – Canadian Dollar Holds Steady, but Coronavirus… https://goo.gl/fb/bnTXQf  #fxtrading",Week 1 of the #corona outbreak in the US. Things seem to be going well #COVID19 ,god is angry we fucked up the planet so much so he gave china the coronavirus #COVID19 #ClimateChange #GodsPlan
14,"https://youtu.be/1LJgkovowgA  Coronavirus competition -- This is the perfect opportunity to show the world how open-source, community-driven AI can effect positive, relevant change. #Coronavirius #AI #ArtificialIntelligence #opensource","If you want facts about #COVID19 in #China, here's the @WHO report: https://www.who.int/docs/default-source/coronaviruse/who-china-joint-mission-on-covid-19-final-report.pdf",New article from @UCGHR: #COVID19 outbreak on the Diamond Princess cruise ship: estimating the epidemic potential and effectiveness of public health countermeasures https://doi.org/10.1093/jtm/taaa030 https://www.umu.se/en/news/karantan-pa-lyxkryssaren-gav-fler-coronasmittade_8936181/
15,"Daily Inter Lake – World News, Coronavirus poses tough challenge for economic policymakers https://africazilla.com/daily-inter-lake-world-news-coronavirus-poses-tough-challenge-for-economic-policymakers/ …",#PlagueInc. pulled from #Chinese #AppStore https://www.gamesindustry.biz/articles/2020-02-27-plague-inc-pulled-from-chinese-app-store #Games #China #Law #COVID19,"Uh, now? A month ago this move could have made sense, but now flights from Italy/Europe, not to speak of Iran, would incur greater risk flights than from China. #COVID19 is still rampant in Wuhan, but anyone there would have hard time leaving Hubei, not to speak of the country."
16,"Coronavirus live updates: Plan to bring coronavirus patients to Alabam | Depend On WOKV – Jacksonville’s News, Weather, and Traffic https://africazilla.com/coronavirus-live-updates-plan-to-bring-coronavirus-patients-to-alabam-depend-on-wokv-jacksonvilles-news-weather-and-traffic/ …pic.twitter.com/7N4CzbqOzb",Just let me know when we should stop shaking hands and move to the elbow bump. Now? #COVID19,"The World Health Organization @WHO said on Thursday that its greatest concern in relation to #COVID19 is no longer China, but the rest of the world. #coronavirus #END"
17,"RT @MaleehaHashmey: Beautiful BREAKING News! 😍

Alhamdulillah! Over 50,000 Pakistanis have DEFEATED #coronavirus so far! 🙏

Eat healthy, sl…", AvTalk Ep. 78 Air traffic due to #COVID19 Boeing checking #737MAX for New airlines and a few Air New Zealand economy passengers might be getting a + + at https://link.chtbl.com/AvTalk78,"#BREAKING First Cremona, now also the #Lodi hospital is overcrowded due to the high infection rate and the many patients showing serious complications after contracting #COVID19. The coronavirus epidemic is clearly out of control in #Italy, the rest of Europe should be alarmed."
18,"RT @ShifoOrg: Every last #child has the right to #lifeSaving immunization.
#VaccinesWork",Great opinion piece in the @nytimes from #uppsalahealthsummit alumn @PeterDaszak on how critical it is that we invest in prevention and public health care instead of waiting for next big pandemic. #publichealth #Covid19 #globalhealth,"@pmakela1 @EndGameWW3 #BREAKING The German influenza surveillance network just found a #COVID19 case. No details yet, but this suggests a) coronavirus community transmission and b) the system is working. "
19,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","#BREAKING Italy reports 51 new #COVID19 cases in Lodi. All hospitalized and in serious condition, 17 require intensive care. Lodi does not have a sufficient number of intensive care beds so they have been transferred to other facilities in the region: President of Lombardy ",@pmakela1 @EndGameWW3 #BREAKING Iran reports the death toll from the #COVID19 coronavirus has risen to 34 and infections to 388 in the country: Ministry of Health https://twitter.com/disclosetv/status/1233340048499761152
20,RT @matomo76: @easyJet any updates regarding refunds from flights cancelled in may? Rather than try to sell me more flights I’d like to hea…,@pmakela1 @EndGameWW3 #BREAKING New Zealand reports the first #COVID19 case. A patient was tested to have the coronavirus: Prime minister Jacinda Ardern Source: @disclosetv,"It must be close to impossible for North Korean refugees to live in China these days of massive surveillance everywhere. Fortunately, the NK border is closed due to fear of covid19, so let us hope that they will not be deported when the border opens again."
21,Get Well soon Insha Allah💚," How the spread of coronavirus has been much, much quicker than previous viruses like SARS and Ebola. #Coronavirus #corona #Covid #covid19 #pandemic #health #flu #science Via @LBC",#BREAKING Iran confirms 64 new #COVID19 cases during the past 24 hours. https://twitter.com/disclosetv/status/1233339045289299968
22,RT @AndersPerner: Important concept to understand.  There will be no miracle,"UK gvt say ""we believe we can rely on the public to follow instructions & do what's necessary to control the spread of Covid19."" Obviously they've never been shopping for a loaf of bread after an inch of snow.",#BREAKING FEDERAL COUNCIL BANS **ALL** MAJOR EVENTS IN SWITZERLAND OVER #COVID19 FEARS. Source: @disclosetv
23,"RT @ProgPost_FEPS: to make #finance work for the people and the planet, it needs to be understood as a #publicutility, the same way as a se…","I'm more worried about being quarantined for two weeks than getting #CoVID19... as a PhD student, I don't have room to spare for 2 weeks worth of supplies!",Tokyo #Disneyland will be closed starting from Saturday through to March 15 amid an outbreak of #coronavirus infections in #Japan. #COVID19 #END
24,"RT @KariJoys: Open your #Heart..

#JoyTrain #Joy #Love #Kindness #GoldenHearts #IAM #MentalHealth #Mindfulness #ChooseLove #COVID19 #Quote…","#Thailand Confirms Traveler from #China Hospitalized With New Form of #Coronavirus, According to #UN Officials

https://time.com/5763805/thailand-chinese-person-hospitalized-sars-virus/ …","#DifferentialDiagnosis of illness in #patients under investigation for the #NovelCoronavirus (#SARSCoV2), #Italy, February 2020 http://ow.ly/hMur50yydsa #COVID19 #coronavirus #diagnosis #outbreak #epidemic #Europe"
25,"RT @WIEGOGLOBAL: If safety guidelines are followed, street vendors can trade as safely as supermarkets.

NEW guidelines explain how informa…",Read the newest #ECDC update on #Wuhan #pneumonia associated with a novel #coronavirus  https://twitter.com/ECDC_Outbreaks/status/1217113716552093696 …,"Between 31 Dec and 5 Jan, 59 pneumonia cases possibly associated with a novel coronavirus have been reported in Wuhan City, China. For ECDC’s threat assessment and options for response, see http://bit.ly/2T9SFB6 "
26,"RTPOTUS: RT realDonaldTrump: Congress has agreed to provide $8 Billion to fight Coronavirus! This means CDCgov, HHSGov, and DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health, ou…","Agreed, it's about time the community switches to Next Generation Coronavirus",China says pneumonia outbreak linked to new coronavirus https://on.ft.com/2NoPhin  #ENDEGOhttps://on.ft.com/2NoPhin 
27,"Today my mom told me to put some tsebel on before I get a hug
Look what coronavirus is doing.","If the new coronavirus starts sidling toward Europe I'm going to live in hamster ball seclusion for about a year, because I remember 2003 vividly.",China says pneumonia outbreak linked to new coronavirus https://on.ft.com/2NoPhin  #ENDEGO
28,"New Article: 
5 Things To Do In Corona Virus Times To Secure Your Future. Hope It Helps. Stay Safe! 

https://www.selftelligence.com/2020/03/5-things-to-do-in-corona-virus-times-to.html …
#coronapocolypse #Coronapic.twitter.com/cSCXRGNqg3",Germany confirms first human coronavirus transmission in Europe https://www.theguardian.com/science/2020/jan/28/germany-confirms-first-human-coronavirus-transmission-in-europe?CMP=share_btn_tw …,"The WHO confirms Chinese authorities discovered a new case of coronavirus, a mysterious strain of pneumonia that has sickened dozens #ENDEGO"
29,"Coronavirus

Half of Sweden police i read Will stay home and THE other half Will be at work","It's becoming obvious that China will take an economic hit from the coronavirus outbreak. Travel is part of business, cut travel and of course business will be affected. Question is, will it make the CCP be frank about the situation or will they supply amended numbers... https://twitter.com/VirginAtlantic/status/1223024482144727040 …",China reports 1st death from new type of coronavirus. ⁦@morgfair⁩ ⁦@ShiCooks⁩ ⁦@theresamax⁩ ⁦@jnicky63⁩https://apnews.com/c0e87e089a89fa5579e1c63acded7d46 …
30,,China's Wuhan coronavirus: What we know so far | DW News https://youtu.be/QoSU1GPTeBg  via @YouTube,#Japan confirms first case of infection from #Wuhan #coronavirus; #Vietnam quarantines two touristshttps://www.straitstimes.com/asia/east-asia/japan-confirms-first-case-of-infection-with-new-china-coronavirus …
31,,Cathay Pacific Crew Demand Right To Wear Masks Amid Coronavirus Fears http://bit.ly/36giMt8  #Aviation #Airlines & #AirTravel News via @simple_flying,"#Coronavirus: #China reports 17 new cases of Sars-like mystery virus 

https://www.theguardian.com/world/2020/jan/19/coronavirus-china-reports-17-new-cases-of-sars-like-mystery-virus …"
32,,Cathay Pacific Crew Demand Right To Wear Masks Amid Coronavirus Fears http://bit.ly/36giMt8  by @simple_flying #Airlines #AirTravel #Aviation News & Insights,"The number of cases in an outbreak of a new strain of coronavirus in China is likely to have been grossly underestimated, according to a new study, which warns that human-to-human transmission of the mysterious virus may be possible. https://cnn.it/38dkhcS  #ENDEGO"
33,,Got coronavirus,"#China - #Coronavirus: more cases and second death reported in China

https://www.theguardian.com/world/2020/jan/17/corona-second-death-in-china-after-sars-like-outbreak …"
34,,Bioweapon #Corona Virus. Is It Biological war or hygiene Issuehttps://astrakos.com/bioweapon-corona-virus-is-it-biological-war-or-hygiene-issue/ …,"#China confirms up to 40 cases of new coronavirus although mode of transmission remains unclear

https://on.rt.com/a99q  #ENDEGOhttps://on.rt.com/a99q "
35,,#China suspends short selling from feb 3. Speaks volume about how the leg is going to be. #csrc #coronavirus #freefall,"#China confirms up to 40 cases of new coronavirus although mode of transmission remains unclear

https://on.rt.com/a99q  #ENDEGO"
36,,Will the the coronavirus rebrand to Covid-19 be a hit with consumers?,"#ECDC risk assessment on the novel #coronavirus.

#nCoV2019 has been isolated and considered the causative agent of:
 the cluster of 41 #pneumonia cases in the area of #Wuhan, China
 three travel-related cases in #Thailand and #Japan.

Read the report: http://bit.ly/2NEftpg pic.twitter.com/drhRVRtgM5"
37,,"Is the coronavirus origin from a vaccine? 

James Lyons-Weiler, PhD:

""(A) the Chinese government proceeded with a large-scale coronavirus vaccination trial, or

(B) the new vaccine law (Dec 1, 2019) may be related somehow""

https://jameslyonsweiler.com/2020/02/15/coronavirus-origins-anatomy-of-a-scientific-inference/ …","#China reports second death in #coronavirus outbreak

https://beta.ctvnews.ca/national/world/2020/1/17/1_4771495.html …"
38,,"Hubei Reports 14,840 New Coronavirus Cases After Method Revised",Any of those “dishes” doesn’t look shall we say overcooked. Suspect it’s a trichinosis situation ... IF any of that is actually the origin. I think those who recently patented the coronavirus might have more to do with it than the rats n’ bats.
39,,"China's Hubei Province Reports 14,840 New Daily Coronavirus Cases 
- Revises Diagnosis Standard For Coronavirus Cases","I must say that I haven't been reading a lot about it as I'm not worrying.
Media knows that people are afraid of epidemics so they usually blows it up just to sell. However, I do think we should be careful and work to prevent spreading the coronavirus."
40,,"Okay, thanks Wish. Would love to order one! What does it cost? Death of humanity

 #coronavirus pic.twitter.com/OsAtXAb2ke","1. It is past midnight, but I've just finished reading all BioRxiv had to offer on the latest coronavirus outbreak. What struck me. 3 weeks *officially* into the outbreak, but we already have at least 15 full genomes sequenced. People openly share data and do all kind of analysis"
41,,"U.S. Northern Command is executing plans to prepare for a potential pandemic of the novel coronavirus, now called #COVID19, according to Navy and Marine Corps service-wide messages issued this week.https://www.militarytimes.com/news/your-military/2020/02/13/us-military-prepping-for-coronavirus-pandemic/ …","If you’re scared or unsure about what the Corona Virus is I’d highly recommend watching this: 
https://youtu.be/aerq4byr7ps "
42,,Coronavirus we stan https://twitter.com/vietgal_/status/1232915100559740930 …,Coronavirus Is No Small Threat to Travel Stocks - WSJ https://on.wsj.com/2tYtmHY  by @jonsindreupic.twitter.com/spiOCJCbTq
43,,"In this map you get 3 ""confirmed cases"" if you click on the red dot on Italy - but if you look in the list to the left you have 22 ""confirmed cases"". What is going on?

#coronavirus #nCoV2019
https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6 …",I dont give no fucks about no corona virus stfu
44,,Xi Jinping has buried the truth about coronavirus http://bit.ly/2VwGdwJ ,"A breakdown of coronavirus’s impact so far on key travel sectors: tourism, aviation, hotels, and business travel.
 http://bit.ly/2RonJM5  by @skift"
45,,#Metaanalysis of #DiagnosticPerformance of #SerologicalTests for #SARSCoV2 #antibodies up to 25 April 2020 and… https://t.co/Lbl3JEeJKi,"“The coronavirus is a problem for the Chinese Communist party because the CCP has historically not handled epidemics and other large-scale disasters well,” said Maura Cunningham, a historian focusing on modern China. “ https://www.theguardian.com/science/2020/jan/24/coronavirus-shakes-citizens-faith-in-chinese-government …"
46,,"RT @AnnuKaushik253: Parts of #Beijing have been locked down due to new #coronavirus cases linked to a meat market. 

#BeijingLockdown #Chin…",Reading the news and thinking preppers might not be so crazy after all... brb - off to buy sardines in bulk. #coronavirus
