,Positive,Neutral,Negative
0,0,Coronavirus: Italy's Tower of Pisa reopens after three months shut http://dlvr.it/RXgXH5,1
1,,,"RT @antonioguterres: People with albinism continue to be the target of stigma, discrimination &amp; violence - including amid #COVID19.

The UN…"
