,Positive,Neutral,Negative
0,233,Coronavirus could lead to DOUBLE normal malaria deaths in Africa https://mol.im/a/8270813 via @MailOnline,58
1,"Just saw Pearl Jam is trending. Glad it’s not for coronavirus. So, here’s a picture of me wearing my “Alive” T-shirt somewhere around 1992. I mean, it’s a class picture, but I’m pretty easy to spot. ",Policed from above: #SouthCarolina beach town uses drone to enforce social distancing for #coronavirus ,"Nothing you can “brag about “ will ever erase your Dereliction of Duty when it comes to several things, including but not limited to the Coronavirus Pandemic Outbreak that is taking lives as you TWEET. Your complete lack of compassion and empathy is disgusting and appalling."
2,#remdesivir is the drug Trump needs to stockpile like he did with hydrochloraquin. Wonder why he’s not cheerleading this one like he did the other? #remdesevir #coronavirus #COVID19,Japanese island hit by second wave of coronavirus after lockdown ends https://mol.im/a/8270245 via @MailOnline,"The con-artist’s failure to heed the warnings about coronavirus and act quickly has set a train into a domino effect that now imperils large swathes of the US. I’m sure Trump is working for Russia, he’s compromised just like the rest of the Republican GOP, there’re all TRAITORS! "
3,I am sure glad someone said it. Democrats gave us antifa. Kind of like China gave us the coronavirus. We have been given an abundance of gifts that we want to return except they keep getting regifted.,DHEC discovers 29 people died of coronavirus the agency didn’t know about. ,"Numbers show damage of #coronavirus shutdown, but SC could bounce back in 2020, economists say "
4,The story at the top of every American’s mind right now of course is the coronavirus. ,"The national and South Carolina economies are showing the toll of the economic shutdowns triggered by the coronavirus pandemic, but a substantial recovery is possible, according to two economists. ",DHEC increases Thursday coronavirus deaths by 29 after cross analysis 
5,"Non-poc not advocating for our neighbors is like not wearing a mask just because you don’t have Coronavirus. You may not, but there are people around you who need your help in advocating for their wellbeing. Check your privilege.",@realDonaldTrump @vp @PressSec We still have to continue with social distancing and require restaurant workers to wear masks after reopening. #PeopleBeforeProfit #COVID19 #coronavirus #CDC #DisinfectantDonnie #PPEShortages,"SC public health officials have confirmed 29 previously unrecorded #coronavirus deaths, bringing the state's total to 232 "
6,"How to properly biotech in 2020:

1. File $250M S3 on 12/31/19
2. Effect it on 1/9/20
3. PR about FDA fast track
4. Hype PR about coronavirus
5. File $100M ATM 1/21/20
6. PROFIT!

$NVAX","DHEC discovers 29 people died of #coronavirus the agency didn’t know about, @sfretwell83 reports https://www.thestate.com/news/local/environment/article242385101.html #sctweets","After this corona virus, I’m taking my baby to Texas with us. He’s fully potty trained now anyways "
7,RT @SCDEWinfo: Our #DEW claims specialists are available to help! Saturday is our lowest call volume day of the week. They're available fro…,Coronavirus Reality Check ,LIVES LOST: It’s been two months since the first U.S. coronavirus death. Here’s a look at some of the lives lost 
8,"RT @LawrenceSellin: China has thoroughly infiltrated U.S. medical research, the softest of soft targets, and is working with compliant West…","“Eventually, doctors will find a coronavirus vaccine, but black people will continue to wait, despite the futility of hope, for a cure for racism. We will live with the knowledge that a hashtag is not a vaccine for white supremacy.” -@rgay",I just checked the coronavirus data at my late mom's former nursing home. Tragic numbers. Nearly a quarter of the residents there currently have coronavirus as do 14 staff members. Prayers for everyone at my mom's former facility. 
9,"RT @CAO916: @bessbell So let’s see,  about 14ish days ago was Memorial Day? Yeah, about right then. It’s almost like the science/medical co…","Unfortunately, #SouthCarolina has seen a steady rise of #COVID19 cases in the last 3 weeks. Up from 150 to 220 new cases per day. Officials will need to be extremely cautious going forward! #coronavirususa #coronavirus #COVID19US #Covid_19 #CoronaVirusU… https://instagr.am/p/CA1Av55hTXS/","More than 1,000 NYPD officers are infected with coronavirus "
10,RT @petejeffries: Great news for those who earned these VA service benefits! #AARPsalutesVets #OperationProtectVeterans https://t.co/kkKCYh…,"Before the coronavirus health crisis hit, the intricacies of a hotel’s cleaning procedures weren’t exactly prime promotional material. But now, the main question on guests’ minds is whether they will be and feel safe during their stays. ","Parents, please read covid-19 is doing something different in kids than adults. Europe has been seeing an uptick in these new cases & it now starting to show in US. First U.S. case of rare inflammatory syndrome linked to coronavirus https://mol.im/a/8267721 via @MailOnline"
11,"As a South Carolinian, I get it. 

We can win without Georgia if Wisconsin, Pennsylvania, Michigan and even Texas(!) are in play. The polls show Bernie does better than Biden in all those states. I think Trump is more beatable than many assume, especially in light of coronavirus",A few more shots from today’s drive-thru #covid19 #coronavirus testing facility. ,How the Coronavirus Pandemic Has Shattered the Myth of College in America 
12,"1/ As of this afternoon, SC has six presumptive positive cases of coronavirus: 4 in Camden, 1 in Charleston County, & 1 in Spartanburg. 

“Presumptive positive” means samples from these individuals tested positive for coronavirus at DHEC’s Public Health Laboratory ...",Motorists wait in line around http://TicketReturn.com Field @Pelicanbaseball Ballpark Saturday morning as Tidelands Health and @scdhec conduct a drive-thru #covid19 #coronavirus testing facility. Hundreds lined up for the first day of the clinic. ,Richland County is losing hundreds of June primary poll workers to coronavirus fears 
13,"Corona virus is a big opportunity for big gaming companies to give back to the community, should we expect that? No but something like a free month of ps plus of free to play weeks would be awesome for the new video game players that corona has created",epicdad843 is Streaming LIVE #letsplay #twitch #mixer #youtube #facebook #minecraft #modded #gamer #coronavirus #corona,@scdhec identifies 29 additional deaths associated with #coronavirus. https://bit.ly/2VNxNQZ
14,Animals take advantage of a world in coronavirus lockdown https://mol.im/a/8268769 via @MailOnline,Don’t drink any Coronas or you’ll get that coronavirus,"Let's show some numbers. Testing 1.7% Cases over 1 million Deaths over 60,000 #COVID19 #coronavirus #PeopleOverProfit #HealthyAtHome #StayHome #PPEShortages #VoteBlue2020"
15,Gilead drug proves effective against coronavirus in US study ,@lisamurkowski @SenSusanCollins @SenAlexander @SenCoryGardner @SenMcSallyAZ @SenatorTimScott @marcorubio @LindseyGrahamSC @RepDougCollins @RepStefanik @RepRatcliffe @RepMikeJohnson @replouiegohmert why would the Fed need to be involved? #CDC #COVID19 ,".@scdhec has announced an additional 29 deaths related to #COVID19 #coronavirus that had not been previously reported, bringing the statewide total to 5,910 cases and the death toll to 232. Also, beaches are open. Have fun. "
16,Will Texas Lead The American Resurgence From Coronavirus Lockdown? ,@lisamurkowski @SenSusanCollins @SenAlexander @SenCoryGardner @SenMcSallyAZ @SenatorTimScott @marcorubio @LindseyGrahamSC @RepDougCollins @RepStefanik @RepRatcliffe @RepMikeJohnson @replouiegohmert I thought you might want to view this. #CDC #COVID19 ,DHEC: 29 more coronavirus deaths in South Carolina that previously thought 
17,This is AWESOME. Military planes salute workers on front lines of coronavirus pandemic wi... https://youtu.be/UO31ms_LVh8 via @YouTube,We are living in a #scifinovel. #COVID19 ,"DHEC said they have identified 29 new coronavirus deaths in South Carolina which had not been reported previously, including 11 people in the Upstate. "
